#HIP,PMRA,PMDE
65869,-43.82,-17.63
65870,-124.52,-16.53
65871,-25.14,11.13
65872,-15.85,-14.04
65873,-12.34,-4.07
65874,7.43,-4.19
65875,-31.21,-19.52
65876,-37.81,2.81
65877,-1107.17,-475.43
65878,9.0,-38.1
65879,8.51,-16.23
65880,-3.88,16.12
65881,3.1,-13.93
65882,-18.72,-2.57
65883,-3.81,13.84
65884,20.33,-49.68
65885,21.11,6.51
65886,-23.27,-1.02
65887,-2.69,-0.14
65888,-10.87,4.6
65889,-73.35,-186.34
65890,8.0,-7.68
65891,-25.14,-9.05
65892,44.2,12.32
65894,-97.43,-26.92
65893,-27.93,1.91
65895,-12.93,36.22
65896,-10.43,-3.13
65897,12.39,-30.68
65898,32.46,-23.49
65899,27.2,-45.48
65900,-131.59,-28.96
65901,-36.21,-2.07
65902,-24.59,-13.05
65903,-25.44,31.66
65904,0.88,1.67
65905,20.99,-50.07
65906,-132.41,-115.14
65907,-44.47,-19.62
65908,0.0,0.0
65909,-5.99,-5.51
65910,-23.61,-14.51
65911,-15.54,-18.34
65912,-17.55,-28.38
65913,12.28,-48.45
65914,-48.02,14.92
65915,-52.67,-19.82
65916,18.24,-14.12
65917,-23.98,-18.59
65918,-21.0,-8.43
65919,2.71,-4.67
65920,-1.57,33.77
65921,5.81,17.43
65922,-11.98,-13.83
65923,-57.7,27.24
65924,-581.78,-350.11
65925,-5.25,-3.43
65926,-22.27,-14.31
65927,20.16,-17.26
65928,-20.79,-1.57
65929,-60.2,-24.38
65930,-68.07,9.1
65931,3.17,1.88
65932,-45.61,-5.87
65937,-130.36,-11.51
65933,26.11,1.33
65934,-66.23,-9.36
65935,-236.92,-63.28
65936,-15.65,-11.25
65938,-1.14,3.1
65939,7.22,-12.92
65940,50.34,17.17
65941,4.88,-2.95
65942,18.9,-25.17
65944,-138.52,-26.15
65943,-26.99,10.84
65945,-20.7,5.49
65946,-55.17,-30.37
65947,-42.93,5.2
65948,-4.67,-14.68
65949,-108.04,2.41
65950,16.78,-16.25
65951,-95.49,27.69
65952,-5.93,-2.41
65953,-11.15,0.3
65954,-34.22,2.39
65956,-130.62,-44.15
65955,21.96,-18.41
65957,-18.35,9.47
65958,5.07,3.09
65959,-25.88,5.64
65960,-185.05,128.08
65961,-46.32,-7.18
65962,14.26,-21.8
65963,-254.17,-111.62
65964,-43.5,-16.76
65965,-22.85,-16.75
65966,-24.94,-5.02
65967,27.81,-17.89
65968,12.96,0.61
65969,-77.63,2.12
65970,-3.96,-0.62
65971,-44.99,18.6
65972,-69.17,-20.43
65973,5.35,-32.5
65974,-38.2,-43.79
65975,9.46,-16.74
65976,-52.24,64.61
65977,-3.48,-4.87
65978,-20.63,-11.69
65979,9.95,-5.28
65980,17.07,-5.54
65981,-6.96,-5.85
65982,-854.52,267.7
65983,-43.74,-12.24
65984,-34.59,-44.85
65985,-2.21,4.37
65986,-94.34,122.47
65987,-0.1,-51.14
65988,4.01,-30.97
65989,-25.05,6.66
65990,20.07,-8.65
65991,-61.02,-19.19
65992,41.36,48.46
65994,-34.88,-16.04
65993,-7.75,-0.94
65995,-29.52,-4.44
65996,26.21,-30.53
65997,58.14,-292.33
65998,-105.39,13.14
65999,-6.77,-1.75
66000,7.29,-34.17
66001,-29.02,-20.14
66002,-96.37,19.19
66003,0.73,2.0
66004,30.46,-3.12
66005,-62.36,-12.23
66006,-103.8,-43.4
66007,-17.33,24.22
66008,-133.39,15.54
66009,-13.68,4.25
66010,-13.75,-2.35
66011,34.82,-17.8
66012,-15.26,-4.21
66013,-15.77,-4.63
66014,-153.11,-33.65
66015,-96.54,-17.83
66016,-4.61,3.6
66017,6.7,-6.21
66018,-32.4,-80.9
66019,34.84,-37.22
66020,21.35,-23.45
66021,-12.23,-8.68
66022,-11.39,-33.23
66023,-24.7,-7.88
66024,16.2,-7.63
66025,-18.51,-19.8
66026,-145.53,-59.55
66027,-10.92,-3.39
66028,-7.74,-2.57
66029,-17.97,-6.85
66030,-3.62,0.18
66031,-52.55,-7.33
66032,-146.64,-76.65
66033,-41.4,81.14
66034,-0.92,-16.0
66035,-9.86,-12.9
66036,-11.4,1.36
66037,2.48,9.68
66038,-6.52,-2.06
66039,-10.55,14.02
66041,-7.68,-62.46
66040,-25.57,-10.43
66042,18.04,-19.6
66043,-20.63,-3.2
66044,11.5,-27.29
66046,-23.06,-17.22
66045,-49.79,-2.82
66047,25.04,-124.63
66048,7.27,-27.43
66049,20.54,-107.89
66050,-12.73,-6.71
66051,83.32,-288.27
66053,-0.58,-1.38
66052,-39.22,13.87
66054,-4.88,-4.33
66055,-102.65,32.62
66056,-13.96,-5.31
66057,2.45,2.14
66058,-38.54,-8.01
66059,-8.68,10.56
66060,-77.97,7.92
66062,-3.26,19.77
66061,-38.54,-2.82
66063,-15.9,-12.11
66064,13.96,-6.64
66065,-95.64,-22.18
66066,-88.07,19.97
66067,-296.85,46.34
66068,-27.92,-17.27
66069,-9.11,-1.24
66070,-5.26,-0.99
66071,3.51,-16.46
66072,-132.7,-71.52
66073,-15.47,-39.69
66074,-438.49,49.85
66075,-42.3,-23.78
66076,23.72,-7.53
66077,252.95,-221.83
66078,-31.06,-46.57
66079,-83.55,37.96
66080,30.83,-22.82
66082,-5.05,-8.39
66081,-1.45,-2.61
66083,11.25,2.85
66084,-31.23,-48.11
66085,19.23,-12.3
66086,66.5,-192.22
66087,-32.87,-4.11
66088,8.8,33.81
66089,-42.86,-12.39
66090,-48.73,-22.0
66091,-77.23,0.27
66092,-17.24,-4.25
66093,-7.9,3.5
66094,-44.51,-8.97
66095,156.75,63.15
66096,-33.59,-10.0
66097,-30.71,-9.29
66098,-30.72,-37.96
66099,-6.34,-7.83
66100,-19.57,2.35
66101,-68.5,-18.65
66102,-3.98,5.21
66103,9.53,-17.05
66104,-10.26,2.54
66105,-22.02,-2.56
66106,-16.84,-0.72
66107,9.76,-26.14
66109,33.28,34.27
66108,-142.98,8.72
66111,-3.77,-57.34
66110,20.2,-57.5
66112,18.27,-10.89
66113,34.26,24.56
66114,-26.42,-26.63
66115,-239.77,48.46
66116,20.53,-37.76
66117,13.77,-28.21
66118,-80.11,-12.33
66119,-21.85,7.51
66121,-367.08,-152.1
66120,-8.57,-1.31
66122,-26.33,-43.32
66123,91.23,-144.03
66125,-350.49,-117.55
66124,0.41,-1.46
66126,-8.5,18.11
66127,-213.81,97.37
66128,-28.06,-15.07
66129,-16.28,0.26
66131,-76.07,4.63
66130,6.78,6.87
66185,-9.18,-9.66
66132,-27.09,17.35
66133,9.9,4.0
66134,-8.23,-4.02
66135,-61.7,14.61
66136,-12.36,-3.81
66137,13.42,-14.85
66138,-94.41,-20.94
66139,-106.44,-13.96
66140,-19.79,0.53
66141,-85.65,-140.33
66142,-6.32,-0.15
66143,-22.84,-3.68
66144,-152.38,-130.4
66145,7.0,-29.83
66146,-3.96,-14.24
66147,-506.48,94.49
66148,2.29,-3.67
66149,-55.22,64.74
66151,3.97,9.57
66150,-205.38,-33.73
66152,-34.28,-27.91
66153,-4.69,-0.84
66154,-4.34,-8.89
66155,-7.52,-36.79
66156,7.54,-0.68
66157,-19.63,-3.57
66158,-10.95,8.36
66159,-10.37,3.75
66160,-16.45,-9.21
66161,-3.06,-6.1
66162,-52.77,-19.9
66163,5.81,0.86
66164,-53.8,25.79
66165,-30.58,-24.34
66166,-0.89,2.49
66167,88.57,-217.72
66168,-33.46,22.86
66169,-170.03,-175.34
66170,-118.29,-10.07
66171,-50.07,9.17
66172,-12.18,-6.36
66174,-8.28,-16.44
66173,-10.91,7.07
66175,4.15,-132.79
66176,7.86,-24.84
66177,8.01,-26.69
66178,-6.91,-5.91
66179,-16.54,-25.12
66180,-7.29,-6.24
66181,74.11,25.81
66182,219.59,-150.35
66183,-2.12,-1.39
66184,3.82,-7.46
66186,-0.8,-8.74
66188,-100.19,-65.72
66187,0.0,0.0
66189,-5.6,0.58
66190,-12.66,5.39
66191,-2.61,9.62
66192,-87.84,-78.43
66193,-258.46,325.33
66194,-23.22,-155.61
66195,-180.19,22.29
66196,-25.11,-7.36
66197,-35.76,-57.35
66198,-18.71,-6.64
66199,12.77,-16.49
66200,43.89,-24.03
66201,-25.74,-5.54
66202,14.45,-2.16
66203,39.07,-48.25
66204,24.43,-4.26
66205,-19.34,8.8
66206,27.39,-49.89
66207,-20.04,-1.88
66208,-14.12,78.88
66209,87.99,74.0
66210,0.89,-3.73
66211,-12.33,-0.07
66212,-204.69,25.28
66213,4.74,-26.15
66214,-41.93,-19.64
66215,-4.17,6.45
66216,-68.94,-55.46
66217,-49.76,11.4
66218,-94.28,-32.85
66219,-191.57,3.96
66220,-12.73,4.62
66221,37.79,-12.87
66222,153.78,-123.82
66223,21.11,23.0
66224,2.92,-2.3
66225,10.42,0.74
66226,-12.16,-8.87
66227,27.57,-20.7
66228,-1.73,3.2
66229,-576.63,-139.13
66230,-277.04,-184.87
66231,-2.41,-26.87
66232,11.92,-11.04
66233,-44.4,7.35
66234,-128.28,27.39
66235,-17.74,-10.22
66236,-27.37,-6.82
66237,-14.28,-15.62
66238,446.03,-392.67
66241,-6.32,-2.65
66239,48.47,-53.52
66240,-2.34,-15.08
66242,-55.58,-53.88
66243,-218.32,30.28
66244,-89.04,-3.13
66245,-27.09,-15.82
66246,-23.09,-14.69
66247,-47.98,-7.32
66248,-30.67,2.17
66249,-278.89,48.56
66250,8.55,-5.53
66251,-25.27,0.89
66252,-287.35,-91.02
66253,-4.94,-3.23
66254,-52.33,-11.97
66255,-15.03,-14.88
66256,-51.62,-29.47
66257,84.7,-9.81
66258,-4.23,-5.1
66259,-30.08,-12.39
66260,-45.71,-34.55
66262,-336.65,-17.39
66261,-59.02,20.11
66263,47.29,-57.98
66264,-55.45,11.09
66265,3.27,-4.2
66266,-5.91,-0.72
66267,-438.04,-20.34
66268,-11.56,4.18
66269,-19.29,0.98
66270,-19.67,-14.9
66271,7.37,9.66
66273,-64.35,-15.01
66272,-2.56,-2.85
66274,-68.33,-94.58
66275,-22.64,3.24
66276,-118.01,65.29
66277,-54.12,18.26
66278,-12.77,-1.15
66279,-9.08,8.15
66280,-35.54,-7.06
66281,6.08,-10.67
66282,13.95,-7.38
66283,-96.83,-69.14
66284,-9.93,-2.58
66285,-35.07,-14.11
66286,-118.54,-37.69
66287,-37.38,33.95
66288,-41.05,-56.51
66289,-5.96,-27.27
66290,-248.35,128.08
66291,-4.73,-8.98
66292,-76.31,-29.05
66293,-32.03,-27.0
66295,-19.0,-6.7
66294,-15.56,13.84
66296,29.28,-9.27
66297,-1.62,-0.05
66298,-9.69,-5.61
66299,-28.65,5.64
66300,10.81,-19.48
66301,-5.52,6.65
66302,2.49,11.81
66303,-9.04,-2.32
66304,5.31,4.85
66305,-39.23,-50.56
66306,-3.01,-0.02
66307,-2.75,6.42
66308,-56.01,2.45
66309,-364.42,39.61
66310,-9.04,-5.03
66311,-48.58,-35.82
66312,-36.97,2.61
66313,-28.11,-6.41
66314,7.17,-21.78
66315,465.55,-558.6
66316,7.12,-73.12
66317,-11.13,-6.96
66318,162.59,-28.27
66319,22.97,-20.27
66320,15.54,82.55
66323,-17.56,-6.19
66321,6.61,11.08
66322,-130.3,-36.89
66324,-18.31,0.41
66325,14.25,-10.76
66326,88.28,-52.58
66327,9.31,8.81
66328,88.74,-54.22
66329,-34.73,-33.61
66330,-50.79,-5.58
66331,-22.09,-11.66
66332,-17.0,2.52
66333,-87.8,-8.33
66334,-18.05,9.42
66335,-9.53,1.02
66336,-49.74,9.21
66337,-32.38,-0.6
66338,-25.28,-9.38
66339,-3.31,-8.03
66340,48.18,-108.07
66341,-11.94,4.24
66342,-9.36,-1.77
66343,-23.88,4.06
66344,-40.12,-1.82
66345,-43.47,8.05
66346,-10.65,7.17
66347,-81.39,-14.56
66348,7.68,3.95
66349,-69.39,2.61
66350,-44.77,-18.92
66351,-15.79,-9.08
66352,-21.39,5.04
66353,13.93,-22.8
66354,16.42,-277.77
66355,-16.69,-7.83
66356,-35.15,-22.45
66357,1.5,-13.87
66358,-1.98,-4.43
66359,-3.5,1.78
66360,-9.18,-17.57
66361,-26.0,-27.5
66362,-30.46,-21.35
66363,-193.12,-139.69
66364,13.21,-10.86
66365,-12.26,-3.25
66366,-23.58,-18.57
66367,-221.86,-53.74
66368,-92.0,99.03
66369,-29.89,1.37
66370,22.77,-24.62
66371,-3.9,-3.7
66372,-10.26,-7.4
66373,2.92,-4.9
66374,-7.02,-10.75
66375,-177.6,-105.71
66376,12.62,7.98
66377,-6.51,0.0
66378,-16.19,-27.84
66379,-12.42,-4.03
66380,6.68,-31.09
66381,-158.6,-62.86
66382,-11.23,9.16
66383,-9.54,-4.39
66384,-2.85,-3.04
66385,2.28,-14.83
66386,258.86,-130.24
66387,14.7,12.23
66388,-13.77,32.75
66389,-4.8,-25.73
66390,-7.16,-4.74
66391,10.84,-6.5
66392,-43.51,4.83
66393,-63.48,13.75
66394,10.03,-12.85
66395,-8.46,7.99
66396,-24.11,24.17
66397,-604.91,-343.78
66398,-91.03,16.2
66399,-29.68,8.75
66400,-92.7,15.43
66401,-6.78,1.3
66402,-13.35,4.24
66403,-10.2,-14.24
66404,11.79,3.47
66405,-8.21,-34.63
66406,-30.72,-33.46
66407,-36.1,3.74
66408,-7.94,-11.63
66409,-9.83,65.59
66410,-96.4,-44.44
66411,29.51,-33.24
66412,11.07,1.6
66413,-776.59,-360.85
66414,-98.3,64.1
66415,-5.67,-1.96
66416,-119.36,14.89
66417,-25.95,-2.26
66418,-217.92,-54.05
66419,11.01,-31.13
66420,-10.51,-35.28
66421,-41.38,-8.07
66422,58.99,-41.64
66423,-13.97,-18.13
66424,-52.82,6.69
66425,-18.21,-4.45
66426,-10.2,-38.93
66427,-51.05,-14.27
66428,-53.71,-43.77
66429,-23.48,7.46
66430,-4.99,-19.47
66431,-20.25,-11.23
66432,28.42,23.29
66433,-54.61,-47.13
66434,-5.89,-8.57
66435,-36.28,-6.02
66436,20.71,-5.46
66437,-9.26,-2.99
66438,149.75,-116.81
66439,-156.62,36.4
66440,-49.01,-14.73
66441,-151.98,34.59
66442,22.84,-28.65
66443,-37.77,5.33
66444,-9.29,6.96
66445,-13.15,-8.82
66446,-68.15,24.78
66447,-28.65,-19.41
66448,-222.58,30.07
66449,14.69,-7.98
66450,-49.19,-23.09
66451,-9.43,-3.05
66452,8.9,-22.54
66453,-161.27,-193.54
66454,-28.19,-15.97
66455,-10.81,-7.29
66456,-22.3,2.72
66457,-8.81,-2.06
66458,-94.78,23.63
66459,319.53,-58.56
66460,4.65,5.68
66461,25.88,-7.16
66462,-10.77,7.22
66463,-51.03,-10.32
66464,-63.01,-116.85
66465,-18.21,-6.53
66466,-12.66,-2.32
66467,5.28,-10.71
66468,-62.29,7.89
66469,-38.88,-7.91
66470,5.33,-13.16
66471,-57.99,-19.38
66472,-35.55,-16.17
66473,-12.28,14.38
66474,-7.75,-6.6
66475,-11.25,3.63
66476,-15.1,-13.56
66477,-22.83,-13.05
66478,-42.6,-9.39
66479,-68.77,20.86
66480,-132.63,34.56
66481,5.52,-23.93
66482,6.28,-25.67
66483,-13.03,-6.21
66484,-7.37,-4.09
66485,-12.67,12.92
66486,-59.51,-23.97
66487,-40.88,74.09
66488,4.56,-12.26
66489,-1.75,3.57
66491,-39.11,-0.92
66490,-15.7,-8.11
66492,-234.24,-139.14
66493,0.55,-21.11
66494,-32.75,-5.35
66495,-5.85,-7.08
66496,-37.72,-46.1
66497,-93.33,-25.03
66499,-8.18,4.33
66498,8.66,-2.8
66500,6.18,-4.93
66501,-23.02,9.71
66502,-3.4,0.39
66503,-48.45,-13.99
66504,60.91,-30.69
66505,-6.42,-8.27
66506,-8.65,-2.82
66507,2.59,-3.95
66508,7.43,-1.0
66510,7.94,9.41
66509,133.5,-321.73
66511,-136.97,-92.74
66513,-32.46,-3.18
66512,23.54,-0.36
66514,-225.46,-147.38
66515,2.57,1.27
66516,-1.53,1.22
66517,3.09,0.49
66519,-6.44,8.26
66520,15.71,5.47
66521,-0.8,-26.77
66522,41.01,-14.98
66523,-5.39,-2.91
66524,-60.75,-13.34
66525,-20.95,-9.56
66526,-20.65,-27.99
66527,-24.52,4.96
66528,-64.19,-31.58
66529,-1.4,-12.25
66530,-194.67,89.77
66531,-5.57,-12.28
66532,6.35,-11.64
66533,-129.76,-177.19
66534,-96.22,103.23
66535,-6.65,-0.44
66536,-2.53,26.74
66537,7.28,-17.72
66538,-26.1,-3.66
66539,-21.9,19.62
66540,-3.57,15.67
66541,-15.34,-109.79
66542,-17.15,-9.65
66543,-9.56,-6.85
66544,-1.23,-5.4
66545,7.4,-13.53
66547,-44.24,-3.41
66546,-6.62,2.25
66548,-29.36,1.78
66549,-102.7,-38.06
66550,8.36,-16.09
66551,-37.94,5.0
66552,-30.0,-15.23
66553,-7.84,-2.19
66554,-9.66,-4.62
66555,-11.53,-2.06
66556,-3.89,-36.81
66557,-6.21,-65.08
66558,-15.73,-10.8
66559,-6.73,-2.74
66560,-24.53,-15.04
66561,-14.77,-14.91
66562,19.71,-9.15
66563,-86.56,-77.17
66564,1.82,-3.96
66565,-4.32,3.27
66566,-28.1,-18.78
66568,-120.22,-14.28
66567,8.39,1.24
66569,1.92,-7.54
66570,-20.16,7.97
66571,-34.22,7.6
66572,-15.21,-9.31
66573,5.96,-0.77
66574,-65.71,-31.61
66575,-11.47,-6.09
66576,-19.27,-11.74
66577,-14.93,-6.93
66578,-403.8,-26.15
66579,-10.82,22.57
66580,-31.37,-2.9
66581,-27.92,18.71
66582,-23.83,2.98
66583,-8.28,40.08
66584,21.76,-27.74
66585,19.07,-9.64
66586,-67.89,-12.97
66587,97.39,-183.67
66588,-162.82,71.28
66589,-224.86,-135.83
66590,-20.63,-20.03
66591,8.39,-14.2
66592,-40.64,-26.95
66593,39.61,-73.02
66594,-47.37,-20.23
66595,-4.27,10.16
66596,-7.12,1.89
66597,-94.7,-43.07
66598,-5.16,-12.01
66599,-97.03,47.24
66600,10.0,-21.61
66601,-13.78,-21.01
66602,21.05,-73.05
66603,-9.81,-9.02
66604,-22.68,-3.75
66605,-21.53,-8.68
66606,-43.68,32.35
66607,-18.06,-7.27
66608,-55.65,-14.2
66609,-27.45,-6.42
66610,23.88,-46.48
66611,-91.91,-0.65
66612,-15.32,-3.81
66613,-14.84,5.6
66614,-1.2,-0.9
66615,-92.1,1.06
66616,-275.86,0.76
66617,13.75,-51.98
66618,251.32,-190.28
66619,-14.65,-15.82
66620,-39.85,-29.91
66621,18.4,5.9
66622,-12.38,36.29
66623,-32.93,5.29
66624,-66.76,-5.25
66625,-43.17,390.83
66626,5.54,-6.8
66627,20.16,-47.59
66628,-9.21,-22.51
66629,2.46,-4.76
66630,-21.64,-28.72
66631,-5.88,-0.32
66632,26.65,-52.92
66633,-13.26,-3.57
66634,-136.05,56.38
66635,10.67,-16.25
66636,-89.84,-27.2
66637,-96.76,-47.7
66638,1.51,2.84
66639,86.06,-91.67
66640,-113.44,-13.38
66641,19.29,-14.8
66642,-43.36,-25.85
66643,-327.97,-188.63
66644,-11.68,-6.64
66645,-14.44,-7.88
66646,-22.81,9.84
66647,-12.59,-6.42
66648,-39.14,-344.54
66649,-39.58,-15.1
66650,9.25,-13.04
66651,-24.85,-18.4
66652,8.79,-65.21
66653,-91.35,1.77
66654,-2.39,30.12
66655,-119.4,-34.75
66656,-47.42,-54.98
66657,-14.6,-12.79
66658,8.62,7.81
66659,-3.52,5.41
66660,89.17,14.48
66661,-4.7,3.44
66662,-41.31,-34.13
66663,-3.77,-9.25
66664,-18.63,21.68
66665,111.2,-285.84
66666,-99.4,18.73
66667,2.26,15.86
66668,-23.7,-8.03
66669,-25.17,2.68
66670,-7.37,-23.29
66671,14.81,-1.98
66672,-7.22,-62.33
66673,-230.46,-80.32
66674,2.76,-13.31
66675,-385.78,482.23
66676,-28.2,51.93
66677,0.0,0.0
66678,-17.71,65.84
66679,-48.79,-11.85
66680,14.85,-37.87
66681,-69.6,0.46
66682,-18.87,-0.74
66683,-57.73,-21.58
66684,-29.86,-9.39
66685,-6.7,30.44
66686,-28.09,-36.7
66687,-18.84,-8.02
66688,-1.74,-10.09
66689,14.66,-66.15
66690,-72.8,91.93
66691,12.88,-15.43
66692,35.97,-37.34
66693,59.23,-146.77
66694,-56.52,9.54
66695,-1.99,-8.41
66696,-4.59,-2.22
66697,-7.39,-1.53
66698,5.69,-5.84
66699,7.35,1.69
66700,-50.0,26.54
66701,-34.86,-13.19
66702,-38.19,6.33
66703,-2.89,-8.97
66704,-124.73,57.86
66705,-37.48,-10.51
66706,-18.96,26.63
66707,11.92,0.07
66710,-20.18,-7.47
66709,-9.35,-3.86
66708,62.01,-200.82
66711,-170.64,-21.18
66712,23.07,-9.31
66713,14.42,-13.45
66714,-19.12,-1.71
66715,9.83,-33.67
66716,10.33,-2.19
66717,-46.34,-13.34
66718,-54.84,7.9
66719,-22.33,6.64
66720,-13.44,25.99
66721,-48.5,-46.42
66722,-29.18,-20.01
66723,7.85,24.26
66724,-41.22,-23.17
66725,-69.82,9.89
66726,-39.49,15.64
66727,-46.46,23.23
66730,-91.29,-68.62
66729,-49.53,23.81
66728,-44.25,0.02
66731,14.91,-10.94
66732,17.78,5.47
66733,-43.1,5.97
66734,-22.23,-12.54
66735,20.35,-16.42
66736,-11.17,-7.64
66737,-29.03,-4.41
66738,-19.14,-11.37
66740,-5.78,15.54
66739,-60.19,-13.57
66741,20.1,-122.49
66742,-68.59,-8.41
66743,5.6,-0.08
66744,58.72,-22.39
66745,14.93,1.87
66746,-46.06,47.06
66748,-22.89,-7.48
66749,-35.86,-11.49
66750,-1.74,1.79
66751,-8.12,-3.34
66747,0.0,0.0
66752,-40.93,-26.23
66753,-87.65,-21.03
66754,-73.12,-35.93
66755,-24.37,0.47
66756,-35.91,6.16
66757,-1.91,-41.14
66758,-4.51,-15.98
66759,1.1,9.24
66760,-5.19,-20.46
66761,7.3,-3.11
66762,-62.95,23.25
66763,-15.28,-26.28
66764,-28.51,-27.08
66765,205.92,-166.03
66766,-8.76,-12.68
66767,0.55,-10.95
66769,17.48,8.33
66768,-8.73,-4.6
66770,9.58,24.77
66771,-16.55,-7.5
66772,-28.74,-9.13
66773,9.74,2.67
66774,-218.79,90.82
66775,-2.5,-16.64
66776,-48.99,-61.47
66777,-2.26,-0.41
66778,-1.29,5.3
66780,5.41,-0.48
66779,-46.31,13.77
66781,-17.99,70.79
66782,-37.12,-23.87
66783,-34.09,35.27
66784,-23.33,41.51
66785,-15.43,2.61
66786,-189.25,139.67
66787,-8.01,8.56
66788,-7.62,39.71
66789,0.12,-3.98
66790,-2.8,0.09
66791,21.83,-25.14
66792,9.29,-12.0
66793,-138.82,-55.41
66795,-2.47,-1.09
66794,23.0,1.56
66796,-6.41,-4.89
66797,-0.44,14.2
66798,55.02,-11.71
66799,-33.61,-7.71
66800,-10.84,0.67
66801,-13.47,-0.84
66802,28.68,-33.07
66803,-91.65,40.28
66804,-58.66,-47.71
66805,3.03,-86.56
66807,-207.75,-58.68
66808,-7.75,-4.42
66806,-11.55,-2.84
66809,-27.09,6.92
66810,-19.28,5.22
66811,6.52,-14.88
66812,-37.39,-17.01
66813,-65.42,-20.2
66814,-310.08,-106.87
66815,-202.51,-64.66
66816,18.38,8.7
66866,-15.43,-30.16
66818,-57.38,-25.39
66819,-33.78,-2.73
66820,14.32,1.26
66822,-10.96,-7.48
66821,-43.65,-24.58
66823,-30.71,-50.85
66824,-25.0,-9.73
66817,73.6,66.4
66825,-27.61,3.37
66826,-10.49,-4.81
66827,7.15,9.63
66828,-210.24,34.71
66829,-39.24,4.55
66830,3.95,-3.69
66831,17.62,-17.96
66832,-116.49,-12.26
66833,1.32,-15.02
66834,1.33,-11.32
66835,-29.4,-7.33
66836,-19.61,-27.25
66837,-53.95,-10.13
66838,-3.81,-2.02
66839,-56.71,-11.77
66840,-160.78,-429.82
66841,2.62,-10.98
66842,16.8,19.64
66843,3.6,-11.68
66844,-31.9,20.5
66845,4.17,-39.93
66846,-2.13,-44.01
66847,8.61,0.09
66848,-47.53,-79.91
66849,-30.71,-11.7
66850,-13.01,-8.11
66851,-25.42,-10.96
66852,-23.32,-9.13
66853,-14.84,9.23
66854,-172.12,-148.77
66855,-40.19,-16.13
66856,-33.66,11.92
66857,85.38,0.92
66858,-28.24,-8.18
66859,-2.41,-1.38
66860,-377.86,-87.16
66861,21.44,-50.88
66862,-7.19,-6.94
66863,-3.3,-1.03
66864,-41.72,-6.57
66865,32.73,9.52
66867,-70.99,-61.21
66868,-21.23,7.61
66869,-7.42,-19.22
66870,-41.43,-8.99
66871,7.3,1.35
66872,-9.27,2.01
66873,-21.96,-0.46
66874,-17.73,23.35
66875,3.02,-7.96
66876,60.85,-22.21
66877,-9.8,-39.74
66878,32.67,-42.51
66879,-32.81,-19.29
66880,-21.27,-5.48
66881,-45.24,11.61
66882,-16.94,-6.07
66883,-17.14,5.97
66884,-11.46,-9.02
66885,-83.13,-227.69
66886,-286.85,-154.93
66887,-29.75,-7.84
66888,-34.87,-6.71
66889,21.62,5.33
66890,-29.22,-25.77
66891,-48.05,-4.4
66892,-86.37,12.33
66893,-23.13,8.8
66895,21.47,-19.01
66894,-12.62,-18.92
66896,10.08,-10.21
66897,9.28,1.14
66898,-27.17,-1.28
66899,25.68,-53.27
66900,-33.63,13.03
66901,-91.73,-14.3
66902,-7.77,-2.64
66903,-64.25,45.78
66904,-4.16,-0.86
66905,-76.89,-314.36
66906,-111.47,-706.72
66907,13.01,11.0
66908,-32.51,-22.39
66909,-0.8,-2.86
66910,-9.95,-4.68
66911,-37.46,-18.53
66912,-9.06,2.67
66913,-26.79,-11.51
66914,-31.21,13.91
66915,-58.88,44.67
66917,-10.99,-14.17
66916,-23.11,-19.29
66918,-135.02,-278.02
66919,107.43,-119.75
66921,-24.34,75.38
66920,-2.61,-29.11
66922,-73.06,-1.18
66923,-8.85,-15.81
66924,-51.69,-37.81
66925,-7.42,-4.76
66926,-48.92,-14.89
66927,9.27,7.13
66928,12.6,-26.42
66929,-23.22,4.23
66930,-7.31,0.29
66931,5.07,-68.97
66933,-9.94,-19.24
66932,-61.0,-1.77
66934,193.87,37.24
66935,26.91,-22.33
66936,-294.22,-72.88
66938,-47.76,-18.44
66937,-13.42,-19.7
66939,-11.41,-7.05
66940,-156.38,15.97
66941,-32.67,-19.78
66942,-32.46,-0.66
66943,-29.55,-2.89
66944,-198.93,-24.88
66945,33.26,-52.13
66946,-11.51,-2.53
66947,8.94,-11.71
66948,-5.82,-6.83
66949,-20.37,-20.35
66950,-18.47,-3.13
66951,-8.24,3.75
66952,-32.48,12.9
66953,12.68,-18.42
66954,87.16,-78.88
66956,-11.63,-1.9
66955,-106.05,-25.66
67090,451.03,-1831.59
66957,-9.58,-0.48
66958,-14.73,8.13
66960,-10.27,-5.65
66959,-50.51,-13.77
66961,-22.41,-5.19
66962,-5.96,8.08
66963,-43.47,-25.05
66964,8.81,25.68
66965,3.38,-0.42
66966,-32.9,-23.31
66967,-16.91,-8.33
66968,33.3,-22.62
66969,-74.61,26.82
66970,-81.06,-44.35
66971,-31.15,7.56
66973,-48.99,3.06
66972,-25.22,-23.0
66974,-314.66,-6.59
66975,-6.73,-13.56
66976,-29.3,-4.1
66977,-17.55,-8.01
66978,-36.14,-37.21
66979,10.57,-6.14
66980,0.15,9.72
66981,0.0,17.11
66982,-16.33,-29.54
66983,64.8,-13.87
66984,-13.49,-4.31
66985,-6.1,-11.2
66986,-10.48,11.32
66987,-264.63,-102.92
66988,-23.43,-13.6
66989,-122.55,21.29
66990,-195.87,-99.45
66991,-39.79,-6.19
66992,49.19,-37.04
66993,48.04,381.1
