#HIP,PMRA,PMDE
5169,15.01,-27.87
5170,-41.03,-33.59
5171,-14.86,2.24
5172,-9.94,11.7
5173,29.73,6.17
5174,37.42,-42.23
5175,7.38,-23.53
5176,165.22,-14.32
5177,-31.09,-24.62
5178,162.92,161.14
5179,9.66,-27.99
5180,-55.2,-31.26
5181,25.77,-3.04
5182,30.27,21.0
5183,-7.74,-7.15
5184,153.44,-217.5
5185,14.55,2.85
5186,102.38,-32.21
5187,7.81,-6.1
5188,48.48,-11.49
5189,67.16,-36.79
5191,100.17,-95.16
5190,4.99,-4.78
5192,2.04,-25.99
5193,68.12,-17.37
5194,-51.8,-7.21
5195,33.23,1.03
5196,9.34,0.11
5197,33.19,7.13
5198,17.86,19.5
5199,37.54,-75.35
5201,58.16,16.04
5202,85.68,-39.65
5204,13.76,27.14
5203,62.5,-3.65
5205,-28.39,-12.99
5206,8.97,-14.3
5207,51.59,-38.73
5208,-3.52,-0.83
5209,-52.39,-38.35
5210,-16.26,-51.16
5211,-8.0,-6.0
5212,18.7,-42.54
5213,-24.98,-89.63
5214,18.72,-6.31
5215,-112.05,-253.67
5216,27.37,42.56
5217,15.22,-65.41
5218,13.24,-4.63
5219,0.69,-15.38
5220,12.25,-30.96
5221,14.27,-11.52
5222,58.02,-6.26
5223,-8.84,-17.77
5224,489.44,10.67
5225,30.53,12.15
5226,-11.71,-8.34
5227,-39.53,-81.99
5228,81.15,-29.6
5229,9.04,-0.54
5230,22.67,-12.76
5231,-19.75,-15.72
5232,1.99,-13.94
5233,77.56,-12.08
5234,31.78,-7.46
5235,65.59,-24.37
5236,6.08,-5.85
5237,24.45,-29.46
5238,11.16,-0.3
5239,-1.17,-1.0
5240,93.95,-108.56
5241,19.43,0.29
5242,-7.92,-3.85
5243,7.35,1.1
5244,70.62,6.9
5245,-34.11,-29.03
5246,-19.01,-4.51
5247,1548.21,319.28
5248,6.05,2.99
5249,32.57,-13.43
5250,-0.41,6.3
5251,16.82,-3.32
5252,-14.42,-4.02
5255,-120.08,-141.07
5254,63.97,27.72
5253,71.42,0.76
5256,4.19,-6.85
5257,45.52,-3.37
5259,74.44,-31.75
5258,-0.32,-1.67
5260,-14.09,-165.43
5261,63.97,27.72
5262,20.87,-8.91
5263,15.58,-6.54
5264,82.92,-25.02
5265,6.53,-12.66
5266,170.57,60.41
5267,0.77,-1.36
5268,73.79,-11.24
5269,94.99,-15.2
5270,6.34,-6.24
5271,13.8,-6.28
5272,-42.16,-29.91
5273,332.81,-168.29
5274,-8.42,-6.24
5275,-0.07,-7.72
5276,118.99,-55.4
5277,39.04,-1.97
5278,5.9,4.37
5279,2.01,-4.61
5280,195.48,-62.71
5281,-14.6,-9.58
5282,3.06,2.75
5283,-12.2,-6.14
5284,14.99,17.31
5285,6.52,-15.25
5286,99.08,-491.71
5287,11.84,12.87
5288,7.34,-19.14
5289,19.25,13.94
5290,12.94,7.64
5291,73.21,-169.11
5292,14.07,-6.24
5293,7.35,-12.07
5294,54.68,-39.42
5295,268.49,-26.16
5296,149.04,16.99
5297,-15.65,-34.1
5298,-2.95,-12.22
5299,-19.18,-8.12
5300,36.0,7.85
5301,191.71,18.75
5302,26.38,-51.17
5303,-24.04,-2.28
5304,-86.33,-38.11
5305,27.55,23.5
5306,74.63,20.38
5307,11.15,-7.01
5308,-46.11,-39.81
5309,42.49,-27.29
5310,85.43,-85.81
5311,18.54,21.18
5312,6.32,-4.36
5314,6.61,2.27
5313,-79.86,-2.06
5315,143.39,-432.84
5316,-1.95,-0.54
5317,160.96,-61.32
5318,-25.34,-15.03
5319,203.71,-25.62
5320,-41.08,-44.18
5321,120.99,-12.65
5322,30.48,-5.62
5323,-4.27,-13.29
5324,18.35,1.74
5325,10.52,3.11
5326,94.34,-130.56
5327,5.27,-0.44
5328,57.99,1.96
5329,-10.98,3.16
5330,35.33,-8.67
5331,-8.03,-10.24
5332,43.28,-10.21
5334,28.11,-3.35
5333,-21.81,-32.84
5335,400.94,-47.66
5336,3421.44,-1599.27
5337,-8.68,6.71
5338,5.19,-7.42
5339,-43.08,-88.95
5340,9.71,-1.52
5341,44.86,0.11
5342,94.6,-37.88
5343,5.48,-34.08
5344,-3.31,-1.64
5345,-5.64,2.36
5346,-248.4,-165.49
5347,10.81,-10.12
5348,21.17,29.7
5349,3.94,-3.24
5351,27.22,-6.86
5350,83.55,-10.81
5352,10.78,-4.08
5354,9.01,-40.51
5353,1047.37,-91.6
5355,-7.68,1.67
5356,-28.13,-12.14
5357,-15.04,-17.99
5358,3.42,-3.38
5359,8.75,-12.99
5360,-2.77,-11.42
5361,17.15,-12.39
5362,1.91,-21.93
5363,18.54,23.5
5364,215.81,-138.33
5365,10.31,16.89
5366,44.32,-1.41
5367,2.3,13.66
5368,2.51,-12.17
5369,-61.38,-584.06
5370,6.31,-12.57
5371,30.17,6.48
5372,80.34,-11.36
5373,72.24,32.41
5374,-7.3,-8.94
5375,25.84,8.81
5376,41.99,-19.07
5377,30.91,5.84
5378,6.58,-6.87
5379,22.41,-13.19
5380,58.16,-9.23
5381,189.93,21.85
5382,41.14,57.14
5383,27.32,-37.83
5384,-26.41,-46.14
5385,-4.1,-11.08
5386,3.1,1.23
5387,21.76,-19.0
5388,-4.52,-1.24
5389,211.5,-104.33
5390,-8.71,0.52
5391,-2.23,-3.03
5392,20.07,9.32
5393,25.23,26.6
5394,-17.41,-25.84
5395,31.8,-1.53
5396,24.42,7.35
5397,-0.63,-3.24
5398,5.75,3.24
5399,51.26,-2.25
5400,41.55,49.64
5401,22.7,19.62
5402,-9.6,-75.45
5403,34.38,-25.6
5404,-7.78,-6.36
5405,82.96,3.93
5406,16.25,5.51
5407,10.58,26.1
5408,12.97,-13.68
5409,6.54,-20.13
5412,-30.97,-39.96
5410,298.66,22.9
5411,-20.62,-0.85
5413,-7.77,-28.46
5414,1.49,-0.89
5415,34.07,-25.23
5416,22.22,-13.5
5417,-56.25,-24.46
5418,7.4,-40.88
5419,12.23,-19.51
5420,-10.74,-21.9
5421,5.68,-5.31
5422,127.64,-38.94
5423,15.82,45.16
5424,21.69,26.6
5426,16.08,1.32
5425,51.19,-9.47
5427,-11.88,-5.84
5428,135.66,-20.19
5429,-12.9,-13.47
5430,70.74,49.23
5431,30.44,-14.49
5432,2.93,-47.44
5433,22.15,-6.07
5434,3.81,-13.02
5435,1.65,-11.28
5436,23.85,-3.29
5437,13.2,9.3
5438,54.5,-0.17
5439,-0.7,4.34
5440,-66.26,-35.07
5441,-5.74,-39.03
5442,15.61,-4.33
5443,-235.46,-351.6
5444,7.61,-21.62
5445,627.89,77.84
5446,54.52,-22.64
5447,175.59,-112.23
5448,13.99,-12.31
5449,8.64,-10.39
5450,37.02,-9.8
5451,6.31,-2.4
5452,23.14,42.14
5453,50.23,-10.45
5454,-4.65,9.34
5455,134.08,12.89
5456,22.62,-0.68
5457,-11.58,-14.57
5458,20.69,35.28
5459,234.02,-42.78
5460,34.76,25.49
5461,46.53,-7.01
5462,-3.11,9.6
5463,-16.6,-15.18
5464,17.49,-1.18
5465,75.57,7.97
5466,56.68,-23.85
5467,-9.63,-11.77
5468,-10.17,0.91
5469,44.77,17.87
5470,14.62,-4.52
5471,39.87,-3.05
5472,-29.24,-9.29
5473,16.84,15.75
5474,-41.06,-111.54
5475,-0.35,-24.63
5476,-78.01,-14.14
5477,-2.86,-114.73
5478,11.29,16.93
5480,-77.51,-11.39
5479,44.08,1.74
5481,20.82,-11.54
5482,11.67,-16.29
5483,20.41,-24.51
5484,36.34,-7.54
5485,-19.62,-39.2
5486,6.0,-7.69
5487,8.83,20.58
5488,-49.0,-64.32
5489,285.01,-8.59
5490,142.58,35.04
5491,4.76,15.96
5492,2.13,-5.24
5493,-135.76,-41.87
5494,2.92,-113.75
5495,21.26,-3.97
5496,389.2,571.98
5497,34.22,-7.18
5498,-15.39,-7.26
5499,30.94,13.31
5500,107.11,-13.6
5501,18.41,-8.38
5502,0.0,0.0
5503,11.87,10.16
5504,20.71,15.47
5505,2.6,12.81
5506,62.39,-34.93
5507,3.62,-3.15
5508,-21.05,-16.89
5509,6.7,17.87
5510,-8.69,-15.94
5512,6.12,18.04
5511,-14.34,-20.64
5513,-10.02,-8.12
5514,92.45,18.17
5515,29.26,-11.35
5516,12.93,-16.6
5517,2.26,2.43
5518,35.26,-27.48
5519,22.51,6.84
5520,45.58,-12.86
5521,-153.5,-199.95
5522,9.66,10.82
5523,102.97,2.18
5524,-27.27,6.52
5525,-16.73,-1.55
5526,-2.84,-1.02
5527,221.0,46.93
5528,8.25,-1.46
5529,111.79,-123.84
5530,21.61,-53.1
5531,250.3,23.58
5532,2.0,-2.63
5533,-7.74,0.38
5534,94.9,237.03
5535,20.31,-4.48
5536,-7.61,-5.97
5537,-25.19,-21.94
5538,17.9,-11.69
5539,75.79,-11.17
5540,131.55,-8.41
5541,-10.21,-16.58
5542,226.62,-19.34
5543,26.86,9.6
5544,-8.7,-12.02
5545,-64.59,30.15
5546,56.79,16.72
5547,24.49,13.83
5548,72.58,33.97
5550,-15.54,-6.96
5549,186.54,-196.85
5551,-6.36,-25.31
5552,-8.39,-25.55
5553,40.98,-29.26
5554,11.91,-7.81
5555,-9.85,-4.61
5556,-8.82,2.16
5557,-19.82,-20.63
5558,10.71,1.95
5559,9.35,1.48
5560,-6.17,-3.6
5561,20.61,7.45
5562,7.12,14.97
5563,-3.42,-7.26
5564,-58.09,-359.17
5565,57.41,-8.24
5566,40.94,-19.3
5568,24.57,-4.66
5567,24.35,4.1
5569,-4.19,-0.61
5570,-12.76,-4.32
5571,41.66,-10.55
5572,24.43,4.0
5573,5.41,1.9
5574,-20.77,33.52
5575,10.94,-6.07
5576,9.55,-5.71
5577,4.19,-15.44
5578,-29.86,-69.09
5579,186.18,-14.11
5580,24.98,-3.25
5581,26.57,-6.66
5582,-1.64,0.44
5583,25.51,15.81
5584,28.63,-18.21
5585,93.26,-37.06
5586,74.29,-37.61
5587,6.73,-9.67
5588,-17.32,-18.71
5589,23.85,-12.92
5590,37.79,-16.86
5591,7.98,-12.7
5592,1.93,-4.18
5593,90.5,33.86
5594,-57.83,-22.21
5595,-14.38,-3.44
5596,-11.03,-3.69
5597,3.53,-31.42
5598,76.54,25.89
5599,0.78,-3.09
5600,0.6,-86.09
5601,28.0,0.23
5602,-11.34,-2.87
5603,-19.38,4.04
5604,17.71,-14.27
5605,36.41,-3.94
5606,-4.92,-30.13
5607,-10.72,1.1
5608,36.67,-12.42
5609,-6.57,0.98
5610,27.69,-4.44
5611,-16.71,-30.08
5612,-18.54,-15.03
5613,81.57,-39.12
5614,4.64,-2.59
5615,-2.96,-31.03
5616,35.16,8.99
5617,4.16,-12.9
5618,28.84,10.01
5619,-7.82,-57.88
5621,20.55,8.94
5620,32.54,24.04
5622,6.08,9.11
5623,98.04,31.06
5624,-13.01,-11.53
5625,-11.62,-3.88
5626,95.83,-4.91
5627,-7.43,-14.5
5628,62.65,-26.77
5629,-50.15,-71.63
5630,9.4,-5.21
5631,-86.48,-51.51
5632,14.32,-15.35
5633,63.77,47.26
5634,130.06,65.69
5635,28.03,27.45
5636,43.79,-67.67
5637,-0.67,-7.46
5638,1.49,4.66
5639,-17.82,-92.93
5640,36.45,-12.79
5641,-74.96,-23.89
5642,8.82,15.61
5644,386.87,-9.86
5645,14.28,-10.15
5646,-178.32,-104.49
5647,184.65,-189.26
5648,7.42,-2.5
5649,-2.01,-0.17
5650,24.03,20.95
5651,-67.28,-33.64
5652,23.18,-9.29
5653,0.46,-1.62
5654,-35.05,-25.76
5655,5.35,-84.55
5656,56.35,-4.72
5657,-4.93,0.3
5658,1.25,-4.71
5659,-12.5,-16.36
5660,24.57,-17.45
5661,88.99,-30.76
5662,175.31,20.89
5663,128.4,20.31
5664,5.03,-4.74
5665,13.28,-14.46
5666,-62.21,-15.3
5667,18.82,-5.99
5668,-5.22,3.07
5669,12.76,-9.35
5670,-5.96,-0.27
5671,12.76,-9.35
5672,6.21,-11.85
5673,-19.61,-25.54
5674,31.04,-66.08
5675,-14.0,-11.4
5676,-48.51,-23.57
5677,-23.45,-7.53
5678,-16.2,17.76
5679,21.88,-32.33
5680,-7.91,-1.61
5681,-17.57,-82.14
5682,-108.47,-77.97
5683,4.44,-5.66
5684,314.65,-37.54
5685,53.82,2.27
5686,20.34,-18.16
5687,15.97,-208.54
5688,29.16,-6.35
5689,-19.51,-32.44
5690,11.5,-10.75
5691,-11.37,-5.85
5692,-4.8,8.1
5693,6.27,-6.1
5694,8.79,-4.85
5695,58.48,16.9
5696,11.83,-29.83
5697,-202.02,-69.35
5698,41.4,6.22
5699,130.12,-250.34
5700,239.99,-38.1
5701,6.1,-9.3
5702,23.45,-3.88
5703,23.61,8.07
5704,66.46,-24.0
5705,-48.46,-21.29
5706,1.76,-28.2
5707,-20.93,-5.1
5708,43.29,-66.03
5709,144.7,36.46
5710,-66.23,-170.43
5711,10.66,-37.35
5712,147.3,9.79
5713,144.1,-115.87
5714,1.88,-2.79
5715,20.27,12.55
5716,9.3,-64.68
5717,-13.19,-36.12
5718,-2.16,-10.25
5719,15.86,-8.81
5720,-6.57,-6.19
5721,19.61,3.75
5722,4.64,-9.36
5723,40.06,-3.27
5724,-10.05,-4.7
5725,0.68,-6.07
5726,28.1,2.71
5727,23.23,-4.39
5728,88.28,-15.23
5729,-40.75,-135.54
5730,42.75,17.81
5731,22.16,-14.83
5732,4.27,-11.48
5733,162.69,79.32
5735,13.55,4.31
5734,0.37,-33.01
5736,41.03,2.37
5737,141.66,-55.62
5738,1.18,12.82
5739,10.59,-5.17
5740,15.84,-52.58
5741,135.88,-51.22
5742,18.58,-21.26
5743,154.42,-47.11
5744,3.77,-20.39
5746,-26.48,-32.26
5745,165.63,-82.05
5747,23.48,-10.73
5748,8.99,8.75
5749,11.73,22.93
5750,-6.91,11.92
5751,33.61,-14.72
5752,59.85,-21.59
5753,-3.8,-2.87
5754,64.94,-42.78
5755,-5.15,0.0
5756,62.56,53.43
5757,21.35,-7.2
5758,20.87,14.31
5759,-27.69,-21.81
5760,-27.69,-21.81
5761,-6.56,-24.11
5762,45.3,6.86
5763,13.23,-57.3
5764,42.85,29.53
5765,72.49,-7.19
5766,-25.28,-21.62
5767,11.07,0.52
5768,1.22,-2.67
5769,14.1,-26.42
5770,-13.46,-20.48
5771,30.18,-0.34
5772,63.06,-53.79
5773,-17.28,-10.31
5774,81.33,-22.4
5776,17.22,-4.54
5775,198.43,-108.82
5777,42.13,-60.3
5778,-30.59,-26.18
5779,32.74,-3.38
5780,9.1,7.59
5781,-13.97,-11.01
5782,11.27,-0.03
5784,18.85,-47.5
5783,20.36,7.28
5785,17.5,22.61
5786,8.07,2.41
5787,54.15,-34.56
5788,-2.49,-5.56
5789,18.75,-8.23
5790,-50.23,-26.79
5792,0.57,-13.3
5793,14.59,-18.7
5794,-7.55,3.24
5795,29.44,-19.63
5796,-14.96,-34.23
5797,56.72,12.15
5851,17.7,-12.52
5798,85.57,42.89
5799,123.67,277.58
5800,40.21,-11.73
5801,-0.54,-3.09
5802,-109.62,-53.75
5803,96.2,-39.82
5804,-6.51,-0.64
5805,13.9,3.74
5806,-161.09,-138.65
5807,80.73,18.36
5808,13.52,-9.74
5809,18.22,-9.24
5810,2.1,-2.26
5811,152.27,33.98
5812,104.27,310.9
5813,27.74,-11.96
5814,-27.53,-38.18
5816,-1.91,-2.99
5815,26.29,0.13
5817,159.1,-307.65
5818,-4.72,-9.89
5819,3.19,14.02
5820,-39.49,-31.83
5821,7.41,13.09
5822,25.61,-8.03
5823,7.9,-21.3
5824,-13.62,-24.67
5825,-14.82,-24.85
5826,19.71,24.2
5827,15.69,-15.52
5828,58.72,-1.63
5829,60.4,-44.11
5830,13.67,-2.39
5831,44.49,32.03
5832,-3.94,-4.48
5833,-14.55,205.45
5834,211.6,-191.31
5835,0.03,8.23
5836,-1.75,-24.74
5837,-11.97,-20.93
5838,-16.83,-0.3
5839,7.84,-5.17
5840,118.08,-24.81
5841,32.33,-20.62
5842,416.56,75.95
5843,12.23,0.1
5844,-12.55,10.8
5845,-26.44,-18.26
5846,-0.37,-1.86
5847,22.21,14.02
5848,46.42,-12.88
5849,19.38,11.22
5850,5.82,-5.57
5852,-147.17,-63.48
5853,26.73,-18.05
5854,41.73,1.43
5855,85.17,-176.99
5856,27.51,-11.94
5857,45.83,3.47
5858,61.48,-4.24
5859,24.43,-16.71
5860,-14.88,-0.49
5861,44.46,-27.31
5862,664.47,178.12
5863,-0.3,-1.77
5865,11.16,-16.09
5864,-0.76,-1.64
5866,1.64,26.43
5867,44.31,76.55
5868,33.64,-1.43
5869,-21.75,-11.88
5870,16.33,-2.87
5897,42.48,11.41
5871,-43.44,-30.67
5872,25.0,17.86
5873,19.7,6.16
5874,39.48,-9.58
5875,-6.27,-4.85
5876,11.08,-7.29
5877,6.77,-4.98
5878,-17.58,-25.79
5879,56.5,3.1
5880,1.39,0.8
5881,-10.28,-40.85
5882,54.66,-15.92
5883,5.12,14.42
5884,8.89,-0.01
5885,-12.34,-6.67
5886,41.58,2.68
5887,15.76,-8.52
5888,9.8,1.02
5889,51.1,30.02
5890,9.62,-2.75
5891,-56.42,-23.87
5892,-23.72,-42.68
5893,20.01,-4.69
5894,-0.73,-11.11
5895,115.03,25.77
5896,411.11,127.43
5898,-75.14,30.41
5899,31.36,4.21
5900,20.39,-0.83
5901,-4.9,-5.71
5902,-5.47,-3.02
5903,10.63,-21.88
5904,3.09,-3.61
5905,9.84,-2.14
5906,84.19,-33.79
5907,-26.61,1.63
5908,0.49,3.09
5909,49.88,-20.14
5910,36.02,30.31
5911,-0.68,-6.45
5912,10.91,-5.74
5913,-58.25,-57.06
5914,-5.78,-1.11
5915,50.2,-6.0
5916,19.36,-6.3
5917,-17.75,-25.35
5918,93.03,17.05
5919,1.92,-19.2
5920,3.22,-7.3
5921,-8.57,-11.72
5922,-0.53,-18.17
5923,-5.36,-7.32
5924,20.49,1.78
5925,58.15,-12.56
5926,-1.59,-1.18
5927,-55.92,-21.29
5929,46.41,-7.75
5928,49.99,-20.22
5930,-41.48,-49.11
5931,22.47,1.41
5932,85.21,-31.32
5934,-5.56,-1.76
5933,-0.76,-33.16
5935,31.44,36.06
5936,27.97,-35.89
5937,36.33,-23.03
5938,134.18,-4.61
5939,8.25,-4.25
5940,47.49,-16.73
5941,6.9,-6.59
5942,-12.62,-9.34
5943,130.54,24.36
5944,-112.45,-30.49
5945,-15.98,-10.11
5946,0.37,-6.36
5947,-48.26,59.0
5948,21.52,5.36
5949,63.03,-26.53
5950,-2.44,-3.0
5952,282.14,19.71
5951,-100.62,-63.95
5953,7.99,-5.16
5954,23.12,-0.82
5955,-5.88,24.78
5956,46.45,-42.92
5957,428.29,-104.09
5958,3.04,3.84
5959,32.0,-9.29
5960,9.67,2.7
5961,25.26,-9.76
5962,17.12,5.83
5963,238.73,25.6
5966,14.96,-10.63
5965,-58.8,-201.42
5964,12.77,1.83
5967,-77.83,16.47
5968,-87.47,-46.07
5969,6.06,-11.24
5970,211.94,-98.7
5971,71.77,19.38
5972,13.83,-14.5
5973,-27.98,-20.37
5974,26.76,-14.88
5975,7.7,15.66
5976,24.57,-1.77
5977,73.08,-77.23
5978,57.49,-10.04
5979,19.56,-11.72
5980,84.84,19.23
5981,6.27,-22.61
5982,6.15,-12.23
5984,1.17,-8.16
5983,-4.14,-12.7
5985,259.08,-140.7
5986,-3.62,1.21
5987,-29.73,-33.08
5988,48.22,-22.79
5989,13.62,-10.36
5990,56.16,-10.24
5991,13.54,-12.88
5992,53.04,15.04
5994,51.68,21.01
5993,11.75,-40.32
5995,-1.33,-2.39
5996,15.19,1.54
5997,-3.11,-39.15
5998,-14.03,-23.31
5999,10.45,-37.02
6000,-2.57,6.57
6001,66.01,-32.84
6002,-1.35,1.32
6003,0.26,-4.26
6004,-0.16,0.2
6006,-7.46,-27.93
6005,90.94,-175.85
6007,-3.25,-14.08
6008,366.31,21.12
6009,13.53,28.06
6010,-15.25,-3.45
6011,-42.58,-28.14
6012,156.35,38.06
6013,1.11,-8.3
6014,29.15,-2.68
6016,-1.75,-3.7
6015,-30.3,-72.55
6018,-18.01,-3.86
6019,-2.8,-13.18
6017,86.06,-17.87
6020,123.39,-3.93
6021,-9.83,-4.57
6022,159.04,-18.11
6023,-3.5,0.26
6024,58.27,-127.67
6025,-44.7,3.32
6026,18.61,3.53
6027,2.03,0.55
6028,37.56,-29.92
6029,58.97,-35.46
6030,1.15,1.61
6031,-3.95,-14.58
6032,-14.95,-31.45
6033,27.04,-5.93
6034,28.8,-28.45
6035,5.68,-4.31
6036,7.46,-26.45
6037,279.21,-475.96
6038,26.64,15.5
6039,27.87,3.1
6041,-19.44,-26.17
6040,67.62,-32.26
6042,72.17,13.72
6043,3.18,-4.9
6044,56.94,17.04
6045,12.96,-4.58
6046,-3.57,-1.36
6047,6.13,-0.68
6048,20.94,22.35
6049,-3.4,7.21
6050,22.58,-1.19
6051,23.91,11.08
6052,32.14,2.82
6053,-41.43,-15.24
6054,5.03,-18.29
6055,-4.47,4.33
6057,63.86,-16.65
6056,52.31,28.68
6058,14.88,-9.97
6059,-5.68,1.47
6060,24.12,-13.09
6061,-48.38,-22.37
6062,-11.3,-0.15
6063,34.06,-39.51
6064,-0.38,-1.72
6065,87.38,19.95
6066,-121.36,-42.72
6067,-66.11,-87.55
6068,23.3,69.51
6069,88.17,-629.73
6070,133.88,-63.57
6071,-3.2,-15.39
6072,11.61,1.28
6073,7.26,-9.43
6074,56.47,11.44
6076,50.73,-0.66
6075,213.03,101.86
6077,46.42,-2.0
6078,41.9,-12.06
6079,22.01,-2.2
6080,26.92,-13.19
6081,-1.53,1.58
6082,-9.01,-12.71
6083,1.63,-5.9
6084,23.23,-8.77
6085,-7.55,-17.23
6086,125.7,24.78
6087,7.75,-4.24
6088,-20.56,-70.49
6089,-11.39,-77.14
6090,-3.02,-4.35
6091,14.52,-4.51
6092,-0.79,-0.3
6093,-7.68,-1.21
6094,25.59,-38.16
6095,-2.21,14.97
6096,-27.05,-33.8
6097,174.4,-679.14
7828,282.02,-186.21
6098,5.26,10.67
6099,-8.47,-7.29
6100,51.46,-100.42
6101,5.96,-4.05
6102,-238.15,227.51
6103,11.82,-28.34
6104,-32.8,-3.44
6105,-5.26,9.74
6106,3.96,6.95
6107,-46.17,-33.02
6108,-5.54,-37.51
6110,55.47,-12.5
6109,-3.12,-0.24
6111,5.35,-13.34
6112,-5.81,14.51
6113,5.14,2.22
6114,12.55,-10.51
6115,23.57,-27.88
6116,76.08,5.4
6117,25.21,7.23
6118,19.56,-9.43
6119,11.06,8.64
6120,11.92,-1.58
6121,-15.82,-29.71
6122,73.98,9.68
6123,-5.27,-7.37
6124,45.16,5.09
6125,100.97,30.74
6126,10.07,-3.02
6127,-1.7,-13.19
6128,-8.68,-20.89
6129,0.26,-5.31
6130,431.21,-250.17
6131,38.0,-7.21
6132,0.0,0.0
6133,28.69,-17.75
6134,190.05,-23.5
6135,8.29,12.44
6136,229.74,201.82
6137,2.05,5.24
6138,72.0,5.34
6139,37.07,-8.96
6140,-8.67,-11.34
6141,26.0,18.73
6142,-10.25,-5.72
6143,-2.65,-27.68
6144,-1.65,-30.29
6145,-16.05,-7.36
6146,6.41,-44.38
6147,3.96,-7.55
6148,-8.87,-9.04
6149,-7.75,-1.7
6151,99.05,66.76
6150,14.58,17.63
6152,18.68,11.34
6153,0.01,-0.08
6154,-10.72,0.11
6156,1.29,-0.68
6155,99.12,85.13
6157,98.17,50.75
6158,-95.89,-49.12
6159,-230.33,-458.99
6160,-1.85,-10.39
6161,129.26,24.08
6162,-0.01,4.72
6163,7.13,-2.35
6164,58.92,-15.2
6165,50.24,-16.42
6166,-6.42,1.48
6167,45.56,2.31
6168,7.31,7.98
6169,2.19,-10.42
6170,-0.91,-1.52
6171,-0.52,-1.17
6172,-10.8,-4.76
6173,-1.98,-5.21
6174,-5.14,-1.21
6175,-65.59,4.84
6176,-13.84,-30.53
6177,67.44,-241.19
6178,-46.18,-30.61
6179,-3.04,-2.22
6180,-3.99,0.11
6181,-5.49,-4.14
6182,32.24,46.47
6183,66.47,30.92
6184,39.78,6.0
6185,-4.65,-1.45
6186,25.48,7.99
6187,-74.14,-60.37
6188,139.56,-17.36
6189,-2.43,-0.95
6190,23.86,-2.48
6191,-0.34,-4.6
6192,188.35,-133.13
6193,26.21,-11.62
6194,-1.3,-9.35
6195,-14.2,35.46
6196,71.35,11.89
6197,-22.55,-122.6
6224,29.48,0.06
6198,-22.17,7.0
6199,-27.27,-0.37
6200,43.74,17.19
6201,59.27,-27.05
6202,5.67,11.56
6203,9.79,-3.96
6204,27.02,5.87
6205,-5.25,-7.62
6206,-4.97,51.21
6207,-10.02,-12.47
6208,25.52,5.57
6209,67.45,-17.75
6210,10.88,-30.14
6211,65.98,38.27
6212,20.16,-9.7
6213,-3.56,0.57
6214,-12.36,-39.95
6215,4.27,-15.35
6217,117.77,29.67
6216,26.38,-4.26
6218,-5.13,19.13
6219,24.47,5.48
6220,8.31,2.23
6221,12.11,119.69
6222,10.68,-43.03
6223,43.78,-25.09
6225,27.82,-9.92
6226,5.35,-13.91
6227,14.13,-31.02
6228,-12.31,3.35
6229,-1.71,-1.71
6230,18.48,13.18
6231,-1.98,-1.37
6232,138.11,106.43
6233,-4.27,-67.62
6234,61.23,-95.9
6235,45.51,37.31
6236,20.65,-10.57
6237,27.81,-75.9
6238,10.28,-18.19
6239,325.04,179.72
6240,-100.79,-141.08
6241,11.91,-58.11
6242,-1.31,-2.19
6243,-2.51,3.06
6244,66.84,33.55
6245,-0.14,-0.76
6246,12.59,-10.63
6272,-50.54,-75.93
6247,16.97,-7.53
6248,14.38,-14.23
6249,-7.52,-4.95
6250,-2.23,-2.36
6251,-151.9,-85.81
6252,1.51,-27.74
6253,58.35,-2.93
6254,156.55,60.48
6255,40.6,-17.51
6256,-20.28,2.21
6258,40.35,-13.59
6257,-9.92,-14.59
6259,12.33,12.42
6260,25.61,-9.02
6261,-18.46,89.47
6263,-14.37,-11.38
6262,86.17,50.08
6264,95.13,50.07
6265,-19.06,-7.17
6266,-0.82,-9.0
6267,28.5,-3.92
6268,-48.56,-45.03
6269,3.5,-5.69
6270,4.7,-6.16
6271,174.56,88.85
6273,166.52,-228.27
6274,98.45,50.32
6275,-31.76,-56.07
6276,110.69,-138.85
6277,18.96,2.15
6278,15.63,-48.23
6279,-4.3,1.42
6280,1.7,-7.29
6281,-31.22,39.02
6282,24.5,15.79
6283,-1.93,4.32
6284,-13.58,3.01
6285,-92.71,-82.43
6286,0.4,-16.58
6287,5.9,-4.42
6288,39.97,7.17
6290,-294.33,436.43
6289,49.07,-8.94
6291,-37.88,-5.48
6292,-37.74,4.39
6293,-47.96,-36.54
6294,-5.74,-2.12
6295,49.31,-28.48
6296,-9.9,6.43
6297,10.18,-8.05
6298,112.03,-63.21
6299,28.17,-17.49
6300,22.81,-10.3
6301,0.22,-2.89
6302,40.41,7.99
6303,46.89,-10.92
6304,-42.96,20.29
6305,93.23,8.06
6306,288.82,-103.51
6307,-8.72,14.58
6308,107.91,-105.22
6309,277.69,17.65
6310,11.84,-6.8
6311,2.84,-15.42
6312,59.68,-23.53
6313,39.01,-29.32
6314,-5.62,-4.01
6315,28.53,-75.19
6316,-21.21,-21.52
6317,-6.32,-1.13
6318,-17.81,-25.87
6319,-0.21,-8.98
6320,9.56,0.57
6321,23.58,22.86
6322,-35.8,-93.56
6325,6.83,7.17
6326,8.01,11.25
6327,6.15,5.09
6328,28.05,6.75
6329,10.64,-8.96
6330,7.0,-11.05
6331,24.9,-35.52
6332,-6.18,-0.57
6333,39.06,39.81
6334,60.89,0.11
6335,15.73,10.79
