hip,ra,dec,plx,e_plx,pmra,pmdec,b_v,vmag,btmag,vtmag
5843,18.75189809,-55.63260893,2.84,0.73,12.23,0.1,1.626,7.61,9.725,7.808
5844,18.75234809,-60.11529279,5.54,1.17,-12.55,10.8,0.3,8.57,8.932,8.634
5845,18.75246749,-3.78093737,15.12,1.05,-26.44,-18.26,0.629,9.12,9.835,9.155
5846,18.754563,65.59940658,-0.6,2.04,-0.37,-1.86,1.38,10.89,12.556,10.906
5847,18.7550098,-18.17892199,3.23,1.26,22.21,14.02,1.001,8.13,9.401,8.234
5848,18.75548735,3.90618889,4.81,2.01,46.42,-12.88,0.499,10.24,10.821,10.221
5849,18.75664898,34.88474998,2.77,1.2,19.38,11.22,1.044,8.18,9.503,8.281
5850,18.75875392,30.23739495,2.94,1.25,5.82,-5.57,0.874,9.24,10.355,9.355
5851,18.7616387,67.2367255,3.71,1.51,17.7,-12.52,0.481,10.13,10.689,10.177
5852,18.76425107,34.26754345,9.14,1.88,-147.17,-63.48,0.661,8.74,9.595,8.875
5853,18.76577989,-19.68610645,15.19,1.43,26.73,-18.05,0.655,9.34,10.209,9.479
5854,18.76873137,13.06589172,3.02,1.32,41.73,1.43,1.281,9.56,11.144,9.62
5855,18.77270889,8.77090614,3.96,2.0,85.17,-176.99,0.856,9.84,10.905,9.93
5856,18.78049186,14.66043081,5.6,1.24,27.51,-11.94,0.457,9.0,9.521,9.049
5857,18.78335468,-22.89947801,5.79,1.84,45.83,3.47,0.905,8.3,9.431,8.414
5858,18.7861889,-22.90271623,-5.34,12.81,61.48,-4.24,0.741,10.72,11.422,10.6
5859,18.79192911,-15.15015519,3.58,1.67,24.43,-16.71,1.132,8.56,10.016,8.682
5860,18.79230479,-54.09657062,3.34,1.16,-14.88,-0.49,1.068,9.33,10.67,9.418
5861,18.79321394,-44.62143273,6.8,0.92,44.46,-27.31,0.494,8.38,8.965,8.436
5862,18.79403213,-45.53209717,66.43,0.64,664.47,178.12,0.571,4.97,5.656,5.03
5863,18.79405663,60.86345258,2.8,1.11,-0.3,-1.77,0.14,8.86,9.004,8.847
5865,18.80064674,69.61536,3.46,0.82,11.16,-16.09,0.243,8.54,8.825,8.57
5864,18.80093417,38.81970379,4.8,1.38,-0.76,-1.64,0.46,9.02,9.553,9.082
5866,18.80992087,-22.29674346,3.51,1.17,1.64,26.43,0.911,8.06,9.209,8.184
5867,18.81520536,22.87051507,8.28,1.07,44.31,76.55,0.532,8.61,9.255,8.686
5868,18.81571519,-58.03100907,0.75,0.93,33.64,-1.43,1.5,8.6,10.594,8.829
5869,18.82782559,-28.25535868,4.88,1.29,-21.75,-11.88,0.947,9.41,10.682,9.497
5870,18.83852907,10.67320425,-3.41,3.02,16.33,-2.87,1.382,11.66,,
5871,18.84067805,-21.72934684,1.03,1.19,-43.44,-30.67,1.073,8.01,9.412,8.142
5872,18.84341157,-62.10890922,6.06,0.7,25.0,17.86,1.186,7.85,9.4,7.997
5873,18.84860061,-63.14764405,1.93,0.74,19.7,6.16,1.459,8.16,10.074,8.324
5874,18.85737521,38.48655028,3.76,2.8,39.48,-9.58,0.897,8.23,9.416,8.386
5875,18.86355276,-23.95265434,2.16,1.05,-6.27,-4.85,0.939,8.36,9.533,8.449
5876,18.86515481,51.74113208,4.5,1.03,11.08,-7.29,1.07,7.56,8.934,7.679
5877,18.86709863,-25.815058,-0.64,5.15,6.77,-4.98,0.478,10.99,11.763,11.145
5878,18.86787059,20.41460568,3.39,0.75,-17.58,-25.79,0.086,6.99,7.076,6.988
5879,18.87425328,-57.25013997,3.68,0.92,56.5,3.1,1.192,8.72,10.269,8.858
5880,18.87832014,81.47973601,-0.03,0.97,1.39,0.8,0.009,9.93,9.908,9.978
5881,18.88025814,37.74350026,16.9,1.24,-10.28,-40.85,0.671,8.87,9.671,8.939
5882,18.88265464,60.51900718,2.71,0.98,54.66,-15.92,1.205,7.91,9.491,8.064
5883,18.88529031,31.52408988,2.62,1.07,5.12,14.42,0.951,8.77,9.982,8.88
5884,18.88918118,6.9561751,2.02,1.08,8.89,-0.01,1.542,7.67,9.699,7.844
5885,18.89111696,-34.03100538,9.38,1.24,-12.34,-6.67,0.566,9.45,10.103,9.493
5886,18.89843609,0.91244873,7.47,0.95,41.58,2.68,0.129,6.71,6.858,6.724
5887,18.90073646,57.15811699,2.45,1.25,15.76,-8.52,0.013,8.8,8.802,8.793
5888,18.90467854,8.76792635,4.19,1.43,9.8,1.02,0.947,8.14,9.371,8.275
5889,18.91654174,-78.38155623,8.31,0.78,51.1,30.02,0.67,8.81,9.621,8.891
5890,18.91997928,59.29212326,2.53,1.41,9.62,-2.75,0.16,8.52,8.697,8.564
5891,18.92175727,34.72592248,16.95,1.18,-56.42,-23.87,0.781,7.63,8.609,7.734
5892,18.9268704,-18.41613386,9.73,1.5,-23.72,-42.68,0.614,8.49,9.243,8.602
5893,18.92768467,-32.64426505,3.59,1.46,20.01,-4.69,0.519,9.83,10.424,9.847
5894,18.93500072,50.87195637,2.05,1.44,-0.73,-11.11,0.616,8.71,9.425,8.76
5895,18.93728992,-53.71573852,20.84,0.88,115.03,25.77,0.646,8.25,9.033,8.315
5897,18.93936814,-39.95287944,3.85,1.08,42.48,11.41,0.428,8.27,8.753,8.316
5896,18.93956391,-68.87623708,48.94,0.53,411.11,127.43,0.48,4.25,,8.439
5898,18.94491363,9.78479221,17.75,1.11,-75.14,30.41,0.466,7.16,7.688,7.235
5899,18.94579057,-9.78722623,5.31,1.03,31.36,4.21,0.166,8.33,8.533,8.34
5900,18.94812823,-17.38458486,8.4,1.87,20.39,-0.83,0.445,8.71,9.243,8.76
5901,18.94960175,29.0602677,2.1,1.65,-4.9,-5.71,1.585,9.83,11.934,10.066
5902,18.9530889,43.14541843,1.3,1.08,-5.47,-3.02,0.057,8.88,8.912,8.855
5903,18.95537797,71.11193857,3.88,0.86,10.63,-21.88,0.313,8.24,8.577,8.247
5904,18.96269556,57.81212371,1.12,2.03,3.09,-3.61,0.274,9.34,9.417,9.345
5905,18.97149819,-73.51387794,2.34,1.38,9.84,-2.14,0.38,10.84,11.238,10.753
5906,18.97173139,20.50229336,7.96,0.79,84.19,-33.79,1.013,7.24,8.524,7.342
5907,18.97378555,-23.97314884,9.94,0.84,-26.61,1.63,0.312,7.15,7.501,7.172
5908,18.98071653,70.10827523,4.84,0.88,0.49,3.09,0.33,8.89,9.258,8.91
5909,18.98325134,16.19009821,4.23,0.88,49.88,-20.14,0.121,7.71,7.841,7.716
5910,18.99841286,-75.96417412,6.23,0.67,36.02,30.31,0.294,8.63,8.956,8.647
5911,19.01483526,32.33415068,3.98,1.32,-0.68,-6.45,0.266,9.25,9.575,9.295
5912,19.01590705,49.89627605,2.43,1.14,10.91,-5.74,1.601,7.45,9.593,7.664
5913,19.0186531,61.90758398,16.95,0.78,-58.25,-57.06,0.417,7.32,7.793,7.366
5914,19.02097333,25.76936042,3.09,0.83,-5.78,-1.11,2.608,6.76,10.37,7.058
5915,19.0217981,-19.80400911,8.88,1.23,50.2,-6.0,0.455,8.86,9.389,8.892
5916,19.02835218,-34.1487932,3.17,0.91,19.36,-6.3,0.193,8.4,8.652,8.397
5917,19.03085689,-46.83591383,2.5,1.6,-17.75,-25.35,1.322,9.04,10.773,9.197
5918,19.03495841,-6.54707017,4.77,1.46,93.03,17.05,1.248,9.62,10.812,9.706
5919,19.03537287,-4.9508137,2.17,1.02,1.92,-19.2,1.289,8.34,10.03,8.496
5920,19.03644505,11.46723384,3.23,1.29,3.22,-7.3,0.567,9.42,10.071,9.463
5921,19.04342839,-31.39251582,0.7,1.18,-8.57,-11.72,1.009,8.7,9.963,8.808
5922,19.04480102,13.73546423,0.05,1.32,-0.53,-18.17,1.42,8.58,10.415,8.702
5923,19.04493072,35.23129977,2.12,1.22,-5.36,-7.32,0.947,8.29,9.46,8.364
5924,19.04602146,-21.48285708,-0.49,1.18,20.49,1.78,1.323,9.14,10.827,9.249
5925,19.04956035,17.63461477,4.43,0.95,58.15,-12.56,1.4,8.24,10.083,8.404
5926,19.04959061,71.74384538,0.22,0.59,-1.59,-1.18,2.042,5.87,8.424,6.133
5927,19.05036531,-42.00966444,5.18,0.71,-55.92,-21.29,1.189,6.58,8.131,6.713
5929,19.0516668,66.13049944,4.62,1.38,46.41,-7.75,0.379,8.59,9.052,8.651
22004,70.9547794,15.83142637,3.75,2.09,2.13,-40.26,0.653,10.58,,
5928,19.05251889,87.14554531,10.01,0.54,49.99,-20.22,1.114,6.2,7.622,6.311
5930,19.05588188,16.82773048,2.96,0.87,-41.48,-49.11,1.57,7.68,9.717,7.861
5931,19.06509254,22.10414374,6.2,1.4,22.47,1.41,0.463,9.99,10.514,10.022
5932,19.06712973,16.16662426,11.18,0.94,85.21,-31.32,0.495,7.93,8.473,7.963
5934,19.06984071,55.27890904,1.44,1.17,-5.56,-1.76,1.734,7.93,10.16,8.112
5933,19.070581,-7.14891397,5.31,2.72,-0.76,-33.16,0.728,9.03,9.827,9.022
5935,19.07598894,-42.4799713,7.85,1.11,31.44,36.06,0.502,8.65,9.218,8.693
5936,19.07875996,33.11480731,10.36,0.94,27.97,-35.89,1.163,6.04,7.548,6.174
5937,19.08729644,-32.71662814,6.04,1.15,36.33,-23.03,0.536,8.94,9.571,9.005
5938,19.10048066,-12.09698844,37.71,1.14,134.18,-4.61,0.753,7.55,8.499,7.64
5939,19.10202255,48.08225579,4.02,0.78,8.25,-4.25,-0.04,6.61,6.554,6.608
5940,19.10581631,-29.21281611,3.84,1.47,47.49,-16.73,0.615,9.65,10.324,9.66
5941,19.11425351,40.88525262,1.78,1.24,6.9,-6.59,0.04,8.5,8.529,8.491
5942,19.1157389,23.58948149,6.2,0.79,-12.62,-9.34,0.046,6.69,6.744,6.688
5943,19.12042232,-67.43109197,16.79,0.57,130.54,24.36,0.378,6.91,7.352,6.956
5944,19.12226076,42.93949385,42.3,0.75,-112.45,-30.49,0.594,6.59,7.303,6.664
5945,19.12443403,-4.862088,13.46,0.98,-15.98,-10.11,0.512,8.0,8.612,8.066
5946,19.12567606,-16.62259421,1.69,1.44,0.37,-6.36,1.349,8.97,10.668,9.057
5947,19.12932621,79.90986944,13.84,0.52,-48.26,59.0,0.44,6.27,6.764,6.312
5948,19.13847782,23.54633256,3.97,1.02,21.52,5.36,1.359,8.27,10.034,8.411
5949,19.14977784,2.73492707,11.19,1.21,63.03,-26.53,0.375,7.56,7.967,7.597
5950,19.15102163,74.02682372,1.07,0.61,-2.44,-3.0,0.056,7.07,7.112,7.057
5952,19.15116542,18.52261574,16.08,1.3,282.14,19.71,0.61,8.47,9.187,8.542
5951,19.15144476,-2.5002128,12.74,0.72,-100.62,-63.95,0.888,5.42,6.542,5.524
5953,19.1520414,-87.34044714,1.69,0.67,7.99,-5.16,1.614,7.93,10.071,8.126
5954,19.15794158,17.88524038,3.96,0.98,23.12,-0.82,0.207,8.8,9.086,8.869
5955,19.15863708,-39.70875905,5.85,1.84,-5.88,24.78,0.769,10.38,11.311,10.452
5956,19.15909268,-1.63142257,1.51,1.49,46.45,-42.92,0.511,9.98,10.585,10.04
5957,19.16283929,25.33172767,44.03,1.59,428.29,-104.09,1.353,10.1,11.838,10.199
5958,19.16342555,-2.6863718,1.83,0.96,3.04,3.84,1.049,8.44,9.781,8.553
5959,19.16386119,-25.67409339,1.42,1.32,32.0,-9.29,1.183,8.72,10.255,8.844
5960,19.16680316,-38.11975436,0.42,0.79,9.67,2.7,1.416,7.88,9.734,8.038
5961,19.17426689,-1.26146561,3.11,1.55,25.26,-9.76,0.4,8.37,9.663,8.566
5962,19.17533225,-41.18045453,4.81,0.82,17.12,5.83,1.101,7.41,8.824,7.529
5963,19.17573837,26.44844936,11.72,1.34,238.73,25.6,0.662,9.62,10.418,9.679
5966,19.1778741,36.30802209,7.65,1.07,14.96,-10.63,0.421,7.79,8.282,7.836
5965,19.17798182,24.50233629,20.47,1.68,-58.8,-201.42,1.022,9.97,11.274,10.08
5964,19.17819849,-81.54089529,0.86,0.65,12.77,1.83,1.131,7.91,9.369,8.036
5967,19.17999502,-20.10613112,8.12,1.13,-77.83,16.47,0.551,8.77,9.399,8.827
5968,19.18059504,-18.15365764,10.52,1.23,-87.47,-46.07,0.697,9.11,9.972,9.187
5969,19.18529927,5.05565535,3.7,1.3,6.06,-11.24,1.481,7.86,9.782,8.004
5970,19.18547637,44.67133148,20.57,3.96,211.94,-98.7,,11.97,,
5971,19.18634641,-0.45226048,5.03,1.77,71.77,19.38,0.574,10.6,11.292,10.793
5972,19.19221028,-41.87167892,2.02,1.08,13.83,-14.5,1.476,8.66,10.615,8.843
5973,19.19543469,-11.97518189,8.81,1.6,-27.98,-20.37,0.69,9.75,10.677,9.901
5974,19.1960456,-31.40808055,4.12,1.23,26.76,-14.88,1.111,8.7,10.109,8.817
5975,19.19678652,-21.81142093,1.24,1.13,7.7,15.66,0.428,8.88,9.357,8.918
5976,19.19926347,75.20062062,2.53,0.77,24.57,-1.77,1.439,8.5,10.484,8.794
5977,19.20972157,21.05204582,16.53,0.82,73.08,-77.23,0.415,7.03,7.517,7.078
5978,19.21636516,-44.03574842,2.96,1.38,57.49,-10.04,1.07,9.53,10.893,9.638
5979,19.22700616,-65.96744826,2.72,0.74,19.56,-11.72,1.474,8.23,10.145,8.412
5980,19.22945505,6.81165232,15.87,1.32,84.84,19.23,0.712,8.98,9.889,9.105
5981,19.23491359,38.46380501,10.94,11.46,6.27,-22.61,0.426,10.24,10.648,10.196
5982,19.23783168,38.46077848,4.85,2.23,6.15,-12.23,0.967,7.92,9.154,8.031
5984,19.23895011,53.7577967,1.39,1.79,1.17,-8.16,0.42,9.22,10.406,9.18
5983,19.24312806,53.76821759,4.97,1.45,-4.14,-12.7,0.399,8.63,9.09,8.677
5985,19.24522939,-2.278818,33.68,0.77,259.08,-140.7,0.563,6.52,7.207,6.595
5986,19.24571553,32.49224575,2.09,1.42,-3.62,1.21,0.294,9.55,9.854,9.544
5987,19.2492797,-17.08673184,5.23,1.12,-29.73,-33.08,0.411,8.3,8.769,8.345
5988,19.25327093,-42.53267883,4.21,0.82,48.22,-22.79,-0.093,7.87,7.743,7.844
5989,19.2558593,31.75260702,4.08,1.02,13.62,-10.36,0.194,8.21,8.425,8.237
5990,19.26371676,-30.91769528,9.46,1.18,56.16,-10.24,0.494,8.76,9.338,8.809
5991,19.2647076,27.98462397,7.34,0.99,13.54,-12.88,0.185,8.26,8.475,8.282
6022,19.34459814,-5.63250837,20.42,0.97,159.04,-18.11,0.556,7.88,8.547,7.933
5992,19.26533831,-66.39789075,9.69,0.59,53.04,15.04,0.052,6.23,6.282,6.202
5994,19.27102321,29.99263528,9.11,0.93,51.68,21.01,0.501,7.84,8.409,7.888
5993,19.27105871,44.90209025,5.53,0.81,11.75,-40.32,1.59,6.11,8.219,6.312
5995,19.27142708,7.91380808,2.23,1.4,-1.33,-2.39,0.947,9.18,10.356,9.26
5996,19.27336568,-23.2385639,4.32,2.34,15.19,1.54,0.63,8.85,9.527,8.831
5997,19.27786172,0.29833923,6.3,1.48,-3.11,-39.15,0.424,9.34,9.834,9.385
5998,19.28277957,-24.60981435,4.89,1.72,-14.03,-23.31,0.714,10.48,11.414,10.627
5999,19.28565594,-11.45063341,2.8,1.49,10.45,-37.02,0.526,9.39,9.987,9.425
6000,19.29078992,2.01527123,3.84,0.95,-2.57,6.57,1.019,7.26,8.549,7.359
6001,19.29736293,9.50111503,12.64,2.93,66.01,-32.84,1.098,11.46,,
6002,19.29959504,60.27487577,2.63,2.01,-1.35,1.32,0.224,9.25,9.536,9.285
6003,19.30695055,10.59667439,14.06,1.18,0.26,-4.26,0.533,7.91,8.52,7.964
6004,19.3076931,62.30808518,2.93,1.16,-0.16,0.2,1.472,8.68,10.597,8.831
6006,19.31227547,8.88836496,5.04,1.74,-7.46,-27.93,0.426,9.8,10.35,9.898
6005,19.31392861,-35.71547383,60.61,2.38,90.94,-175.85,1.51,11.31,,
6007,19.3144178,45.59635869,3.88,1.16,-3.25,-14.08,1.303,8.56,10.279,8.727
6008,19.31461024,-13.26331464,41.14,2.69,366.31,21.12,1.447,10.8,,
6009,19.31878869,-37.27692176,6.28,2.48,13.53,28.06,0.443,9.39,9.965,9.51
6010,19.31922765,39.48054928,7.46,0.88,-15.25,-3.45,0.023,6.69,6.718,6.698
6011,19.32454584,-34.66377733,15.96,1.0,-42.58,-28.14,0.542,8.2,8.848,8.256
6012,19.33083158,-15.62789567,10.02,1.91,156.35,38.06,0.661,9.42,10.221,9.541
6013,19.33123456,1.84127914,0.74,1.26,1.11,-8.3,0.8,7.47,9.489,7.702
6014,19.33377295,56.41404206,1.82,1.35,29.15,-2.68,1.66,8.13,10.267,8.362
6016,19.33392026,55.91849756,1.68,1.02,-1.75,-3.7,1.521,7.68,9.678,7.85
6015,19.33421799,-35.38049551,6.3,1.31,-30.3,-72.55,0.78,9.62,10.585,9.712
6018,19.33464867,4.39197773,10.25,1.2,-18.01,-3.86,0.443,8.39,8.881,8.441
6019,19.33465592,-19.02738338,3.77,1.14,-2.8,-13.18,1.1,8.93,10.329,9.035
6017,19.33471442,4.66484517,14.87,1.14,86.06,-17.87,0.472,7.92,8.475,7.973
6020,19.33584661,-51.32550597,5.59,1.26,123.39,-3.93,0.723,9.84,10.74,9.921
6021,19.34134356,-37.27001429,1.5,0.88,-9.83,-4.57,1.406,7.74,9.588,7.89
6023,19.34507203,20.93001796,2.01,1.11,-3.5,0.26,1.244,8.79,10.397,8.92
6024,19.3484055,-61.57902084,13.15,0.85,58.27,-127.67,0.614,8.71,9.474,8.799
6025,19.35059759,31.74460911,11.78,0.84,-44.7,3.32,1.132,6.36,7.825,6.49
6026,19.35713636,-51.96493668,2.76,1.31,18.61,3.53,0.451,9.9,10.393,9.914
6027,19.35953945,57.6320788,1.79,0.81,2.03,0.55,0.047,6.86,6.941,6.895
6028,19.36075584,-14.407923,5.77,1.62,37.56,-29.92,0.52,9.65,10.219,9.671
6029,19.36404296,38.95064884,1.5,2.15,58.97,-35.46,0.25,10.83,11.106,10.843
6030,19.36708502,-60.9270301,0.81,1.09,1.15,1.61,1.555,9.45,11.537,9.706
6031,19.37130387,16.35413353,7.54,1.14,-3.95,-14.58,0.54,8.83,9.444,8.869
6032,19.37158328,-17.5385199,0.49,1.19,-14.95,-31.45,0.974,8.47,9.721,8.589
6033,19.37318925,35.43457125,4.24,1.12,27.04,-5.93,0.142,8.17,8.321,8.173
6034,19.37443631,-39.90013397,5.02,1.02,28.8,-28.45,1.183,8.2,9.728,8.328
6035,19.38044651,52.34436748,2.82,1.37,5.68,-4.31,0.374,9.23,9.629,9.234
6036,19.38741717,14.24274813,3.02,0.91,7.46,-26.45,1.31,7.18,8.918,7.329
6037,19.39106895,-15.50216373,33.18,2.07,279.21,-475.96,1.008,9.75,10.878,9.86
6038,19.39355003,7.15004377,15.39,1.44,26.64,15.5,0.647,9.41,10.183,9.464
6039,19.39579095,-65.21178029,1.47,0.61,27.87,3.1,1.571,6.92,8.99,7.139
6041,19.39788055,-53.14074239,7.31,1.17,-19.44,-26.17,0.529,9.35,9.994,9.434
6040,19.398036,5.88436641,5.72,1.12,67.62,-32.26,1.054,7.66,9.006,7.771
6042,19.39975332,-33.20386965,6.64,1.26,72.17,13.72,0.498,9.4,9.983,9.462
6043,19.40226467,12.29642674,0.83,1.22,3.18,-4.9,1.045,9.21,10.557,9.334
6044,19.40419352,-27.01242292,8.91,1.67,56.94,17.04,0.724,9.3,10.149,9.329
6045,19.40651688,54.95760646,2.01,1.26,12.96,-4.58,0.372,8.94,9.35,8.957
6046,19.42233724,-51.03458402,3.46,0.84,-3.57,-1.36,0.256,8.23,8.56,8.256
6047,19.42404629,44.6319155,3.87,0.83,6.13,-0.68,1.57,6.78,8.82,6.954
6048,19.42647013,-7.65955931,9.75,0.87,20.94,22.35,0.273,6.8,7.13,6.843
6049,19.42734647,1.15179667,5.83,0.97,-3.4,7.21,0.315,8.12,8.496,8.134
6050,19.42780819,13.55749431,2.33,1.13,22.58,-1.19,1.01,8.52,9.811,8.638
6051,19.42799152,-52.33864329,2.24,1.02,23.91,11.08,1.459,8.57,10.469,8.719
6052,19.42844919,-18.74619636,4.25,1.36,32.14,2.82,0.334,9.74,10.107,9.758
6053,19.42889499,-28.19862029,5.31,1.31,-41.43,-15.24,0.573,9.31,10.0,9.381
6054,19.4322987,-46.17233434,7.14,1.01,5.03,-18.29,0.988,8.01,9.286,8.13
6055,19.4383016,22.70369957,3.1,1.21,-4.47,4.33,0.393,8.98,9.417,9.001
6057,19.43855172,56.63163455,7.7,0.77,63.86,-16.65,1.021,6.68,7.979,6.787
6056,19.43876702,-79.4956124,6.86,0.87,52.31,28.68,0.587,9.58,10.288,9.649
6058,19.43999871,49.75385804,5.81,1.44,14.88,-9.97,0.261,8.09,8.387,8.113
6059,19.44028694,41.01362068,3.56,1.12,-5.68,1.47,-0.006,8.7,8.689,8.701
6060,19.44983428,49.00847692,3.21,1.45,24.12,-13.09,,6.99,7.04,6.969
6061,19.4499337,3.61452038,14.83,0.86,-48.38,-22.37,0.071,5.13,5.239,5.153
6062,19.45007763,-32.03162366,2.61,2.61,-11.3,-0.15,0.3,10.25,10.879,10.429
6063,19.45518731,-49.79628527,2.84,1.06,34.06,-39.51,1.15,8.44,9.913,8.555
6064,19.45989827,55.44539521,0.67,0.89,-0.38,-1.72,-0.134,7.4,7.218,7.374
6065,19.46161153,-67.11053215,5.82,0.6,87.38,19.95,1.165,7.28,8.797,7.42
6066,19.4619311,-41.25047794,13.04,2.32,-121.36,-42.72,0.677,9.51,10.305,9.546
6067,19.46606199,-32.0080027,8.61,1.24,-66.11,-87.55,0.598,9.59,10.277,9.623
6068,19.46892548,-36.52965458,10.3,1.02,23.3,69.51,0.471,8.64,9.18,8.68
6069,19.4716633,5.4754696,65.3,14.87,88.17,-629.73,1.478,11.02,,
6070,19.47575286,-41.58806129,7.41,1.34,133.88,-63.57,0.822,9.6,10.61,9.68
6071,19.48578017,27.94788957,9.54,1.24,-3.2,-15.39,0.424,8.84,9.319,8.869
6072,19.48887797,-74.1535,3.07,0.83,11.61,1.28,1.087,8.79,10.152,8.918
6073,19.49055245,47.68075772,2.53,0.94,7.26,-9.43,1.341,7.54,9.296,7.695
6074,19.49327977,-49.34117601,8.51,1.27,56.47,11.44,0.66,9.43,10.234,9.498
6076,19.49645684,-52.10578927,8.32,0.72,50.73,-0.66,0.293,7.4,7.752,7.423
6075,19.49661488,-48.15055596,24.57,4.46,213.03,101.86,1.447,11.54,,
6077,19.49758295,-4.33122964,0.42,8.57,46.42,-2.0,0.748,10.79,11.299,10.468
6078,19.50052841,-4.33616257,2.88,2.54,41.9,-12.06,0.53,9.41,10.066,9.419
6079,19.50282464,-48.60773181,3.99,1.21,22.01,-2.2,0.417,8.83,9.321,8.894
6080,19.50585824,53.91686013,3.96,1.36,26.92,-13.19,0.307,8.14,8.456,8.133
6081,19.51124716,65.29161742,0.88,1.74,-1.53,1.58,0.751,11.05,11.918,11.083
6082,19.51265859,-34.13749003,6.34,0.8,-9.01,-12.71,0.26,7.74,8.047,7.774
6083,19.5245888,49.09917193,2.64,1.17,1.63,-5.9,0.05,8.9,8.971,8.922
6084,19.52988281,61.71791356,1.59,0.91,23.23,-8.77,1.756,7.67,10.013,7.901
6085,19.53696875,26.45101146,5.69,1.04,-7.55,-17.23,0.298,8.07,8.41,8.096
6086,19.53895204,-32.6602134,5.26,1.39,125.7,24.78,0.94,9.53,10.624,9.622
6087,19.54225774,47.41971636,2.13,0.78,7.75,-4.24,1.357,6.29,8.023,6.416
6088,19.54350211,-26.86198447,5.46,1.56,-20.56,-70.49,0.714,9.28,10.127,9.34
6089,19.54700955,-27.60456737,9.14,2.02,-11.39,-77.14,0.661,10.55,11.275,10.628
6090,19.54752178,81.56054611,3.83,0.65,-3.02,-4.35,0.969,7.62,8.841,7.715
6091,19.55133984,23.87643897,0.82,1.07,14.52,-4.51,1.593,8.21,10.344,8.425
6092,19.55284398,64.30511272,0.55,1.58,-0.79,-0.3,0.53,10.34,10.849,10.408
6093,19.55788373,57.80316871,3.73,0.81,-7.68,-1.21,1.589,6.39,8.538,6.665
6094,19.56230158,-39.2123647,1.66,2.12,25.59,-38.16,0.236,11.25,11.254,11.006
6095,19.56287436,-33.13749141,2.08,0.9,-2.21,14.97,0.997,7.67,8.937,7.782
6096,19.56430548,2.55069562,7.11,1.1,-27.05,-33.8,0.321,7.59,7.939,7.628
6097,19.56627324,-12.89818577,45.22,3.65,174.4,-679.14,1.44,11.78,,
6098,19.57011645,-11.52733728,1.59,1.54,5.26,10.67,1.751,9.03,11.269,9.2
6099,19.57780185,67.81643881,5.22,0.63,-8.47,-7.29,0.02,6.68,6.702,6.685
6100,19.57904746,-23.49960297,10.54,1.06,51.46,-100.42,0.807,7.93,8.934,8.007
6101,19.58541709,26.0951346,5.05,1.23,5.96,-4.05,1.183,8.76,10.3,8.9
6102,19.58759387,44.27088388,27.61,1.68,-238.15,227.51,0.927,9.95,11.228,10.146
6103,19.59298963,-23.15755254,6.16,1.77,11.82,-28.34,0.602,10.2,10.982,10.302
6104,19.59419282,-44.1970467,11.01,1.18,-32.8,-3.44,0.448,8.62,9.138,8.67
6105,19.59547574,63.54502151,6.22,1.49,-5.26,9.74,0.223,8.43,8.689,8.455
6106,19.59615941,18.57729854,1.49,0.91,3.96,6.95,1.029,7.78,9.096,7.894
6107,19.59886561,-40.10466692,2.83,0.93,-46.17,-33.02,1.032,8.23,9.548,8.342
6108,19.6057333,-23.01313012,11.41,0.98,-5.54,-37.51,0.264,7.3,7.62,7.34
6110,19.61284025,74.99923906,6.36,0.84,55.47,-12.5,0.449,8.91,9.427,8.95
6109,19.61290159,61.89291945,2.4,1.17,-3.12,-0.24,0.574,8.85,9.51,8.915
6111,19.6133783,-25.18057853,6.09,4.26,5.35,-13.34,0.702,10.8,11.844,11.073
6112,19.61763906,0.97074238,2.28,1.17,-5.81,14.51,0.966,8.94,10.193,9.071
6113,19.6201104,-20.19045832,0.44,0.97,5.14,2.22,1.316,7.76,9.451,7.899
6114,19.62437256,73.38399484,4.04,0.8,12.55,-10.51,0.179,8.02,8.236,8.049
6115,19.62755064,-67.91797716,0.22,1.93,23.57,-27.88,,11.63,,
6116,19.6341616,-28.73296728,9.01,0.94,76.08,5.4,1.027,7.89,9.212,8.018
6117,19.63728856,-36.2590136,3.12,1.02,25.21,7.23,0.349,8.74,9.148,8.774
6118,19.63822459,43.28115673,4.27,0.9,19.56,-9.43,1.574,7.13,9.224,7.329
6119,19.63838197,-30.18332605,3.53,1.23,11.06,8.64,1.254,8.94,10.587,9.076
6120,19.64247639,40.22444235,2.62,1.57,11.92,-1.58,0.132,9.36,9.486,9.349
6121,19.64326576,-19.36521735,5.36,1.03,-15.82,-29.71,0.9,7.98,9.122,8.088
6122,19.6513601,-34.81888797,5.66,1.08,73.98,9.68,0.427,9.12,9.605,9.158
6123,19.65203385,-27.51633385,-0.15,1.72,-5.27,-7.37,1.09,9.65,11.064,9.79
6124,19.65722888,-66.67543619,5.82,0.78,45.16,5.09,0.348,8.64,9.047,8.68
6125,19.65796993,-25.89905383,7.62,1.26,100.97,30.74,0.797,8.72,9.705,8.811
6126,19.66153194,-33.18900836,0.18,1.16,10.07,-3.02,1.424,9.09,10.979,9.273
6127,19.66520212,33.75703748,3.16,1.32,-1.7,-13.19,0.224,7.61,7.867,7.632
6128,19.66830653,29.82307462,6.01,1.11,-8.68,-20.89,0.389,8.91,9.322,8.91
6129,19.66838408,50.43416802,1.15,1.65,0.26,-5.31,0.135,9.36,9.525,9.385
6130,19.67019999,-0.86695851,36.16,1.0,431.21,-250.17,0.78,8.0,9.015,8.09
