hip,ra,dec,plx,e_plx,pmra,pmdec,b_v,vmag,btmag,vtmag
6131,19.67377458,-22.27332758,-0.27,1.82,38.0,-7.21,0.49,10.5,11.04,10.647
6132,,,,,,,,11.14,,
6133,19.6758067,72.8779585,4.14,0.7,28.69,-17.75,1.201,6.99,8.527,7.105
6134,19.67698091,9.97422191,12.54,1.67,190.05,-23.5,0.693,10.24,11.177,10.271
6135,19.67781263,-13.39686286,3.54,1.21,8.29,12.44,1.293,7.76,9.427,7.887
6136,19.68393503,-26.50239036,16.36,2.34,229.74,201.82,0.796,8.32,8.979,8.132
6137,19.68400376,-43.33292904,1.78,0.81,2.05,5.24,1.491,6.78,8.735,6.944
6138,19.68500722,-26.17342196,7.09,1.69,72.0,5.34,0.622,9.81,10.592,9.96
6139,19.69139722,72.40145519,5.4,0.66,37.07,-8.96,1.207,6.87,8.435,7.005
6140,19.69589864,37.38630238,7.15,1.31,-8.67,-11.34,0.233,6.44,6.714,6.443
6141,19.71208619,-46.15204602,4.26,1.28,26.0,18.73,0.44,9.09,9.614,9.13
6142,19.71826569,4.65379772,6.3,1.59,-10.25,-5.72,0.165,7.6,7.815,7.638
6143,19.71928399,15.49665642,8.41,1.26,-2.65,-27.68,0.502,9.07,9.664,9.129
6144,19.72147053,39.9633407,6.76,1.1,-1.65,-30.29,1.061,7.46,8.829,7.586
6145,19.72566818,33.5158247,3.78,0.95,-16.05,-7.36,0.347,7.6,7.974,7.624
6146,19.72678063,-6.29434916,3.76,1.47,6.41,-44.38,0.951,9.46,10.662,9.56
6147,19.72767374,-44.93689236,1.42,1.22,3.96,-7.55,1.093,8.92,10.32,9.036
6148,19.73267218,-54.91406643,2.74,0.99,-8.87,-9.04,1.2,9.17,10.723,9.302
6149,19.73463521,53.77442484,0.49,1.37,-7.75,-1.7,0.101,9.15,9.256,9.152
6151,19.73488176,-29.95931501,5.85,1.39,99.05,66.76,0.75,9.41,10.233,9.41
6150,19.73497731,-7.70492365,3.12,0.93,14.58,17.63,1.071,8.34,9.71,8.454
6152,19.73697095,22.40940765,3.54,1.2,18.68,11.34,1.183,8.87,10.4,9.001
6153,19.73798852,55.55674934,0.44,1.42,0.01,-0.08,0.067,9.13,9.199,9.132
6154,19.73932781,7.43041482,2.9,1.11,-10.72,0.11,1.102,8.01,9.394,8.098
6156,19.73957467,66.1577797,3.48,2.3,1.29,-0.68,0.408,8.36,8.69,8.258
6155,19.73973472,-71.11571415,9.24,0.74,99.12,85.13,0.52,8.22,8.834,8.269
6157,19.74176946,-29.18838055,7.81,1.18,98.17,50.75,0.635,8.93,9.706,9.022
6158,19.74228745,-10.97416042,11.2,1.05,-95.89,-49.12,0.716,8.2,9.078,8.289
6159,19.75050653,-8.93837901,14.91,1.23,-230.33,-458.99,0.596,8.9,9.581,8.967
6160,19.75331477,28.98694775,3.31,1.41,-1.85,-10.39,1.059,8.5,9.85,8.609
6161,19.75570086,-77.03082906,13.64,0.62,129.26,24.08,0.556,7.87,8.529,7.949
6162,19.76308208,45.70586519,3.38,0.92,-0.01,4.72,1.61,7.17,9.29,7.349
6163,19.76665894,24.60619001,4.71,1.27,7.13,-2.35,0.264,9.28,9.556,9.278
6164,19.76687842,-14.84418717,7.8,1.49,58.92,-15.2,0.427,9.45,9.933,9.475
6165,19.77315054,-53.85049248,11.6,0.96,50.24,-16.42,0.543,8.88,9.503,8.925
6166,19.77454437,70.2684367,1.84,1.06,-6.42,1.48,0.244,9.58,9.851,9.595
6167,19.77948365,80.86179406,6.46,0.83,45.56,2.31,0.385,7.22,7.714,7.32
6168,19.78433241,-48.15602135,3.73,1.22,7.31,7.98,1.15,8.9,10.384,9.026
6169,19.78456316,-46.6292989,8.67,1.19,2.19,-10.42,0.46,8.76,9.279,8.806
6170,19.78573525,58.23763098,-1.61,1.76,-0.91,-1.52,0.348,9.7,10.033,9.801
6171,19.78772777,58.2905646,2.02,3.5,-0.52,-1.17,0.28,10.69,10.741,10.551
6172,19.78856209,-9.37894994,1.67,1.14,-10.8,-4.76,1.011,8.66,9.911,8.732
6173,19.79298677,67.80502717,0.97,1.16,-1.98,-5.21,0.497,9.12,9.674,9.144
6174,19.79312995,62.3967745,-0.04,1.82,-5.14,-1.21,0.521,10.17,10.903,10.346
6175,19.79568491,76.79659669,5.07,0.64,-65.59,4.84,1.241,7.29,8.883,7.41
6176,19.80882614,35.7790219,5.88,1.53,-13.84,-30.53,0.579,9.98,10.654,10.032
6177,19.81170328,-43.62925166,31.1,1.37,67.44,-241.19,0.876,8.69,9.846,8.812
6178,19.81679495,61.69397498,12.93,1.03,-46.18,-30.61,0.456,8.42,8.922,8.452
6179,19.81734671,-40.00173466,3.11,1.15,-3.04,-2.22,0.989,8.95,10.205,9.054
6180,19.82232277,50.80431683,-1.09,1.59,-3.99,0.11,0.024,9.74,9.769,9.748
6181,19.82677375,59.04664013,0.15,1.2,-5.49,-4.14,0.129,8.72,8.867,8.733
6182,19.82745223,-34.49061987,10.36,1.6,32.24,46.47,0.485,7.84,8.471,7.956
6183,19.83485015,-53.63644148,4.14,0.7,66.47,30.92,1.446,7.31,9.205,7.472
6184,19.83675088,-76.14903071,9.38,0.56,39.78,6.0,0.507,7.57,8.189,7.648
6185,19.83807092,48.9580967,3.08,1.9,-4.65,-1.45,0.084,9.23,9.355,9.269
6186,19.84406138,-23.10768631,2.4,1.5,25.48,7.99,0.311,9.17,9.534,9.21
6187,19.85075483,18.13791621,7.88,0.87,-74.14,-60.37,1.021,7.65,8.98,7.758
6188,19.85090038,3.28973359,4.93,0.99,139.56,-17.36,1.154,7.48,8.952,7.589
6189,19.85228512,57.27402139,2.37,0.86,-2.43,-0.95,0.072,7.61,7.69,7.617
6190,19.85297074,14.79304922,2.7,1.11,23.86,-2.48,1.07,8.4,9.774,8.527
6191,19.85690885,56.32918126,3.59,1.32,-0.34,-4.6,1.435,8.44,10.382,8.696
6192,19.86024692,24.40347401,15.28,1.1,188.35,-133.13,0.587,8.52,9.211,8.58
6193,19.86657455,27.26408682,10.49,0.77,26.21,-11.62,0.032,4.74,4.813,4.757
6194,19.8676647,20.86862489,3.74,1.14,-1.3,-9.35,0.33,8.8,9.194,8.846
6195,19.86800589,8.39628969,5.38,1.03,-14.2,35.46,0.953,7.9,9.106,8.001
6196,19.8695077,-66.79803285,6.07,0.9,71.35,11.89,0.685,9.16,9.998,9.228
6197,19.87115849,-24.95091069,18.88,1.15,-22.55,-122.6,0.701,8.41,9.253,8.477
6198,19.87232349,80.89419624,6.22,0.53,-22.17,7.0,0.022,6.7,6.715,6.696
6199,19.87879657,-10.67648447,6.58,1.56,-27.27,-0.37,0.545,9.56,10.192,9.609
6200,19.87930753,-48.29467461,5.53,1.12,43.74,17.19,0.333,8.79,9.165,8.821
6201,19.88031319,-38.96130126,8.41,1.26,59.27,-27.05,0.651,9.28,10.059,9.335
6202,19.88194176,-0.58905625,-1.22,1.69,5.67,11.56,0.497,9.6,10.247,9.717
6203,19.88262144,-4.90993122,0.09,1.06,9.79,-3.96,0.968,8.36,9.592,8.468
6204,19.88284623,34.4958051,5.59,1.1,27.02,5.87,0.346,8.72,9.093,8.728
6205,19.88723279,7.49076445,2.45,1.2,-5.25,-7.62,0.934,8.42,9.593,8.513
6206,19.88915049,-39.36272349,25.59,0.94,-4.97,51.21,0.622,7.65,8.411,7.732
6207,19.89144175,-47.29229544,2.2,0.85,-10.02,-12.47,1.64,7.48,9.581,7.697
6208,19.89771659,34.75282831,3.34,1.06,25.52,5.57,1.503,7.53,9.481,7.676
6209,19.89980174,32.2949393,8.52,1.29,67.45,-17.75,0.465,8.59,9.157,8.663
6210,19.9025484,-39.19005589,1.49,1.25,10.88,-30.14,1.147,8.69,10.159,8.805
6211,19.90456621,-5.325356,8.68,1.17,65.98,38.27,0.564,8.4,9.091,8.47
6212,19.91474526,10.95769977,11.27,1.04,20.16,-9.7,0.43,8.57,9.101,8.645
6213,19.91654445,-56.61635047,0.82,1.08,-3.56,0.57,1.107,9.3,10.755,9.453
6214,19.91892091,-42.56689083,7.38,1.39,-12.36,-39.95,0.582,9.7,10.371,9.74
6215,19.92181083,-28.86193873,0.27,1.29,4.27,-15.35,1.073,9.06,10.427,9.168
6217,19.92824181,0.10571296,7.46,1.46,117.77,29.67,0.754,8.97,9.906,9.067
6216,19.92830559,12.14580704,8.57,1.08,26.38,-4.26,0.432,8.07,8.573,8.102
6218,19.92888065,-71.80282291,3.22,0.83,-5.13,19.13,0.95,8.76,9.952,8.884
6219,19.9321207,21.27358235,3.11,1.4,24.47,5.48,1.061,9.02,10.397,9.153
6220,19.93615018,6.1618914,2.85,1.12,8.31,2.23,1.563,7.82,9.903,8.062
6221,19.93874208,-68.89849097,18.84,0.62,12.11,119.69,0.508,7.07,7.657,7.119
6222,19.93905343,-28.2337291,3.11,1.01,10.68,-43.03,1.103,8.12,9.506,8.238
6223,19.93961313,-58.29453985,3.8,1.02,43.78,-25.09,0.716,10.06,10.886,10.097
6224,19.94838442,67.20233627,4.79,1.2,29.48,0.06,0.187,9.25,9.489,9.294
6225,19.95028864,-21.45400398,4.91,1.26,27.82,-9.92,0.569,9.28,10.071,9.375
6226,19.9512172,-0.5089949,8.27,1.28,5.35,-13.91,0.635,5.87,6.462,5.744
6227,19.9574682,-17.03806464,4.47,1.0,14.13,-31.02,1.304,8.47,10.138,8.585
6228,19.95761952,-14.91378055,9.22,0.96,-12.31,3.35,0.352,8.19,8.586,8.214
6229,19.96557259,58.20814743,1.18,0.89,-1.71,-1.71,0.412,6.99,7.385,7.029
6230,19.97082545,43.21052702,3.22,1.14,18.48,13.18,0.993,8.15,9.404,8.247
6231,19.97341572,58.30854206,1.93,1.36,-1.98,-1.37,2.102,8.69,11.338,8.843
6232,19.98171045,-59.61388349,8.25,1.41,138.11,106.43,0.695,10.42,11.244,10.386
6233,19.98573319,-31.38637683,9.26,1.28,-4.27,-67.62,0.551,9.15,9.805,9.211
6234,19.99052523,-15.81408369,19.67,1.58,61.23,-95.9,0.584,6.7,7.348,6.707
6235,19.99275507,-57.34924884,6.1,0.67,45.51,37.31,0.443,7.44,7.94,7.489
6236,20.00582507,-0.82338559,1.62,1.41,20.65,-10.57,1.234,9.34,10.879,9.415
6237,20.01238711,-9.88360181,20.54,0.92,27.81,-75.9,0.405,6.65,7.129,6.7
6238,20.0131137,52.66616117,3.51,1.21,10.28,-18.19,0.223,8.23,8.507,8.273
6239,20.01381157,38.98999015,6.44,21.81,325.04,179.72,2.1,12.03,,
6240,20.01855515,36.63126864,15.43,2.02,-100.79,-141.08,0.707,8.43,9.213,8.435
6241,20.02040815,41.97066745,13.14,0.91,11.91,-58.11,0.352,6.95,7.331,6.986
6242,20.02049027,58.2316161,1.4,0.68,-1.31,-2.19,0.683,4.95,5.765,5.072
6243,20.02187602,-20.47089282,1.23,0.94,-2.51,3.06,1.614,7.48,9.559,7.656
6244,20.02398585,-24.17735841,4.5,1.58,66.84,33.55,0.529,9.48,10.078,9.537
6245,20.03207251,69.09918135,1.12,1.07,-0.14,-0.76,0.34,8.89,9.217,8.885
6246,20.03385784,-2.49082888,4.3,1.13,12.59,-10.63,0.507,8.87,9.495,8.954
6247,20.0341928,43.95263283,5.63,1.56,16.97,-7.53,0.748,8.13,8.924,8.093
6248,20.03951595,39.09355082,3.24,1.19,14.38,-14.23,0.86,8.39,9.468,8.464
6249,20.04508444,34.96986172,6.24,1.21,-7.52,-4.95,1.003,8.45,9.733,8.564
6250,20.04900453,52.13142803,4.46,0.97,-2.23,-2.36,0.169,7.48,7.701,7.525
6251,20.05114832,11.77873178,18.85,1.11,-151.9,-85.81,0.516,8.43,9.05,8.499
6252,20.05201776,31.66644212,3.04,1.2,1.51,-27.74,1.242,8.75,10.371,8.896
6253,20.05234668,-60.07424341,2.69,0.7,58.35,-2.93,1.461,7.29,9.204,7.451
6254,20.05736058,-43.91608216,11.21,1.91,156.55,60.48,0.859,10.22,11.294,10.292
6255,20.05868618,35.12214348,4.37,1.0,40.6,-17.51,1.253,7.83,9.414,7.943
6256,20.05971307,-72.74929246,9.78,0.64,-20.28,2.21,0.332,7.45,7.817,7.489
6258,20.06554889,-52.65127522,2.62,1.22,40.35,-13.59,0.712,9.4,10.279,9.501
6257,20.06574294,-36.24286959,4.36,0.79,-9.92,-14.59,0.045,7.45,7.504,7.459
6259,20.07501388,43.51014391,6.76,0.94,12.33,12.42,1.103,7.06,8.491,7.194
6260,20.07647156,37.6723778,0.86,1.18,25.61,-9.02,1.246,8.44,10.531,8.667
6261,20.08104611,77.57046497,8.6,0.56,-18.46,89.47,0.912,6.31,7.467,6.416
6263,20.08265135,2.48770818,2.13,1.24,-14.37,-11.38,1.519,8.72,10.675,8.849
6262,20.08268243,-48.67655056,11.21,1.88,86.17,50.08,0.54,7.68,8.231,7.734
6264,20.08612937,-48.68185414,10.37,14.39,95.13,50.07,0.607,10.0,10.356,9.702
6265,20.08784234,18.12240736,11.22,0.87,-19.06,-7.17,0.364,7.87,8.285,7.9
6266,20.09084872,-68.06966576,5.42,0.85,-0.82,-9.0,0.452,8.71,9.199,8.733
6267,20.09401274,-28.98688346,5.17,0.92,28.5,-3.92,1.077,7.39,8.773,7.509
6268,20.09461248,9.52343169,18.5,1.07,-48.56,-45.03,0.597,8.26,8.998,8.355
6269,20.1024002,-29.59988233,6.89,1.06,3.5,-5.69,0.327,8.46,8.831,8.501
6270,20.10265558,51.83331694,2.21,0.9,4.7,-6.16,0.056,7.64,7.703,7.648
6271,20.11563775,-57.33873297,20.28,0.82,174.56,88.85,0.545,7.0,7.593,7.033
6272,20.1159902,-11.2388149,8.53,0.83,-50.54,-75.93,1.102,6.16,7.572,6.278
6273,20.12483587,-19.94845905,34.73,3.83,166.52,-228.27,0.702,7.57,8.463,7.652
6274,20.13247806,-61.31746584,9.8,1.01,98.45,50.32,0.659,9.59,10.407,9.672
6275,20.13367812,-26.74830744,3.94,1.46,-31.76,-56.07,0.51,9.42,10.05,9.514
6276,20.13417401,-11.46736892,28.52,1.17,110.69,-138.85,0.791,8.43,9.386,8.5
6277,20.13513403,9.138452,5.4,1.23,18.96,2.15,0.367,9.11,9.531,9.143
6278,20.13726009,38.33314951,21.41,2.42,15.63,-48.23,1.108,10.62,12.012,10.708
6279,20.13912518,36.40830108,3.3,1.31,-4.3,1.42,0.321,9.11,9.474,9.136
6280,20.13987896,-29.80821424,5.21,1.27,1.7,-7.29,0.458,9.17,9.689,9.202
6281,20.14186903,-81.01682003,12.96,0.88,-31.22,39.02,0.603,9.31,10.049,9.388
6282,20.14330276,-49.56391222,2.77,0.89,24.5,15.79,1.157,7.9,9.396,8.03
6283,20.14405465,-3.24700031,6.17,0.84,-1.93,4.32,1.013,6.26,7.53,6.361
6284,20.15354345,-16.18808987,7.4,1.65,-13.58,3.01,0.566,10.11,10.748,10.138
6285,20.1543232,54.96255076,30.08,0.92,-92.71,-82.43,0.586,7.21,7.916,7.277
6286,20.15460915,-8.41453768,3.41,1.64,0.4,-16.58,1.528,9.34,11.376,9.578
6287,20.16899498,51.59479009,1.63,1.3,5.9,-4.42,0.041,7.1,7.157,7.118
6288,20.16927146,-13.88999394,6.28,0.93,39.97,7.17,0.989,6.84,8.091,6.94
6290,20.1710989,57.32685005,52.71,5.18,-294.33,436.43,1.34,10.36,12.211,10.496
6289,20.171132,15.69606061,9.84,0.87,49.07,-8.94,0.84,7.25,8.347,7.368
6291,20.18108047,46.3434191,-10.89,11.63,-37.88,-5.48,1.208,9.48,10.904,9.473
6292,20.18440983,46.33846791,8.25,3.65,-37.74,4.39,0.651,8.88,9.58,8.873
6293,20.19138793,-25.10374385,4.62,0.93,-47.96,-36.54,1.156,7.6,9.084,7.723
6294,20.19728573,47.06050961,5.76,1.04,-5.74,-2.12,0.379,8.19,8.61,8.223
6295,20.19945978,56.20732897,9.75,1.41,49.31,-28.48,0.399,7.81,8.183,7.789
6296,20.20247232,65.08407267,3.47,0.85,-9.9,6.43,1.434,7.7,9.581,7.863
6297,20.20259642,18.21464265,5.53,1.51,10.18,-8.05,0.1,8.31,8.873,8.48
6298,20.20406129,11.45813806,11.57,0.99,112.03,-63.21,0.588,8.31,9.015,8.381
6299,20.21189672,19.62285081,5.74,1.12,28.17,-17.49,0.424,9.4,9.904,9.454
6300,20.21717447,60.94894149,4.54,0.79,22.81,-10.3,-0.026,7.55,7.514,7.548
6301,20.21817894,21.72868698,3.81,2.05,0.22,-2.89,0.316,10.94,11.352,11.019
6302,20.22110278,-1.31060594,9.02,0.9,40.41,7.99,0.281,7.35,7.675,7.366
6303,20.23802137,61.13674995,4.39,1.11,46.89,-10.92,0.373,8.7,9.141,8.747
6304,20.24889661,-38.52659131,8.59,0.86,-42.96,20.29,0.837,8.2,9.247,8.297
6305,20.25208908,-12.74293775,13.49,1.39,93.23,8.06,0.566,8.79,9.448,8.838
6306,20.26345223,51.98392092,16.64,0.85,288.82,-103.51,0.582,7.62,8.305,7.679
6307,20.26484112,7.60597165,8.03,1.29,-8.72,14.58,0.537,8.66,9.295,8.721
6308,20.26498132,25.15863283,19.48,0.99,107.91,-105.22,0.534,7.86,8.431,7.925
6309,20.26571679,38.03416304,20.25,1.17,277.69,17.65,0.661,7.83,8.611,7.892
6310,20.26668255,-54.9582797,2.31,0.78,11.84,-6.8,1.337,8.12,9.861,8.266
6311,20.26814447,54.62874719,3.3,0.82,2.84,-15.42,-0.034,7.34,7.292,7.334
6312,20.27160602,64.65818814,13.67,0.62,59.68,-23.53,0.113,6.33,6.465,6.34
6313,20.27519892,-35.60815014,1.77,1.11,39.01,-29.32,0.95,9.04,10.251,9.15
6314,20.27645581,43.23384801,2.66,1.0,-5.62,-4.01,0.993,7.56,8.831,7.675
6315,20.28064145,28.73838983,9.49,0.82,28.53,-75.19,1.396,5.23,7.064,5.387
6316,20.2806798,18.31499955,5.13,1.11,-21.21,-21.52,0.6,8.96,9.674,9.028
6317,20.28485129,-40.23263373,4.92,1.34,-6.32,-1.13,0.593,9.58,10.23,9.634
6318,20.28629306,-23.57174034,2.93,1.84,-17.81,-25.87,0.56,10.29,11.071,10.354
6319,20.28836867,-36.89961846,8.87,1.39,-0.21,-8.98,0.443,9.84,10.352,9.897
6320,20.28919613,-62.98204541,0.81,0.91,9.56,0.57,1.573,8.93,10.986,9.092
6321,20.2897321,-49.64095478,1.18,1.04,23.58,22.86,0.284,8.88,9.225,8.911
6322,20.29170225,-47.53083991,13.43,1.16,-35.8,-93.56,0.537,8.82,9.449,8.874
6323,20.29209093,6.34678165,-2.73,2.8,10.58,-5.23,1.276,11.26,,
6324,20.29590973,13.87109344,14.8,4.83,-41.52,-92.84,1.387,12.15,,
6325,20.29919637,85.13211173,-0.22,0.76,6.83,7.17,1.781,8.59,10.886,8.781
6326,20.30972159,-66.10441796,1.79,0.84,8.01,11.25,1.496,8.84,10.786,8.989
6327,20.31238418,22.3746728,2.48,0.93,6.15,5.09,1.558,7.01,9.072,7.197
6328,20.31624077,-73.03374035,3.24,0.74,28.05,6.75,1.04,8.4,9.684,8.463
6329,20.31937914,28.8071134,2.66,1.12,10.64,-8.96,1.626,8.48,10.577,8.66
6330,20.32260455,-15.34702872,1.63,1.09,7.0,-11.05,1.415,9.14,10.969,9.275
6331,20.32292445,-6.15943607,6.6,0.84,24.9,-35.52,0.966,6.78,8.029,6.885
6332,20.32459764,6.97080568,2.35,1.21,-6.18,-0.57,0.986,8.84,10.079,8.932
6333,20.32663354,-49.74163818,8.41,0.68,39.06,39.81,0.444,6.75,7.278,6.789
6334,20.33010492,11.53674564,6.16,1.41,60.89,0.11,0.404,6.89,7.368,6.94
6335,20.34987133,-28.79396169,2.29,1.06,15.73,10.79,0.95,8.56,9.789,8.688
6336,20.35244159,-50.93692359,4.92,0.6,37.71,-4.69,1.085,6.6,7.997,6.721
6337,20.35532879,-8.00143652,5.15,1.34,21.03,19.52,0.552,9.28,9.891,9.327
6338,20.35943632,19.01952329,3.15,0.97,20.89,-11.16,1.411,8.44,10.278,8.589
6340,20.36608423,30.63406801,4.94,1.6,2.66,-12.23,0.705,9.74,10.618,9.843
6339,20.36614642,31.34165105,34.78,1.26,529.74,-93.53,0.916,8.46,9.647,8.595
6341,20.37006385,40.95818201,6.12,1.43,8.81,-18.8,1.192,9.69,11.219,9.808
6342,20.3715087,24.33054693,37.85,2.2,341.96,6.75,1.42,10.7,,
6343,20.37243833,-40.97149953,11.16,1.52,13.65,11.87,0.481,8.6,9.155,8.655
6344,20.37480789,80.15199391,41.44,1.05,282.73,-80.85,1.292,9.67,11.307,9.789
6345,20.37702455,-56.13518726,4.68,1.27,-3.23,-4.86,0.459,10.12,10.656,10.168
6347,20.38048358,74.58032049,10.09,0.61,-16.51,-22.29,0.307,7.19,7.541,7.218
6346,20.38186054,-16.48313669,6.1,2.29,46.8,-12.14,0.5,9.97,10.666,10.2
6348,20.38363317,-45.13754143,11.74,0.83,153.57,62.56,0.368,7.46,7.881,7.488
6349,20.38674888,48.07996076,8.28,1.02,-16.67,-13.75,0.291,8.07,8.391,8.085
6350,20.38723602,-29.13128826,9.76,5.11,17.31,-9.04,0.63,10.38,11.194,10.467
6351,20.39010873,-41.65529478,59.29,1.59,1238.97,-455.84,1.383,10.15,11.963,10.305
6352,20.39363302,-25.46668382,0.0,2.62,7.66,-13.2,,11.8,,
6353,20.39566517,-11.58223164,3.96,1.46,-18.6,-48.78,0.582,9.28,9.955,9.323
6354,20.39940265,24.82304931,8.94,1.09,43.87,-14.22,0.347,8.56,8.958,8.592
6355,20.40489485,-17.87951654,3.83,2.04,28.22,14.01,1.284,10.21,11.349,10.243
6356,20.40831382,4.25750687,4.03,1.46,6.74,-16.86,1.051,9.02,10.297,9.066
6357,20.41189622,45.21598443,2.57,1.45,-0.37,-6.55,1.117,9.54,10.923,9.608
6358,20.41261749,-33.23246533,4.75,0.86,45.52,16.84,1.226,7.01,8.599,7.145
6359,20.41941392,51.09645852,-0.14,1.14,-2.08,-5.53,0.136,9.0,9.139,8.998
6360,20.42422001,-3.43684243,5.34,1.08,-7.98,8.43,0.713,8.34,9.217,8.432
6361,20.42807613,-26.66779894,8.25,1.29,-32.95,-53.41,0.49,9.04,9.586,9.084
6362,20.432745,32.63963393,6.19,1.94,-7.47,-8.1,1.3,8.61,10.097,8.767
6363,20.43354998,9.70601813,3.62,1.0,20.3,-6.56,1.493,8.08,10.036,8.243
6364,20.43464901,-52.0765249,3.69,1.02,19.78,5.61,0.124,8.59,8.763,8.626
6365,20.43952009,-46.71418505,42.73,3.53,-115.92,-79.79,1.627,11.48,,
6366,20.44396644,69.23652249,3.84,0.89,15.63,-28.96,1.093,8.62,10.037,8.752
6367,20.44411116,-24.12801524,8.97,2.75,72.26,25.19,0.596,8.28,9.23,8.579
6368,20.45178809,-1.99703061,3.73,1.06,16.2,-4.37,0.38,8.52,8.97,8.568
6369,20.45364903,-66.38411535,12.26,0.56,-34.05,-5.24,0.224,6.94,7.221,6.963
6370,20.46633972,-22.50265937,1.45,1.8,4.15,-37.17,0.643,9.92,10.689,9.975
6371,20.46642194,50.12198828,0.59,0.81,4.78,-1.92,1.104,6.54,7.989,6.69
6372,20.46875291,8.54982084,8.93,1.17,7.81,-20.43,0.453,8.72,9.256,8.775
6373,20.47418602,16.38344251,0.31,1.19,-4.19,-6.26,0.457,8.92,9.472,9.0
6374,20.48293376,47.28235943,6.27,1.09,45.17,-1.42,0.0,7.82,8.138,7.885
6375,20.48747606,-57.97770925,17.91,1.8,261.62,289.17,0.824,9.69,10.769,9.785
6376,20.49281613,12.60417535,12.81,0.92,34.67,-3.61,0.953,6.97,8.195,7.09
6377,20.49438626,-69.71877898,12.38,1.08,-6.02,3.75,0.424,7.26,7.78,7.323
6378,20.49558059,76.23888764,13.04,0.54,67.85,-34.31,0.283,6.37,6.709,6.398
6379,20.49667464,76.7103681,59.46,0.59,-34.12,-34.45,0.826,7.17,8.237,7.272
6380,20.49818621,15.1770811,17.12,1.0,256.42,12.95,0.667,8.02,8.829,8.102
6381,20.49831188,48.49168017,3.47,1.29,-1.08,-1.74,0.295,8.72,9.083,8.772
6382,20.50782056,70.40477582,2.65,1.06,-5.27,1.3,0.456,9.34,9.889,9.404
6383,20.50895263,-84.0640202,7.65,1.43,-152.01,-446.21,0.4,11.02,11.675,10.987
6384,20.51020881,15.78930801,7.21,0.93,54.79,-38.75,0.505,7.35,7.908,7.398
6385,20.51043979,79.02534052,5.72,0.62,73.05,-43.85,1.26,7.22,8.851,7.354
6386,20.51074616,-27.23386128,0.5,1.19,6.98,-4.73,1.553,8.36,10.386,8.557
6387,20.51768395,-55.24059052,4.85,1.15,57.95,5.61,0.536,9.49,10.145,9.556
6388,20.52411375,-21.53394958,0.33,1.13,-15.66,-3.82,1.064,8.7,10.085,8.838
6389,20.53046398,-4.56434193,2.28,1.08,-2.19,-5.78,1.463,8.31,10.226,8.471
6390,20.53188179,-26.89255267,32.13,1.2,-59.28,-226.39,0.97,8.76,10.028,8.871
6391,20.53253664,-13.07428421,14.49,1.48,244.97,-4.02,0.845,9.72,10.753,9.834
6392,20.53295455,33.5111837,1.07,1.62,3.95,-2.16,1.037,10.26,11.558,10.345
6393,20.538487,-37.05156189,7.29,0.72,14.94,-6.25,0.264,6.71,7.014,6.733
6394,20.53908113,-52.23111612,-0.02,1.11,12.06,-31.38,0.996,8.91,10.168,9.008
6395,20.53983077,-59.12635522,5.62,0.64,-17.58,-36.52,0.842,7.52,8.579,7.622
6396,20.54083947,-24.36609912,-0.67,1.81,12.15,-7.0,1.0,10.03,11.799,10.127
6397,20.5432975,-46.22155231,2.39,0.93,-1.06,7.15,0.209,8.44,8.701,8.476
6398,20.54560633,42.12884666,5.32,2.01,10.79,-2.45,1.147,9.23,10.708,9.354
6399,20.54733167,58.28957654,0.93,0.96,-0.79,-2.02,0.364,7.79,8.219,7.835
6400,20.54774392,31.70602439,6.92,0.93,54.69,3.03,1.005,7.3,8.581,7.409
6401,20.55243914,43.58413462,2.97,0.79,3.63,-7.46,-0.131,6.69,6.51,6.659
6402,20.55465258,14.34071307,4.44,1.2,-0.79,-3.11,0.98,8.05,9.311,8.136
6403,20.56033929,-33.58590185,2.63,1.69,62.25,44.15,0.406,10.34,10.903,10.473
6404,20.56789872,-12.26920521,13.1,2.24,240.65,246.38,0.923,10.28,11.412,10.369
6405,20.57305873,18.68271329,39.07,0.8,555.56,-3.76,0.627,6.96,7.725,7.032
6406,20.57568832,30.99352392,2.84,1.11,3.24,-8.49,0.944,8.51,9.722,8.629
6407,20.57790181,3.51348726,17.06,1.19,44.36,-159.55,0.638,8.61,9.41,8.674
6408,20.57914492,-56.73136927,8.49,0.96,-12.15,-32.69,0.759,8.84,9.785,8.94
6409,20.5803929,-19.57867473,2.87,1.19,-7.46,-2.9,0.905,9.11,10.248,9.207
6410,20.58180437,-31.42221969,0.67,1.07,-5.73,-14.91,1.588,8.26,10.36,8.447
6411,20.58497087,45.5287566,16.68,0.7,32.21,8.73,1.077,4.87,6.258,4.989
6412,20.58809848,-61.32946607,1.47,0.63,28.46,19.22,1.651,7.22,9.379,7.431
6413,20.5929716,16.82578056,7.7,0.81,-83.72,-50.93,1.078,7.01,8.406,7.141
6414,20.595083,-33.21350931,37.1,1.75,355.76,-296.72,1.295,10.3,11.867,10.352
6415,20.5951908,-47.29476677,6.35,1.05,-20.81,-53.55,0.325,8.8,9.183,8.846
6416,20.59758849,5.25146263,9.83,1.01,8.12,-32.88,0.344,7.48,7.878,7.515
6417,20.6006854,29.91330854,1.24,1.13,-1.75,4.62,1.649,8.86,10.997,9.052
6418,20.60081403,-43.60264527,12.7,0.8,125.25,35.93,0.34,7.03,7.419,7.065
