#hip,pmra,pmdec
62656,12.09,-13.47
62661,-428.92,23.01
62683,-30.21,-14.11
62691,-31.1,-10.74
62713,-58.01,9.95
62731,-20.04,4.23
62765,-21.04,-8.75
62766,-6.79,-24.88
62767,-28.95,1.24
62773,-25.0,-8.91
62785,-17.95,1.0
62796,52.61,-44.7
62841,4.15,-64.35
62885,-20.36,-13.36
62890,-28.09,-1.87
62934,-39.63,-5.02
62939,-6.81,20.95
62969,-18.24,0.54
62978,2.54,-37.75
63059,-7.72,-7.54
63083,14.75,-10.67
63097,-2.76,-8.66
63102,-34.99,-0.57
63123,-48.3,-9.82
63180,2.62,-0.65
63195,-19.81,-1.49
63227,-69.9,0.24
63246,-23.37,-12.07
63251,-37.56,-22.65
63300,-85.12,-11.09
63357,-19.39,0.34
63374,-16.53,-21.65
63392,-1.67,-1.76
63450,-99.08,-9.3
63451,-18.27,-20.71
63457,-4.9,-15.74
63471,-159.68,189.49
63476,-15.42,-35.97
63480,-55.08,78.91
63488,-11.2,-7.26
63490,-75.25,-71.54
63491,-119.89,-59.44
63495,-15.84,9.75
63530,108.34,-42.02
63537,67.29,-20.48
63562,-97.11,9.98
63585,-37.05,-4.46
63600,8.65,-13.65
63623,-46.97,7.58
63627,-34.62,-0.21
63635,-73.32,39.39
63640,-33.83,11.68
63656,90.4,-19.86
63657,-6.01,0.69
63708,-123.72,20.15
63718,-6.14,-8.65
63727,-46.02,-4.94
63737,-12.44,-2.14
63792,-55.68,17.0
63808,-17.9,1.08
63824,-42.12,-13.1
63890,-81.12,-48.0
63908,-1.51,-5.18
64006,-223.7,-81.01
60981,-94.9,-11.61
60994,-262.49,-53.77
60995,-95.79,-73.28
61042,-4.13,-2.74
61077,8.01,-4.31
61095,-22.51,-34.56
61106,-17.07,6.19
61108,9.05,-20.93
61110,9.82,-19.34
61113,-16.26,21.21
61125,-53.98,1.46
61127,-47.13,-9.32
61153,43.1,-22.64
61165,-8.66,-12.37
61212,-146.33,-54.07
61224,130.53,-168.43
61255,9.75,-29.67
61256,-56.76,-74.95
61285,-8.93,-0.33
61296,-17.64,52.09
61300,-170.15,81.43
61318,-83.46,0.22
61326,-125.02,48.61
61360,5.61,-12.07
61378,58.96,-26.19
61439,32.1,-17.79
61449,16.15,-20.32
61456,-32.69,-28.28
61465,-148.58,20.87
61466,-146.25,18.57
61467,-41.87,16.42
61485,-70.16,43.28
61486,-19.79,23.4
61508,7.06,15.57
61535,-25.9,0.56
61599,-30.39,-17.33
61606,25.75,-44.52
61649,-38.36,24.05
61654,-83.19,-137.77
61656,-32.16,15.99
61721,-23.32,-0.8
61740,-77.13,-24.73
61762,-3.9,-0.06
61776,22.39,-33.81
61797,-173.97,-94.48
61801,-185.87,54.7
61815,-11.63,-8.85
61823,-197.46,105.97
61858,-60.5,-148.79
61892,6.95,-21.12
61903,-15.59,3.54
61904,-7.89,-14.64
61910,-120.63,9.26
61949,5.02,-6.07
61969,15.44,-45.87
62109,43.61,-21.09
62113,-53.08,-16.42
62125,31.45,-11.9
62143,-16.47,3.12
62153,-196.77,72.99
62157,7.52,-14.44
62164,-1.78,7.78
62173,-9.19,-4.62
62190,-207.41,-83.9
62206,6.61,-3.38
62217,0.63,11.84
62255,-100.21,11.5
62279,-1.19,4.62
62304,311.65,-219.17
62345,-281.78,54.81
62371,-63.6,-47.89
62383,-14.25,-14.71
62395,10.74,-0.37
62399,4.03,-3.11
62418,-17.22,-6.03
62419,-42.75,1.55
62421,6.15,-42.33
62433,-56.91,-58.05
62458,3.6,-3.39
62465,-9.12,5.42
62480,-35.44,5.97
62497,-113.1,3.2
62551,6.33,-32.76
62579,-44.26,9.9
62605,-19.61,-4.15
62632,59.92,-139.95
62636,-241.02,11.73
62676,15.09,-18.68
62701,-1.18,-28.6
62715,-40.69,13.12
62727,1.7,-2.21
62740,-34.02,-15.5
62743,-8.6,-3.53
62761,9.86,-0.35
62795,3.57,-1.82
62810,-13.46,-35.97
62844,7.25,-12.43
62851,10.11,-5.9
62889,-41.91,8.05
62898,14.34,-26.31
62912,-5.99,-0.36
62920,-0.47,13.73
62983,-138.1,11.11
62985,-18.08,-19.52
62991,18.24,-29.7
63016,-39.61,2.48
63023,-298.94,-174.31
63054,-63.24,-21.91
63070,-195.64,65.23
63088,-119.15,-102.47
63126,-19.95,-9.64
63139,-54.37,2.0
63161,-58.44,-8.86
63189,13.37,-18.31
63202,-29.92,-24.06
63220,-15.73,-10.05
63225,13.94,-3.27
63240,45.41,-105.22
63266,14.14,3.27
63270,-9.97,-5.85
63325,-29.1,5.22
63349,-34.74,15.94
63362,-112.58,-56.75
63363,-21.0,-13.16
63366,-825.24,196.16
63391,-7.61,-11.08
63400,-37.59,1.73
63419,14.38,-27.84
63421,-252.65,4.74
63474,2.94,1.99
63486,-34.2,-38.41
63520,-166.35,16.2
63523,24.13,-129.76
63548,-461.92,-112.04
63555,3.09,-32.56
63571,-55.39,-11.4
63573,9.6,-0.48
4,62.64,0.19
10,41.8,40.82
22,-7.83,1.19
29,27.47,4.72
50,52.93,-20.91
75,29.13,3.01
88,-18.36,-5.82
98,-2.58,1.07
101,-13.82,-0.41
107,7.88,11.4
127,41.72,-188.26
289,4.97,-4.77
313,23.8,1.43
370,8.43,14.61
371,16.48,6.86
420,-110.88,-129.94
435,46.54,30.66
467,74.01,-13.28
469,11.48,-14.58
486,12.23,16.02
500,17.38,-11.78
522,575.29,-39.19
534,9.32,-2.08
541,4.37,7.66
644,-22.67,-17.62
666,4.24,-0.87
681,32.34,6.82
685,12.67,8.45
702,7.12,-48.93
742,5.17,-16.16
743,-2.51,-7.96
744,19.25,-6.02
778,18.23,-7.03
801,-96.39,-16.67
831,80.86,-23.68
844,-5.9,-0.69
862,15.03,-42.0
924,-45.28,-36.3
944,25.12,-55.64
990,-27.56,-19.66
1002,1.65,-51.37
1029,39.11,-5.09
1097,-20.19,-0.55
1101,-16.33,-21.57
1106,25.17,-34.01
1111,139.94,8.29
1116,246.88,-100.12
1165,25.23,-9.74
1270,42.51,-20.87
1276,-44.73,-237.17
1322,332.62,267.64
1345,33.09,-19.11
1349,314.38,182.44
1393,93.12,-33.84
1398,195.57,-76.31
1408,158.13,96.07
1418,-33.28,-96.07
1426,5.66,-6.18
1430,114.09,-12.32
1454,31.61,24.53
1457,10.68,-188.61
1471,-8.55,18.52
1476,-27.89,-40.54
1516,-30.97,-24.48
1571,16.06,0.66
1624,5.08,-7.18
1693,41.18,-37.4
1705,-25.25,-44.47
1766,70.44,48.0
1781,16.3,-6.87
1800,125.44,10.82
1801,-5.69,-2.01
1807,114.59,-474.13
1824,14.5,-14.33
1828,12.23,7.32
1842,550.14,-0.68
1880,1.84,-11.31
1883,16.77,-6.84
1920,-12.84,-24.2
1955,545.04,-254.78
1977,162.39,-35.58
2020,4.35,10.72
2028,150.32,13.64
2029,160.4,10.82
2065,17.14,-2.52
2071,49.08,-45.66
2107,115.0,38.36
2217,56.82,-15.25
2218,51.14,8.28
2230,-108.14,-19.19
2256,159.52,-4.72
2261,70.92,-49.49
2262,-15.9,-12.65
2282,339.96,-135.36
2321,14.88,-16.22
2376,7.77,11.64
2383,163.01,-87.67
2435,16.39,9.1
2446,-0.11,-12.95
2462,15.86,-4.62
2472,140.49,19.25
2489,15.56,2.69
2499,24.0,-31.6
2542,54.07,-10.2
2633,4.67,-1.7
2711,226.96,37.86
2722,18.59,-12.32
116738,32.93,0.29
116752,49.11,10.29
116890,-104.81,-147.17
116894,-6.23,-11.66
116919,35.08,-2.57
116930,-12.56,-30.5
116981,40.87,-27.54
117149,16.38,-2.93
117187,-154.59,-39.7
117188,85.09,-34.99
117228,25.67,0.56
117320,-382.9,-212.14
117361,-7.58,20.49
117560,11.41,-2.63
117594,80.59,-20.6
117682,34.02,84.54
117701,27.16,7.81
117829,62.89,29.89
117941,-10.57,-3.18
117961,157.38,-86.25
117976,29.59,-7.51
117983,-34.29,-27.4
117992,-7.01,-8.02
118003,16.68,-19.79
118040,-63.59,-135.76
118110,53.81,12.56
118128,11.93,21.81
118134,21.86,-0.17
118153,50.11,6.24
118170,99.26,-29.23
118180,105.05,114.99
118189,65.35,-33.13
118211,7.61,-4.51
118234,58.33,61.23
118288,69.81,-12.6
118296,-38.75,-23.06
118300,0.52,5.35
118306,15.64,-42.61
25,58.04,-109.17
28,-10.0,-9.22
37,-8.07,4.93
62,1.6,-7.1
120,-20.84,-27.75
191,196.4,-15.68
204,41.05,-6.65
273,-2.48,-1.0
309,8.3,-8.2
310,106.93,-126.16
340,6.85,-52.95
351,293.18,34.52
353,234.11,20.47
427,44.91,1.17
457,-11.75,-1.76
535,-1.53,-17.17
564,14.17,23.4
573,39.6,16.41
624,27.0,-98.53
633,35.23,-15.49
654,44.08,-15.7
665,-3.75,-69.3
674,123.86,5.92
684,18.94,4.38
709,99.5,-44.79
718,19.56,-13.78
765,121.52,-179.83
776,8.9,-27.99
805,39.69,19.49
845,45.19,-1.73
1019,42.83,-6.82
1044,-59.9,-174.72
1058,69.77,-0.49
1129,26.25,-55.86
1171,15.73,-0.3
1172,9.6,-6.47
1181,65.11,18.21
1212,38.97,-7.57
1280,3.57,10.97
1307,11.19,1.19
1308,201.07,10.18
1341,116.08,-77.57
1376,30.13,-8.5
1382,396.77,-16.11
1391,41.82,9.82
1395,-52.09,-72.22
1451,41.62,0.08
1487,-67.26,11.69
1502,49.54,-0.53
1551,15.48,10.43
1574,19.11,3.39
1696,69.4,-814.72
1720,-302.66,-360.97
1723,157.3,63.56
1753,-14.19,-5.26
1761,67.2,-17.68
1788,115.65,-51.67
1814,-4.24,-23.22
1820,1.0,-23.65
1906,-21.77,-10.56
1992,63.42,-28.76
2005,9.29,17.51
2010,25.56,1.03
2026,62.02,-38.88
2051,22.77,-0.22
2072,106.2,32.15
2187,5.7,-4.78
2233,0.15,-76.66
2236,136.52,-116.78
2266,79.36,-29.94
2284,48.38,10.26
2297,-15.26,0.05
2338,103.8,-59.04
2348,56.18,22.51
2436,22.62,4.3
2465,-6.25,-4.44
2470,18.46,-4.36
2558,16.95,5.47
2616,35.95,-9.27
2708,9.84,15.72
2714,28.02,-23.35
2757,3.49,2.3
2803,49.81,-29.64
2864,-118.34,-36.67
2931,30.62,8.76
2950,-13.17,-4.73
2979,13.54,68.07
3016,45.45,-19.18
3020,-29.16,60.58
3037,-6.34,-1.56
3065,-24.58,-8.87
3137,42.51,17.52
3143,485.57,-223.13
3148,54.28,71.21
3211,59.53,-30.88
3224,-11.77,-5.15
3245,-28.2,1.8
3285,47.4,16.04
3288,42.78,-2.94
3318,-71.33,-49.01
3322,-221.18,-98.45
3343,7.76,13.37
3376,22.85,-0.38
3390,14.15,6.56
3394,31.95,5.63
3397,31.71,5.48
3408,-4.91,-19.38
3475,-1.17,-23.52
3543,19.59,-5.46
3553,-44.53,18.96
3563,42.17,27.95
3595,123.46,61.98
3603,238.05,-37.35
3754,84.72,-12.75
3756,0.15,4.4
3790,-26.78,-38.39
3807,-11.0,20.46
3880,15.71,0.77
3903,14.92,6.24
3906,45.04,-24.27
3939,26.84,1.69
4001,-8.57,-34.17
4010,64.85,25.84
4033,24.88,3.07
4049,29.5,4.2
4057,17.25,-17.4
4134,32.37,3.75
4162,19.38,2.31
4163,-35.34,13.49
4177,15.0,-0.7
4289,-18.32,-18.8
4309,-16.02,-22.75
4365,-28.87,3.18
4444,16.03,4.05
116920,30.81,-43.03
116994,-18.75,11.55
117026,106.09,60.6
117060,53.9,-63.88
117061,10.09,-7.93
117075,326.17,2.7
117092,11.34,48.43
117130,23.5,-23.66
117144,-50.21,-61.52
117203,16.76,-7.64
117269,37.75,-6.21
117296,-18.26,-28.31
117418,72.8,-55.29
117453,12.11,8.4
117515,-17.09,-14.05
117593,87.41,26.67
117606,-9.58,-2.84
117660,28.94,-1.62
117665,14.83,5.02
117729,-4.33,-81.58
117831,-13.86,-44.89
117903,76.03,-64.06
117991,115.06,-22.98
118017,-1.58,4.12
118031,-5.73,-29.18
118045,161.99,-75.19
118049,120.62,-47.77
118052,13.21,0.02
118055,67.37,-97.35
118074,78.88,-7.46
118091,115.85,25.5
118098,29.63,9.28
118109,1.89,-11.44
118130,363.71,-177.6
118187,46.1,-41.55
118255,-21.5,-31.14
118256,40.15,23.77
118271,19.11,10.74
118291,2.58,-7.99
57,-40.21,-67.09
103,-10.15,-39.34
108,13.5,15.14
140,100.01,-34.48
160,15.39,4.52
169,209.95,-229.66
208,20.86,-2.86
372,84.47,-16.83
407,53.19,-97.45
409,0.05,-26.58
436,-117.52,-560.04
488,-62.01,-34.76
494,-36.99,12.43
558,6.8,2.89
662,8.79,3.8
839,12.09,-2.31
1091,-0.84,-11.06
1142,10.3,6.49
1206,47.72,54.69
1217,17.38,-24.32
1246,24.53,-11.04
1278,-16.03,-13.74
1309,3.3,10.12
1404,-21.55,6.01
1450,-12.99,-13.77
1508,5.78,1.09
1536,111.1,-73.08
1564,14.95,-4.64
1572,-2.33,-18.69
1647,-3.53,-0.1
1764,10.72,7.34
1876,-3.63,1.99
1909,42.47,3.88
2013,21.82,-3.02
2106,54.37,-21.61
2111,112.91,6.92
2137,373.78,39.69
2214,30.63,-11.12
2445,-19.32,-40.83
2556,106.28,70.36
2592,32.98,41.2
2662,26.07,14.64
2731,17.16,20.88
2879,-0.34,-1.35
2887,15.8,19.32
2985,40.78,-0.18
3096,-4.21,11.38
3103,7.86,-1.62
3104,20.23,-12.45
3194,-3.38,-3.25
3199,-4.28,7.58
3238,-158.67,-22.74
3392,-4.71,-0.65
3579,-66.44,-15.38
3707,-0.99,1.92
3780,112.49,-18.89
3828,19.73,-12.42
4081,19.72,-7.31
4084,4.87,-70.79
4088,8.65,-86.59
4256,19.85,5.11
4293,7.37,-43.69
4324,19.36,-5.21
4460,22.88,13.67
4513,18.98,11.82
4527,-8.92,3.48
4665,12.54,-14.47
4684,-9.31,11.32
4746,27.33,6.97
5179,8.94,-28.0
5254,72.03,27.81
5261,18.8,22.8
5386,3.66,1.57
5418,7.51,-39.85
115694,-55.09,21.79
115722,55.63,-7.09
115842,59.57,2.0
115878,9.75,-8.12
116335,38.92,10.91
116363,59.41,-66.58
116516,-7.62,-40.31
116704,-6.51,-1.13
116748,79.3,-67.62
116793,14.08,-14.91
116924,58.68,-18.68
117058,12.69,47.66
117374,-67.88,25.75
117424,79.54,13.19
117543,112.61,16.08
117568,52.33,-43.8
117657,12.19,-0.91
117732,45.18,4.68
117783,-18.57,-104.2
117827,64.77,-6.44
117908,92.35,20.31
118018,5.82,1.7
118062,154.3,44.04
118144,-44.82,-21.35
118145,-62.99,-10.51
118244,4.0,1.54
118279,8.63,9.13
16,256.4,-96.57
47,-46.11,-146.06
65,-205.35,-75.46
166,-46.65,-12.1
218,-28.63,-15.47
231,74.86,-3.07
243,-5.76,-3.3
260,32.41,6.85
293,24.19,-8.96
306,148.16,-58.47
339,21.97,-3.5
350,-36.79,74.02
414,-1.62,-7.68
444,44.1,-7.29
445,33.9,-11.59
459,82.07,-77.99
468,4.38,8.7
471,-2.29,-7.57
499,-20.71,-23.49
517,60.36,0.71
568,15.71,-12.01
594,53.9,-16.36
605,14.63,-21.05
612,73.76,26.99
618,39.55,-38.35
632,20.54,3.84
661,36.71,4.13
680,-10.74,-19.89
713,-2.98,-16.31
736,-58.44,-156.6
757,-7.01,-12.53
782,63.2,-15.55
883,-55.8,-45.84
927,38.39,-7.1
929,270.47,-5.56
934,135.15,-66.48
975,65.99,-151.03
992,-4.85,-20.25
994,29.7,-26.57
997,14.13,-7.54
1016,-64.42,-44.45
1017,25.01,16.61
1031,-118.8,35.12
1081,38.85,-6.07
1114,106.69,45.18
1283,-7.02,-0.64
1356,-0.68,-5.94
1375,-16.63,-7.97
1399,118.13,-42.71
1413,86.5,-14.36
1504,-4.97,-2.36
1518,-61.76,-96.8
1560,67.04,-84.84
1582,141.47,5.64
1633,-7.66,1.32
1751,32.12,12.27
1777,68.8,8.85
1817,17.13,0.88
1993,87.76,-57.48
2061,34.06,-12.02
2078,-64.73,-45.07
2112,-15.59,-6.7
2160,-8.08,6.57
2188,42.02,-7.74
2260,39.7,4.68
2349,8.85,7.08
2488,-17.77,-44.83
2555,15.23,-11.47
2646,22.85,7.44
2761,-46.96,-54.23
2841,77.54,-17.61
2881,16.41,-1.4
2898,18.53,-51.86
3110,-5.57,-4.06
3170,883.19,443.32
3263,43.27,12.68
3303,13.96,-2.64
3352,263.42,-51.42
3426,-22.72,-11.39
3804,-15.66,24.68
4011,-3.03,-8.51
4149,51.9,6.06
4430,5.98,4.47
4563,42.83,22.56
4701,-3.12,6.9
4772,73.66,97.69
5127,25.28,-13.86
5374,-5.64,-9.33
5712,147.48,11.46
5844,-11.22,11.31
6253,56.63,-3.57
116570,51.35,-25.4
116586,14.18,0.91
116597,23.07,-13.58
116609,23.22,-20.69
116612,121.21,69.33
116710,7.93,-78.57
116897,18.33,-5.63
116935,-3.45,1.72
116959,2.55,-32.4
117086,-43.37,0.89
117099,1.73,-11.2
117147,402.21,-81.07
117160,-22.92,-40.37
117183,-34.45,-39.92
117206,5.78,0.51
117232,14.85,-10.72
117275,16.91,6.57
117276,14.86,12.91
117322,147.52,-157.87
117369,67.6,-8.66
117431,31.4,9.06
117470,19.05,1.69
117486,7.97,93.5
117552,19.34,-20.27
117649,-0.82,8.2
117688,42.06,-41.35
117715,6.3,11.4
117716,-8.34,7.05
117726,-28.91,-17.48
117782,41.32,-20.03
117794,29.12,-15.61
117853,22.75,7.36
117878,131.56,-20.11
117968,17.62,-8.09
118038,7.89,-0.71
118039,1.33,27.3
118041,-33.32,-12.54
118043,1.25,6.8
118050,69.68,-7.73
118069,11.87,-5.02
118072,37.69,9.09
118106,139.33,4.81
118120,-6.31,7.22
118169,153.96,15.04
118173,-30.3,-64.56
118197,21.9,-15.3
118228,82.03,-21.56
118237,77.22,23.15
118246,40.14,-93.19
118248,21.61,-0.68
118249,5.79,-11.55
45,-38.52,-1.77
66,-15.82,11.7
117,16.94,1.91
315,5.9,-32.92
357,10.43,-41.64
358,15.46,17.44
361,10.53,-1.91
377,29.62,-12.76
532,31.86,4.78
698,-0.93,-12.3
853,15.84,11.48
865,121.53,18.92
879,51.41,-28.71
941,11.82,-6.37
965,0.62,5.03
1113,83.53,-47.89
1126,48.11,24.04
1250,5.2,7.21
1268,-17.21,-1.94
1281,52.44,-12.98
1387,27.48,-9.93
1462,21.2,5.59
1651,46.56,13.25
1779,-8.05,-45.72
1835,4.58,-3.78
1914,8.81,-83.93
1953,2.82,-12.79
2007,28.7,6.21
2124,26.6,-2.78
2126,-0.86,0.93
2127,-32.17,-78.59
2148,59.51,12.03
2182,14.07,3.04
2186,11.74,-3.99
2317,209.94,-83.74
2629,73.4,-13.42
2806,40.17,16.11
2812,23.2,19.14
2820,23.47,19.27
2907,42.92,-3.66
2947,8.32,18.1
3010,-126.74,-109.05
3042,-22.18,5.49
3076,21.48,5.11
3120,32.39,-30.1
3147,24.96,-5.91
3247,45.76,0.62
3254,-61.17,2.16
3268,-8.44,-11.24
3451,104.81,-34.36
3488,46.28,7.71
3561,33.64,0.67
3601,-96.93,-6.72
3616,13.16,4.6
3679,-4.43,-8.47
3781,132.89,-34.29
3934,0.54,-1.41
3945,2.29,1.06
3961,-13.23,37.98
4004,2.47,-0.55
4062,29.62,-37.17
4126,0.13,-1.33
4153,0.73,-2.32
4157,243.17,20.3
4208,1.41,3.91
4291,125.65,115.09
4415,17.68,12.15
4622,-25.48,-11.18
4638,-18.58,-17.35
4646,-18.06,-16.72
4698,1.58,-2.19
114701,-17.94,-10.18
114813,140.08,-40.41
114925,71.82,-12.19
115072,-17.18,-22.13
115153,-11.71,-3.82
115247,-41.25,26.78
115547,-16.18,-45.07
115588,15.25,-1.7
115605,9.93,15.46
115757,-73.99,-1.22
115933,-5.21,3.81
115973,7.86,-11.1
116647,5.54,-21.45
116769,31.96,-11.81
116785,13.9,-8.6
116879,29.65,-33.22
116887,34.58,-3.49
117035,82.85,20.11
117165,34.51,-26.79
117248,27.19,-10.96
117303,87.58,5.92
117658,-5.89,-3.86
117749,30.65,2.63
117773,22.57,14.96
117828,243.04,-378.12
117857,-26.47,-8.43
118009,-259.18,-98.25
118021,-22.94,-12.65
118079,15.33,16.08
118190,24.36,23.99
118245,14.59,-0.16
546,14.3,-36.97
706,5.4,6.87
708,-34.73,-37.05
719,12.27,-8.19
732,37.57,-11.25
741,21.34,8.57
756,292.86,-59.32
772,-16.72,-36.86
786,-50.89,-23.1
794,-70.52,-138.51
881,85.53,-1.06
928,23.66,1.06
950,169.83,114.56
961,-62.67,-74.55
1010,28.85,-3.72
1066,-8.2,-3.93
1083,-211.31,-320.2
1138,46.8,-44.96
1186,40.64,-42.18
1195,76.19,-11.85
1198,24.07,11.18
1218,8.63,43.85
1254,2.99,-11.75
1287,15.09,4.31
1305,-42.86,-4.97
1311,-15.9,-16.51
1316,-5.93,31.95
1327,-3.89,-12.35
1371,21.51,16.37
1467,15.87,25.83
1469,18.5,4.88
1485,117.65,-9.22
1491,44.78,41.6
1507,29.24,16.42
1544,31.58,-16.37
1552,58.05,-257.84
1561,8.65,0.82
1610,-10.26,-4.53
1636,-74.18,-150.07
1662,1.3,-8.73
1667,-46.23,-37.45
1675,43.7,4.15
1694,-1.71,-42.69
1710,39.82,-26.24
1712,11.98,32.93
1713,43.5,10.08
1742,205.97,-76.73
1749,-1.35,-0.47
1793,4.89,-14.05
1795,100.51,-25.3
1797,25.57,-7.19
1804,3.61,-5.74
1827,8.92,-14.16
1856,55.28,3.32
1857,7.37,-20.02
1885,-186.98,-66.68
1890,13.46,-19.42
1904,2.17,-6.52
1929,4.31,-12.42
1947,0.98,16.98
1995,10.2,-9.08
2001,30.52,-89.03
2011,251.66,73.85
2076,-40.73,-77.07
2091,-22.43,6.8
2094,-23.91,4.64
2114,44.58,1.11
2125,73.59,-33.9
2130,28.02,18.91
116885,-20.35,-13.72
116903,-2.45,-4.76
116950,52.05,-10.35
116998,13.46,5.2
117003,18.9,-6.63
117022,8.28,-23.97
117057,-33.84,-19.01
117087,33.25,-4.94
117090,-4.13,-16.65
117100,-19.78,-7.48
117123,18.92,-32.41
117136,-10.48,-4.54
117141,8.45,-1.75
117180,51.11,-5.87
117199,11.2,15.46
117204,3.84,2.77
117211,-26.46,-2.05
117213,16.53,4.18
117219,102.23,-35.86
117266,62.3,14.51
117289,18.36,-13.39
117341,6.53,-3.27
117357,25.79,-11.54
117372,16.28,12.69
117385,73.23,-17.6
117433,24.17,-24.94
117502,40.85,-27.48
117513,-150.09,-224.31
117524,-5.58,-275.9
117525,-17.46,-23.1
117538,4.77,7.63
117549,16.7,-4.29
117574,38.48,2.23
117575,-1.17,-78.74
117589,65.38,0.79
117598,-32.73,-20.97
117655,75.24,-27.36
117659,-5.56,-61.82
117668,-16.98,63.37
117678,65.84,0.53
117723,-4.74,-39.37
117771,23.15,1.33
117808,-5.79,2.14
117837,27.18,-12.81
117838,22.49,-12.75
117876,2.18,-5.25
117880,367.77,29.87
117883,249.73,-69.88
117885,-84.4,-96.84
117889,46.15,-14.9
117919,-28.76,-32.38
117965,292.22,29.91
117970,14.39,-17.79
118008,206.72,-185.07
118107,24.9,-16.97
118127,82.19,16.8
118147,81.98,33.82
118151,50.31,17.57
118165,44.45,23.34
118175,-23.82,-15.79
118195,-13.02,-38.2
118204,16.41,11.82
118206,9.6,21.13
118210,47.74,-6.73
118233,40.8,-8.74
118265,-17.46,-70.82
118266,-29.23,-121.29
118299,51.16,-28.53
118311,337.2,-111.59
118314,-6.95,-4.24
118317,33.2,-4.03
55,162.84,-28.91
60,1.73,10.58
115,-2.72,11.79
265,-2.22,-5.77
284,22.88,24.95
299,-6.87,-0.46
425,62.32,20.63
519,34.68,16.78
523,195.75,-553.34
621,2.56,-7.32
627,13.84,2.51
631,29.7,-63.49
690,14.76,-24.7
707,-4.16,1.28
775,2.68,-27.23
785,16.17,-46.38
798,16.92,17.5
809,31.6,-5.8
815,-49.57,-38.94
863,62.54,-10.83
1084,-2.78,-20.48
1146,7.28,10.48
1258,-56.43,4.24
1293,15.28,-3.03
1312,57.87,24.0
1394,83.52,-0.99
1396,12.12,1.24
1407,162.3,-88.28
1419,64.77,-5.84
1458,18.55,15.37
1472,-64.9,-13.02
1481,89.37,-59.46
1599,1707.42,1164.3
1672,-10.07,-27.62
1707,57.91,-0.03
1714,27.2,-21.82
1719,256.01,160.08
1726,6.55,2.2
1747,47.5,16.41
1776,-15.93,-24.5
1823,-103.25,-53.6
1877,212.3,84.51
1910,90.91,-47.25
1973,109.09,-13.38
1985,44.76,-32.25
1991,-12.98,-1.59
2019,-14.97,-3.8
2168,-22.03,-10.09
2228,-15.87,-9.51
2234,85.6,-13.43
2345,7.95,-7.79
2449,15.8,-20.72
2484,83.64,-54.82
2487,93.97,-46.32
2540,530.61,-101.72
2578,86.66,-50.33
2614,16.93,16.58
2636,35.91,2.82
2702,-4.8,-5.78
2729,88.28,-53.16
2743,881.89,-535.32
2748,22.08,23.15
2755,22.64,-3.63
2869,1.64,-6.01
2889,41.0,-8.39
2913,140.69,21.83
2933,49.08,36.18
3001,122.24,53.53
3007,-16.27,-31.43
3079,18.72,1.27
3209,20.25,-3.17
3241,39.37,-6.4
3274,21.12,-4.29
3330,53.07,40.94
3351,40.18,-4.31
3395,-17.5,-4.67
3497,157.49,-742.32
116110,392.6,209.43
116184,9.98,-31.8
116248,15.37,0.73
116305,-19.25,-61.2
116345,23.06,-22.91
116347,-0.2,7.16
116399,32.59,15.23
116414,31.86,-7.55
116509,25.95,-8.06
116595,45.05,0.37
116679,53.65,-2.28
117011,-214.88,-111.18
117048,178.71,-90.96
117067,11.99,-15.08
117088,15.4,34.38
117114,3.73,124.85
117168,155.8,-98.43
117406,-4.13,1.34
117493,353.81,-79.67
117613,42.19,-11.63
117661,9.66,6.08
117815,-43.21,85.71
117871,3.7,5.65
117901,19.4,-24.52
118007,8.73,10.12
118061,236.17,45.02
118092,85.95,12.36
118096,11.58,-41.64
118105,20.68,12.69
118121,79.12,-60.8
118123,261.17,-24.93
118136,161.47,46.63
118179,-9.49,55.29
118270,9.09,-4.22
118321,216.61,106.59
118322,47.93,-22.95
507,20.14,1.37
620,22.17,7.39
703,5.45,6.4
814,-21.65,-20.34
903,27.25,4.03
1007,14.48,2.8
1074,10.82,17.7
1452,26.5,6.13
1649,128.91,43.96
1806,39.08,4.44
2115,45.54,-0.79
2764,47.11,9.03
2928,57.35,-44.04
3036,16.81,32.65
3053,-87.18,-28.38
3087,5.28,-6.19
3114,172.34,-11.69
3470,90.25,-3.14
3560,62.21,-7.92
3627,49.15,-302.78
3716,-154.03,-154.04
3899,9.58,9.92
3911,139.07,30.46
4266,5.47,-2.93
4926,20.18,0.97
5084,-5.96,17.55
5228,80.52,-30.24
5549,186.77,-196.87
5654,-34.71,-26.34
5953,7.86,-4.52
5964,11.59,0.98
6383,-151.33,-444.86
6916,-22.73,-0.6
7302,-0.88,-14.29
7560,50.56,-34.26
7568,34.69,21.77
7601,122.41,119.98
7637,51.55,-28.17
7931,-6.53,6.41
8018,-8.34,-33.18
8291,23.64,0.13
8374,92.37,37.31
8469,18.39,8.63
8499,57.3,-24.06
8550,-26.54,-22.32
8701,84.19,18.85
8783,17.38,10.04
8976,15.72,3.58
9052,66.71,22.42
9191,-66.85,15.29
9250,1.84,31.92
9386,0.06,-10.31
9697,11.39,11.54
10436,4.77,4.76
10594,-20.47,-10.05
10768,-13.02,-16.95
10806,19.01,-6.44
10809,16.27,20.42
10993,4.2,-20.76
11084,15.07,3.09
12078,-7.58,-8.69
12610,18.11,6.9
12823,-1.53,10.32
12921,-72.07,47.47
12931,-0.91,1.62
13195,9.6,-13.97
