#hip,pmra,pmdec
41340,4.43,-37.44
41344,3.63,-196.88
41358,-13.13,7.17
41378,-48.16,1.64
41398,-30.99,-5.06
41430,-19.27,-4.56
41470,-9.74,-3.26
41473,-3.33,-5.57
41518,-5.28,-7.56
41532,3.21,-16.98
41550,-4.01,-1.45
41569,66.01,-79.59
41584,-6.89,-7.02
41585,-5.67,-21.68
41613,-8.71,-3.9
41648,-16.51,-20.06
41652,-6.43,-3.61
41790,-20.94,-20.1
41792,-7.38,-36.47
37642,-6.59,-0.93
37704,-13.81,-20.39
37826,-626.55,-45.8
37848,1.02,-17.25
37886,2.3,-10.35
37971,-19.13,-23.64
37989,3.44,-6.04
38002,4.74,-0.3
38012,26.03,-12.96
38055,-9.03,-0.2
38101,13.27,-0.35
38122,-8.37,-25.95
38144,12.64,-11.88
38172,-123.32,-21.93
38201,-3.14,-8.8
38221,-35.93,-10.96
38228,-8.31,-10.48
38231,-3.68,-12.75
38261,25.23,-32.0
38287,-5.92,-7.75
38312,-21.19,7.06
38317,-11.15,-40.55
38318,-1.08,-6.76
38329,-11.0,-39.92
38341,-5.65,0.95
38342,27.23,-25.89
38363,-5.66,5.11
38364,0.19,-0.83
38385,5.03,-41.13
38391,15.53,-14.54
38442,0.97,-0.51
38456,15.84,-4.27
38480,-21.71,-33.41
38525,-0.07,-13.46
38538,-34.69,-30.1
38541,706.96,-1834.09
38564,88.27,-185.32
38586,35.44,-58.58
38620,-19.67,-11.14
38630,-61.5,-8.04
38643,-25.13,8.6
38663,-11.48,-12.95
38677,-54.6,-58.51
38679,-9.36,-0.48
38749,-13.25,-8.88
38778,-2.84,3.95
38797,13.01,-13.3
38832,36.96,0.14
38903,11.71,-47.06
38921,-17.47,-5.88
38941,-19.57,-9.32
38985,-44.7,-35.56
39031,3.39,1.13
39047,0.69,-11.98
39109,4.04,-4.01
39143,-24.42,-203.42
39157,-171.26,-1165.34
39200,-3.53,-15.09
39233,-22.55,-16.12
39259,-5.87,-31.81
39266,-16.91,-15.34
39276,-17.02,-18.59
39303,-4.33,-10.81
39306,-5.65,-22.03
39308,-4.1,-13.85
39393,-104.11,21.76
39401,-12.17,-4.88
39424,-25.52,-31.89
39459,-13.3,-25.3
39579,-28.87,-28.79
39603,0.44,-4.73
39605,4.09,-2.83
39607,3.04,-12.01
39614,-7.37,-1.59
39648,-1.86,7.33
39729,-6.25,1.95
39767,-18.31,-37.4
39777,-9.81,2.11
39792,-15.05,-110.36
39835,-17.52,-16.68
39888,-10.37,-21.24
39909,-2.97,-1.08
39939,2.17,22.9
39940,-2.18,11.93
39958,-10.63,-7.54
39969,-4.81,-16.31
39985,-16.1,-38.02
40007,-16.23,-28.89
40009,-4.33,4.45
40023,-73.35,-347.6
40075,-24.78,-21.68
40103,-6.72,-12.55
40157,-10.89,-25.95
40192,-6.14,-5.38
40200,3.95,-10.87
40209,-2.94,-0.71
40226,7.94,0.06
40234,-24.03,-33.76
40240,-11.12,-20.49
40278,-24.21,5.84
40311,-9.46,-9.12
40378,37.27,-43.79
40387,3.41,1.93
40401,-0.14,-18.22
40432,-2.94,-16.08
40484,-7.6,-7.57
40676,-31.73,-21.54
38094,-5.95,-2.22
38147,38.39,-7.91
38196,-7.48,-18.39
38202,-21.76,-8.93
38208,14.01,-46.43
38218,-10.25,-9.53
38270,-6.54,-2.07
38276,-65.65,-24.15
38281,-14.4,-17.41
38284,0.47,-4.85
38288,-0.85,-3.7
38360,2.55,-6.41
38503,-11.61,-5.14
38517,-10.01,-20.97
38519,5.77,-12.72
38524,-2.91,9.81
38533,-3.59,-5.96
38578,-22.74,-17.84
38597,-7.96,-17.07
38598,-23.76,-45.36
38638,-4.39,-5.62
38669,-5.47,-5.16
38730,-14.74,-48.21
38751,-8.7,-1.24
38767,-7.04,-3.81
38819,-0.46,-8.03
38837,-10.4,13.6
38848,-27.09,-41.9
38852,40.1,-116.56
38874,-25.77,-9.79
38954,-7.83,-38.14
38975,-8.16,-3.54
39046,-59.17,-24.36
39052,-14.57,-13.81
39067,-21.02,-15.61
39068,-238.43,-43.82
39120,-2.79,0.33
39125,-24.03,-6.08
39127,-54.24,-107.71
39171,-11.09,-14.45
39177,-11.48,-2.6
39178,-22.74,19.46
39226,-29.11,-13.76
39228,-18.65,-25.47
39236,4.12,-5.43
39247,-16.49,-10.79
39341,-4.83,-3.25
39351,-0.86,1.7
39358,14.26,-0.08
39412,1.53,-17.98
39416,24.86,-57.32
39427,-12.22,-24.68
39460,-11.8,-5.79
39477,-118.49,51.09
39507,1.8,7.62
39515,-172.55,-246.33
39567,-35.78,-63.81
39578,-8.31,-12.79
39601,-0.12,-10.54
39650,-47.99,-3.31
39708,20.26,-24.89
39793,-18.04,2.48
39809,-6.03,-36.08
39812,-86.88,46.86
39837,-24.81,-11.88
39839,5.3,8.5
39874,2.88,-13.72
39883,-9.67,1.78
39978,-0.23,7.33
39982,-5.4,-10.44
39990,-5.86,-8.85
39999,-81.48,-95.68
40058,-23.04,-15.88
40113,36.03,-14.88
40115,-4.31,8.14
40130,-9.67,-6.91
40133,-42.38,-258.66
40134,-125.24,-85.33
40151,-0.86,-6.4
40167,27.61,-151.73
40177,-15.41,-4.84
40184,4.14,-1.08
40187,-34.68,-37.75
40194,-0.71,-3.39
40202,-5.08,-0.68
40231,-12.45,-12.39
40232,-8.82,0.44
40289,-2.4,-5.35
40342,-0.16,13.53
40354,-18.83,-18.38
40375,-421.31,97.97
40410,-1.85,-1.23
40420,-47.41,-226.39
40458,-2.54,-32.01
40483,-16.66,-14.16
40525,22.08,0.24
40564,-0.75,-20.06
40657,9.88,-13.76
40675,-18.8,-5.12
40686,-2.27,-10.34
40719,22.46,-97.85
40754,-11.18,-15.1
40759,-7.39,5.42
40761,34.91,25.95
40835,0.23,-4.66
40904,2.04,-16.57
40977,-114.06,18.49
40989,-6.86,-20.51
39158,-12.4,-8.37
39169,-9.23,-10.01
39180,9.8,-8.24
39215,-25.91,-14.34
39260,-7.39,-10.44
39296,-10.8,-19.58
39344,8.79,-0.4
39410,-11.93,-23.11
39422,177.7,-171.57
39428,13.93,-27.38
39434,-15.45,-30.75
39447,-41.62,-3.49
39465,-16.26,-4.41
39499,-42.91,-28.93
39503,-21.59,9.88
39528,-34.48,37.44
39535,-25.76,-19.52
39546,-127.12,-86.04
39548,-0.23,-1.65
39587,-7.51,-3.66
39624,3.88,39.53
39644,-3.54,-1.73
39659,-5.97,-9.06
39681,-127.82,-49.33
39686,-48.82,-47.82
39705,-7.4,-36.14
39711,-37.7,-8.4
39737,-11.47,-2.42
39749,-96.2,-39.15
39780,23.0,-66.42
39788,-2.67,-12.19
39790,16.43,-29.3
39805,-21.97,-12.3
39811,-3.49,-2.13
39816,-35.09,-93.47
39826,-298.51,-352.69
39869,2.77,-1.42
39893,-0.96,-385.51
39934,-19.67,-7.2
39941,-18.4,-11.65
39950,-318.6,-64.99
39991,-26.01,-11.89
40054,13.25,-16.4
40102,-9.66,-6.64
40120,-5.7,-4.16
40216,-0.62,-2.87
40266,-4.56,-2.94
40270,-1.47,-69.06
40293,-37.81,-10.51
40306,-10.07,-8.16
40325,0.94,0.19
40327,-11.54,-19.35
40361,4.37,-4.83
40399,-100.08,18.49
40404,-2.13,-1.36
40421,-14.31,-14.13
40471,-15.26,6.38
40529,-3.48,-8.07
40544,-23.56,-11.56
40565,29.68,-20.55
40571,-13.4,-37.97
40650,-2.41,-5.07
40696,-30.22,-16.84
37997,-5.71,0.3
38021,-43.29,151.72
38022,29.64,6.02
38025,12.18,2.53
38040,-4.18,2.15
38043,-0.82,-2.51
38057,-5.66,0.77
38077,6.31,-10.69
38093,-4.76,-0.56
38119,-7.93,-5.06
38153,-4.24,-0.52
38194,-1.5,-3.35
38207,-20.24,-35.07
38213,1.77,-46.66
38243,-5.23,-1.11
38260,-5.6,-4.12
38263,-10.35,1.01
38265,-6.84,-9.05
38273,18.53,-29.12
38301,-34.34,28.37
38322,-4.44,4.29
38362,-0.37,2.73
38368,-11.79,-6.79
38374,-78.07,-188.47
38444,2.87,-27.04
38445,8.84,-8.19
38468,14.45,2.34
38472,-6.31,-12.13
38491,-12.87,-16.58
38505,-0.45,1.64
38547,-40.8,-66.25
38672,-2.09,-13.29
38676,-1.65,-17.73
38682,-18.59,-5.28
38685,-3.59,3.26
38708,-11.61,-8.53
38712,-7.35,-89.88
38734,-15.4,-8.18
38750,210.16,-98.53
38781,-6.44,-2.08
38786,-7.91,-8.67
38802,-1.61,-8.37
38807,-2.23,-0.94
38810,-9.69,-4.55
38823,-4.16,-12.98
38829,-16.6,-10.13
38843,-8.67,-10.34
38868,0.51,-23.22
38884,-16.64,-2.68
38930,-13.95,1.77
38945,-9.83,-9.16
38989,6.27,-23.9
38992,447.61,24.39
39000,44.14,11.14
39006,-7.61,-27.99
39025,-11.55,-3.85
39032,-6.83,-12.44
39040,-0.34,-12.6
39058,-109.53,11.32
39096,123.31,-150.6
39134,-14.92,19.52
39140,-8.23,1.54
39164,7.09,-6.5
39181,3.07,-5.87
39183,-8.05,-3.44
39209,-3.38,3.49
39212,-25.25,-37.63
39258,-3.54,-11.13
39271,-0.07,25.56
39322,-11.52,-9.38
39343,-13.63,-2.53
39359,-4.64,1.15
39398,-3.78,-6.21
39403,-9.66,-8.76
39404,-22.2,-8.65
39405,-23.23,-119.45
39418,-126.12,-56.74
39453,1.82,-19.3
39469,-12.22,-10.19
39488,-37.66,-2.39
39490,-7.15,3.94
39495,78.06,-148.05
39506,268.4,17.49
39522,-9.54,-0.24
39550,-2.36,-4.74
39558,-5.93,-7.9
36831,3.0,-4.61
36894,1.12,-13.04
36925,-1.92,-7.95
37011,-7.84,-3.06
37054,6.77,16.42
37067,-7.77,-15.05
37072,22.62,-115.86
37084,18.17,-21.26
37107,-15.58,-87.2
37121,-1.92,-42.28
37144,-6.98,-11.73
37165,9.13,20.49
37180,-9.33,-12.97
37203,5.44,-13.67
37210,-7.22,1.28
37214,-7.31,-2.8
37246,53.49,-197.77
37269,-3.51,0.9
37278,-20.13,4.8
37295,-0.25,-14.22
37298,19.91,-12.34
37381,-45.96,-54.46
37387,0.77,2.36
37400,31.36,6.82
37412,-352.75,-158.46
37428,-6.83,-12.22
37438,-4.59,-8.33
37442,11.69,-42.56
37476,-4.16,-15.82
37479,-4.88,3.45
37517,-8.89,-19.63
37522,-12.52,-18.55
37540,-1.44,-26.16
37579,-19.48,-26.88
37636,-23.2,15.83
37644,-23.59,-32.25
37650,-8.03,-2.59
37691,-15.18,-10.31
37722,69.46,-110.87
37740,-23.39,-54.57
37745,-0.68,0.57
37747,14.26,-19.42
37783,-11.73,5.47
37788,10.82,-3.92
37799,12.38,-6.66
37811,-4.78,-0.56
37820,6.12,-12.36
37908,-75.86,-51.78
37909,29.94,-5.95
37914,-7.34,-6.02
37984,-2.6,-5.46
37986,8.05,0.67
37988,-7.17,-25.41
38019,-12.28,-16.98
38027,3.19,-4.44
38042,-13.46,-1.82
38046,-12.51,-8.9
38082,1451.48,-989.9
38092,18.48,-20.95
38106,-9.68,-1.49
38113,-6.74,-2.13
38135,-11.57,-38.94
38163,9.61,-20.62
38247,13.48,-42.46
38252,-6.76,-0.89
38308,-9.86,1.42
38321,-6.15,13.87
38332,6.18,-27.18
38352,-14.0,-11.53
38390,-5.95,-7.14
38394,-50.06,-37.91
38465,-11.06,-1.98
38492,-89.92,-59.4
38495,-2.61,-2.4
38501,-1.6,-13.54
38506,-2.75,-4.79
38514,-85.34,-209.27
38528,7.98,4.69
38529,5.37,2.63
38561,-10.65,-29.4
38601,0.97,-17.34
38603,18.81,-11.2
38648,30.43,-16.35
38657,93.0,-454.43
38661,-1.12,0.66
38678,-14.83,0.69
38711,-7.7,-5.91
38722,-14.72,-39.65
38752,-3.63,7.15
38753,-1.5,6.34
38755,-138.03,-149.1
38761,-25.73,-18.36
38777,3.88,-14.67
38785,-9.16,-143.46
38814,-9.3,-27.0
38856,-16.86,0.71
38871,-18.55,-54.37
38890,-23.32,-50.76
38899,-38.97,-37.12
38935,1.87,-3.74
39002,-3.09,3.75
39018,-8.25,3.21
39022,-12.98,-22.17
39064,181.25,-544.95
39077,-18.57,-21.27
39087,0.29,-18.52
39148,-15.33,-31.65
39191,16.56,7.52
39194,-18.95,-27.75
39223,-35.75,-7.77
39235,-8.9,-16.86
39263,-25.11,12.29
39297,-0.05,-4.17
39387,-13.87,-10.51
35617,-4.51,-9.05
35624,-8.78,-7.31
35639,8.63,-9.01
35659,-56.33,4.74
35664,-3.81,-10.94
35666,-13.59,-19.44
35836,-24.08,-47.52
35846,-67.66,-28.82
35891,-22.43,-40.29
35931,-2.02,-33.72
35941,12.22,14.96
35948,-5.78,-0.71
35958,4.92,-6.0
35967,-10.86,0.93
36046,-122.66,-84.03
36087,-10.64,3.14
36110,-0.99,-11.6
36111,-3.68,-10.98
36139,-24.97,-23.45
36157,-0.54,-5.81
36197,-9.95,-2.7
36220,-24.77,-16.1
36221,-8.21,-15.45
36243,-56.56,-105.28
36262,-8.06,0.6
36268,-6.85,-20.72
36272,-23.24,-155.72
36291,-18.25,-8.0
36322,-9.76,-17.59
36325,14.56,24.11
36326,11.97,-68.09
36357,157.85,175.95
36366,159.09,193.29
36383,-12.79,-3.52
36393,-32.68,-52.49
36416,-13.98,0.44
36429,-30.46,-26.84
36454,-7.49,-12.65
36479,-4.52,-14.75
36480,-58.52,-198.67
36483,0.01,-5.19
36484,-12.39,-22.47
36509,-46.22,-41.9
36530,-3.03,-12.47
36581,1.08,-3.16
36601,-4.79,-1.09
36647,-38.2,-73.11
36651,-2.48,-13.23
36684,-16.94,-33.37
36718,-4.29,-6.18
36725,3.19,-8.02
36751,1.15,33.11
36757,2.42,-3.15
36765,-9.6,-6.27
36815,15.66,-5.46
36835,-0.83,-3.32
36841,3.81,0.52
36846,-26.29,23.13
36850,-191.45,-145.19
36859,-2.11,-47.57
36874,129.27,-351.97
36896,-24.31,5.62
36907,-3.7,-0.62
36912,-8.32,2.18
36919,-3.44,7.04
36962,-34.12,-106.96
37014,0.95,-31.18
37035,-15.36,-20.53
37064,24.79,-41.58
37071,-5.81,-11.96
37095,-11.29,-0.12
37108,-8.74,-19.53
37131,-12.36,-10.83
37176,5.22,-14.47
37191,3.17,-8.75
37194,-17.82,-20.06
37195,-27.55,7.29
37201,2.18,-4.56
37267,-162.8,-199.0
37337,35.5,-60.16
37339,-13.36,-40.16
37407,-8.49,-0.48
37434,-35.7,-39.22
37452,-19.52,-16.9
37456,-8.0,-1.86
37545,-9.69,-8.66
37559,21.58,1.22
37575,4.65,-15.88
37602,18.54,-23.46
37629,62.66,-230.32
37693,-1.7,-3.28
37761,1.14,-11.78
37991,33.17,-157.39
34810,-57.61,-259.19
34858,-0.45,-11.27
34859,3.57,-4.54
34865,-18.0,-79.23
34902,-55.21,-218.06
34909,14.87,-42.32
34913,-24.88,-9.76
34918,2.49,-7.49
34936,-11.8,-7.28
34947,-3.31,-23.41
34959,2.52,-9.93
35006,-2.8,-3.87
35041,-5.03,3.03
35053,-4.34,-2.67
35068,-1.74,-4.57
35071,212.61,-174.57
35082,-6.32,-8.66
35086,-16.86,-27.7
35124,-13.32,10.54
35143,-3.29,-33.74
35219,-2.49,22.5
35266,21.62,-17.25
35268,2.39,-22.17
35275,10.38,-18.28
35350,-44.43,-36.61
35362,-7.67,-2.17
35369,-9.09,-4.2
35389,-8.79,-7.49
35392,1.45,-12.91
35404,2.2,-17.37
35411,-4.87,-2.16
35438,-3.58,2.79
35501,13.21,-5.62
35548,3.9,-17.75
35551,-8.41,-11.26
35577,-7.82,-1.42
35587,1.6,-7.02
35591,9.6,-16.53
35620,-10.4,-17.24
35646,-10.45,0.53
35658,6.14,-15.2
35720,-2.0,-2.5
35730,-12.58,-8.76
35760,4.62,-29.98
35772,-6.6,-3.97
35796,-8.99,7.28
35803,-37.07,-43.25
35804,-18.83,-14.52
35812,-9.2,-5.41
35818,-5.26,-4.43
35872,84.14,-425.43
35875,-21.78,-5.15
35933,-1.28,-1.22
35972,-6.57,-2.7
36060,0.28,-12.36
36073,-4.26,-5.83
36077,-9.29,-8.16
36078,-10.39,-6.64
36099,-13.55,-2.04
36107,0.54,-7.65
36122,-15.97,-19.29
36153,-17.98,-7.52
36173,-6.18,-0.4
36209,7.27,-16.25
36212,-6.67,-11.22
36231,-3.8,-6.56
36278,-43.44,-89.36
36340,-7.76,-16.17
36376,-4.4,-2.93
36406,-5.91,-5.61
36408,-25.88,24.77
36410,0.1,-18.57
36449,-1.49,-7.84
36455,-16.93,-35.72
36485,-42.13,-21.06
36497,-32.32,-30.05
36551,74.91,-289.42
36564,-10.64,-8.04
36602,-13.62,4.66
36616,41.29,-74.8
36637,-219.59,-182.9
36660,-5.92,-25.79
36689,-18.71,-4.74
36709,-4.34,-21.07
36716,-6.57,-1.75
36739,-15.3,-7.24
36755,3.46,-7.01
36760,-28.64,-12.86
36771,7.45,-49.06
36822,-14.84,-13.61
36826,-3.02,-7.26
36838,-3.64,-4.07
36849,6.88,-296.12
36903,-7.1,-20.86
36921,-9.0,-9.52
37009,-16.75,-24.81
37019,-2.12,0.39
37045,-16.35,-14.27
37066,3.57,-29.42
37074,-0.99,-2.52
37135,-27.06,-8.08
37136,28.88,-92.69
37147,-3.67,-6.03
37151,-8.13,-7.06
37160,15.52,-2.85
37242,3.27,-12.21
37254,-8.95,5.87
37282,-17.46,5.42
37300,3.16,1.4
37404,-3.48,-7.75
37436,-2.34,8.55
37453,-11.99,-8.05
37472,0.21,-11.16
37486,-3.24,0.25
37491,13.51,38.57
37499,-27.11,-0.16
37508,-36.97,-25.08
37521,-1.53,-11.21
37585,-18.92,-17.54
37591,-11.92,-12.86
37622,-51.73,-472.67
37662,-9.85,-0.92
37665,3.47,-2.56
37685,-11.92,-22.37
37708,-17.99,-13.47
37723,-12.92,-18.88
37759,-17.56,1.59
37769,-0.44,-2.31
37797,-1.63,-12.4
37836,-6.37,-6.17
37911,-10.91,-14.01
37920,-10.24,-11.44
37922,21.34,-17.23
37947,-2.07,-2.95
37967,-11.21,-5.45
38005,-19.3,-48.38
38009,-4.25,-4.43
38026,-4.35,-7.18
34978,-3.41,-2.21
34984,0.55,1.27
35008,-1.42,-3.85
35043,-0.68,-14.96
35062,-3.31,-1.43
35063,-32.23,-10.19
35077,-6.31,-0.76
35101,-38.77,-26.25
35103,2.43,-2.64
35120,24.36,3.09
35199,-9.11,-3.36
35215,63.93,-14.56
35227,-5.52,2.47
35234,-0.99,-11.4
35248,-4.16,-21.0
35269,-12.03,-15.63
35278,-7.72,-8.16
35310,4.93,-118.16
35320,-2.81,0.87
35405,-7.05,-47.01
35419,1.81,-28.12
35446,-5.61,1.02
35458,-4.83,-3.43
35482,-0.16,-1.43
35484,-7.75,-1.18
35500,-0.44,-11.6
35509,60.62,-59.34
35519,75.6,-460.84
35541,5.79,-19.85
35601,-38.47,-46.92
35614,-6.15,-7.02
35619,-3.93,-17.88
35657,-20.61,-4.57
35750,185.11,-314.83
35756,151.24,-268.59
35758,-13.68,-9.69
35776,27.54,-32.52
35777,0.29,-2.62
35784,-0.89,-3.48
35788,-9.3,3.88
35808,-6.83,-5.14
35873,27.64,-43.7
35876,2.38,-8.55
35894,-13.48,-15.5
35915,1.27,-7.0
35929,-12.77,-9.43
35935,-0.45,-0.11
35987,-15.57,-14.83
35994,-1.68,-5.18
36005,-3.65,-19.24
36006,-7.3,-9.64
36027,0.95,-4.54
36041,-4.3,-8.2
36042,2.32,-0.93
36048,13.35,-18.08
36059,-48.39,-27.86
36082,26.52,-40.44
36123,-36.48,0.34
36141,-5.53,-10.38
36188,-51.76,-38.29
36189,-4.7,-3.23
36191,-1.03,-2.13
36205,9.67,9.65
36253,-3.57,-2.93
36261,8.34,-0.36
36265,-2.39,-44.19
36284,-61.09,10.7
36290,-68.44,-269.94
36339,-55.06,-39.53
36371,-9.02,-18.34
36374,-27.51,10.28
36385,-3.92,6.07
36387,11.22,-25.74
36389,-48.33,9.3
36417,4.9,0.26
36418,-2.44,0.3
36425,-0.57,-18.85
36458,-0.21,-23.87
36487,-20.86,-4.1
36505,-7.82,1.08
36524,10.05,1.61
36535,-8.71,-6.51
36553,-19.19,-14.24
36606,-2.21,-1.83
36620,-28.55,65.43
36631,-0.47,-39.22
36664,-3.19,3.71
36675,-6.04,-15.71
36733,-8.59,-2.88
36746,-13.35,-15.31
36749,-5.01,-7.9
36752,5.45,-3.17
36767,35.64,-28.14
36796,-29.97,-14.78
36810,-3.78,0.2
36843,-20.33,-9.54
36888,2.85,-12.89
36900,1.35,-1.23
36911,-1.98,-5.59
36922,-27.09,-8.62
36970,-1.58,-2.45
37024,-8.3,-5.18
37027,-0.96,0.06
37031,-109.28,27.53
37038,6.05,-14.78
37048,-14.55,-3.74
37053,-12.5,-4.31
37092,-5.26,-3.69
37168,-11.01,-7.58
37232,29.91,-49.19
37256,-16.13,-6.56
37258,-28.43,11.58
37264,-6.64,6.44
37328,-5.19,5.0
37338,-6.26,5.02
37351,3.48,-2.21
37355,-30.78,14.2
37370,1.32,-5.86
37376,-287.47,57.28
37398,3.96,0.25
37405,-22.71,-92.75
37408,-7.27,-0.38
37435,-7.79,0.12
37459,-3.55,0.72
37484,-20.56,-30.26
37492,-5.53,-5.01
37518,10.61,-40.52
37558,-9.04,-4.43
37574,2.31,-5.1
37582,-27.83,-0.75
37592,-2.36,-18.18
37656,8.46,-5.43
37657,-24.9,-12.03
37679,-38.66,-7.71
37749,-5.25,-5.53
37755,5.3,-7.95
37786,1.04,-7.01
37839,-4.35,-3.85
37852,-0.86,-3.64
37871,-0.32,-33.84
37921,-30.22,-24.5
37969,6.05,-6.28
34487,14.28,-42.79
34500,0.45,-10.99
34522,6.89,-0.87
34532,-12.64,-17.86
34567,-122.89,-174.66
34576,-4.97,-61.11
34582,-13.42,-23.96
34626,4.72,-53.72
34677,10.85,12.01
34693,-31.21,-48.92
34722,-18.32,-33.24
34733,-16.98,2.07
34735,-10.7,-16.15
34740,-2.97,-17.34
34745,-4.26,-23.28
34799,18.41,-17.02
34800,-8.96,-22.88
34830,-0.2,-26.83
34846,-14.25,-14.96
34860,16.47,-93.87
34861,-7.19,-3.56
34881,-13.12,-8.57
34883,-5.08,-19.49
34885,-8.78,-6.88
34920,-22.22,-17.73
34943,-13.0,-8.49
34950,-405.58,-87.36
34957,-5.27,-15.28
34977,-13.23,-61.38
34995,0.31,-11.02
35022,-50.53,-35.32
35025,53.75,-88.67
35032,-22.43,1.36
35048,-6.04,-11.2
35064,-4.33,-3.61
35065,-8.53,-3.73
35066,-13.08,-16.1
35070,-36.52,-1.19
35130,-3.5,-18.88
35152,-12.8,-2.69
35162,-1.51,-9.77
35191,-37.4,-195.77
35193,-6.81,-3.27
35253,57.78,-131.58
35272,-22.41,-44.97
35273,-27.44,-7.73
35298,-4.51,-22.43
35333,-17.1,-4.99
35336,-49.45,-52.33
35345,-4.43,-22.58
35372,-4.7,-3.32
35377,156.89,-157.78
35381,-2.12,-8.88
35414,7.48,-10.68
35428,2.62,-10.13
35435,-13.11,-36.13
35443,-13.34,-20.17
35486,-6.0,9.95
35494,-14.53,-1.12
35563,-6.72,-9.06
35565,-3.42,-4.16
35582,-4.41,-43.25
35637,-5.24,9.05
35667,1.92,1.64
35713,46.67,-3.62
35721,-1.36,-10.66
35732,-3.18,-2.74
35759,-2.7,-95.54
35903,-26.16,-14.68
33861,-2.3,-3.26
33890,-1.37,1.52
33906,-3.12,-6.31
33911,-13.77,-20.88
33926,-4.62,-12.97
33927,-6.74,-0.25
33962,-2.14,-3.63
33992,-0.07,3.11
33999,0.79,-5.74
34016,-12.07,-18.64
34073,-7.39,-9.58
34088,-7.29,-0.41
34172,3.85,-3.37
34180,-6.49,-4.64
34182,-1.61,-9.71
34218,-8.69,-9.04
34228,-6.13,-23.41
34243,0.03,-6.6
34271,-89.98,-78.56
34300,-25.42,-28.39
34317,-83.83,-206.28
34351,8.1,-21.91
34356,-8.82,-4.28
34369,0.81,5.46
34418,-13.26,-1.08
34433,-12.88,-18.64
34452,-5.11,-5.49
34493,-2.81,4.26
34520,-5.65,-17.87
34524,33.33,-44.09
34583,17.69,-12.19
34608,-174.08,-473.37
34630,-18.47,-254.93
34640,-81.09,-115.78
34650,-9.82,-8.37
34653,147.76,-280.98
34656,28.67,-14.51
34660,-3.64,-1.66
34690,5.81,-22.63
34704,5.22,-7.02
34723,12.6,-21.79
34749,-4.02,-0.45
34764,-6.21,-15.88
34775,2.0,-16.11
34779,43.08,-35.73
34819,-18.96,-45.36
34845,-11.74,-18.58
34856,-33.01,-28.32
34900,7.81,-12.39
35011,-15.0,-12.98
35019,-11.53,-4.03
35046,-25.43,-3.74
35074,-9.07,-0.97
35099,-5.18,-8.26
35106,-3.1,-8.83
35126,-0.27,-5.72
35222,-2.93,-17.01
35224,-7.91,-18.37
35280,-23.58,-24.3
35324,-6.91,-6.03
35331,-10.51,-2.17
35344,-7.8,-10.56
35429,-5.67,-10.42
35459,-35.28,-113.53
35481,-6.38,-1.61
35510,-2.75,-22.55
35521,-21.05,-13.53
35537,26.86,-32.15
35545,5.83,-12.81
35550,-15.13,-9.79
35573,1.11,-11.36
35575,0.68,-0.98
35596,-9.21,-3.44
35616,12.02,11.91
35673,-0.8,-2.45
35693,1.29,-26.93
35699,-61.46,-23.61
35703,-11.64,-3.6
35774,-5.11,-11.15
35801,-42.67,-0.54
35807,-1.41,-2.01
35820,-6.44,-7.53
35842,-26.2,-36.56
35888,-7.11,-9.08
35909,5.51,-13.99
35914,-67.06,-54.92
35928,-4.03,-12.09
35930,-41.42,-59.35
35969,-3.17,-9.12
36000,-0.04,-11.62
36035,-4.71,-25.62
36086,-4.75,-7.31
36135,8.08,-4.84
36152,-313.99,-27.03
36156,1.15,-11.35
36161,-13.17,-4.0
36174,-41.84,-235.41
36180,-20.67,-159.28
36215,-266.6,-144.4
36232,-10.43,-4.88
36238,-55.63,-120.43
36249,116.62,-70.21
36279,-23.1,-52.97
36307,-127.22,-26.16
36319,117.42,-248.15
36350,-2.68,-4.7
36369,-3.97,1.59
36370,-9.43,-2.59
36386,8.02,-23.2
36411,17.5,-3.09
36468,-4.4,-1.23
36481,59.29,-127.56
36491,29.48,-436.31
36506,-9.05,3.14
36513,160.2,-233.7
36560,229.17,1.65
36573,6.84,-14.53
36603,-7.16,-5.13
36607,127.78,-166.64
36623,-7.22,-2.99
36663,-8.83,-36.1
36690,-22.13,-15.99
36691,-22.36,-15.53
36708,-3.63,-1.88
36789,-6.01,-6.36
36853,168.44,-99.67
36864,19.31,-13.25
36883,-2.1,-11.85
36887,-8.06,22.08
36898,43.88,-4.12
33509,-0.26,0.15
33512,-4.42,-2.0
33546,24.66,-27.35
33550,-5.57,10.67
33552,-1.1,-2.79
33561,5.0,-2.27
33584,-31.43,-21.65
33606,2.09,-1.14
33608,-17.72,-28.87
33623,-8.95,-9.59
33627,-0.03,-2.13
33644,-9.15,-7.68
33667,10.21,-11.63
33684,-4.64,-0.14
33748,-5.46,0.56
33753,-8.05,0.07
33789,-4.37,-22.43
33810,-0.82,-13.28
33832,-4.99,-4.01
33848,-31.57,27.91
33851,3.13,-674.11
33875,-3.69,-3.67
33884,-0.43,-0.07
33910,-1.63,-6.86
33917,-16.77,8.42
33925,-1.01,-0.92
33944,-1.04,-4.82
33947,-11.83,4.02
33965,-0.31,-19.17
33974,-0.1,-0.72
33995,-41.66,-78.68
34002,-23.25,2.99
34033,-1.85,-11.66
34038,-0.39,-3.08
34055,-6.74,-6.17
34056,1.62,-5.4
34076,-11.63,-14.27
34121,-8.84,-12.88
34143,-6.88,-4.8
34144,-0.54,-2.03
34157,-3.88,-6.15
34173,-7.35,0.35
