#time X Y Z
2018-10-02_19:18:22 -4.382317998255625E7 -2.553084367951094E7 2.0058760086712745E8
2018-10-04_04:14:03 -4.105428982011632E7 -2.4282375585511982E7 2.0137434937019554E8
2018-10-05_13:09:43 -3.827675879333101E7 -2.3028796962615505E7 2.021187196083341E8
2018-10-06_22:05:24 -3.5491177253189236E7 -2.1770375130495828E7 2.028205857580728E8
2018-10-08_07:01:05 -3.269813681907568E7 -2.0507378304241084E7 2.0347983358714217E8
2018-10-09_15:56:46 -2.9898230151237637E7 -1.924007549033197E7 2.0409636046570167E8
2018-10-11_00:52:27 -2.7092050719131313E7 -1.7968736380568717E7 2.046700753717123E8
2018-10-12_09:48:07 -2.428019257087282E7 -1.669363124631664E7 2.052008988890103E8
2018-10-13_18:43:48 -2.146325010402629E7 -1.5415030833159102E7 2.0568876319817248E8
2018-10-15_03:39:29 -1.8641817836598616E7 -1.4133206255475692E7 2.0613361206044802E8
2018-10-16_12:35:10 -1.5816490180324107E7 -1.2848428891854808E7 2.0653540079454762E8
2018-10-17_21:30:51 -1.2987861214237703E7 -1.1560970280482471E7 2.0689409624672696E8
2018-10-19_06:26:31 -1.01565244609006E7 -1.0271102015541514E7 2.072096767540508E8
2018-10-20_15:22:12 -7323072.664087064 -8979095.644113913 2.0748213210117027E8
2018-10-22_00:17:53 -4488097.568509655 -7685222.56384643 2.0771146347078001E8
2018-10-23_09:13:34 -1652189.7020444858 -6389753.921588013 2.0789768338790154E8
2018-10-24_18:09:15 1184061.8399922247 -5092960.512815347 2.080408156582438E8
2018-10-26_03:04:55 4020069.607501368 -3795112.6822913256 2.0814089530073968E8
2018-10-27_12:00:36 6855248.006122636 -2496480.225562146 2.0819796847443393E8
2018-10-28_20:56:17 9689013.50449476 -1197332.291785903 2.0821209239982474E8
2018-10-30_05:51:58 1.2520784839863341E7 102062.7128230389 2.0818333527470148E8
2018-10-31_14:47:39 1.5349983215392452E7 1401437.2179026972 2.0811177618467245E8
2018-11-01_23:43:19 1.817603250444243E7 2700524.585183461 2.079975050081976E8
2018-11-03_08:39:00 2.099835944132697E7 3999059.198684219 2.0784062231643608E8
2018-11-04_17:34:41 2.3816393813851357E7 5296776.555859144 2.0764123926781523E8
2018-11-06_02:30:22 2.6629568650990386E7 6593413.356663131 2.073994774974857E8
2018-11-07_11:26:03 2.9437320406896286E7 7888707.5910700075 2.071154690017668E8
2018-11-08_20:21:43 3.2239089141114794E7 9182398.624981515 2.0678935601772964E8
2018-11-10_05:17:24 3.503431869472381E7 1.0474227284396764E7 2.064212908981387E8
2018-11-11_14:13:05 3.782245686238951E7 1.1763935937829414E7 2.060114359819593E8
2018-11-12_23:08:46 4.06029555604291E7 1.3051268577003445E7 2.055599634606407E8
2018-11-14_08:04:27 4.3375270990152165E7 1.4335970895501163E7 2.0506705524056828E8
2018-11-15_17:00:07 4.6138863797506474E7 1.5617790365801895E7 2.045329028017078E8
2018-11-17_01:55:48 4.8893199227849565E7 1.68964763141904E7 2.039577070529281E8
2018-11-18_10:51:29 5.1637747276766285E7 1.8171779993928652E7 2.0334167818400204E8
2018-11-19_19:47:10 5.4371982836057425E7 1.9443454656302657E7 2.0268503551467952E8
2018-11-21_04:42:51 5.70953858354215E7 2.071125561976933E7 2.0198800734086838E8
2018-11-22_13:38:31 5.9807441379767805E7 2.1974940337167688E7 2.0125083077803674E8
2018-11-23_22:34:12 6.250763988254887E7 2.323426846119084E7 2.0047375160183033E8
2018-11-25_07:29:53 6.519547719028862E7 2.4489001905841816E7 1.9965702408740076E8
2018-11-26_16:25:34 6.787045471127048E7 2.5738904909942627E7 1.9880091084376338E8
2018-11-28_01:21:15 7.053207953034699E7 2.6983744094267476E7 1.9790568264847955E8
2018-11-29_10:16:55 7.317986452377985E7 2.822328851877943E7 1.9697161827876788E8
2018-11-30_19:12:36 7.581332846813829E7 2.945730973719387E7 1.9599900434091094E8
2018-12-02_04:08:17 7.843199614429E7 3.0685581849343352E7 1.9498813509782946E8
2018-12-03_13:03:58 8.103539843654773E7 3.190788155136311E7 1.9393931229501295E8
2018-12-04_21:59:39 8.362307242708111E7 3.31239881837413E7 1.9285284498496926E8
2018-12-06_06:55:19 8.619456148514524E7 3.433368377703165E7 1.9172904935068184E8
2018-12-07_15:51:00 8.874941535199614E7 3.5536753095601514E7 1.905682485279179E8
2018-12-09_00:46:41 9.128719022044903E7 3.673298367895574E7 1.8937077242721123E8
2018-12-10_09:42:22 9.380744881049313E7 3.7922165881246895E7 1.881369575550455E8
2018-12-11_18:38:03 9.630976043951182E7 3.910409290833706E7 1.8686714683528617E8
2018-12-13_03:33:43 9.879370108880353E7 4.027856085314523E7 1.8556168943012974E8
2018-12-14_12:29:24 1.0125885346509531E8 4.1445368728707366E7 1.8422094056153372E8
2018-12-15_21:25:05 1.0370480705796534E8 4.2604318499350086E7 1.8284526133273003E8
2018-12-17_06:20:46 1.0613115819283286E8 4.375521510982239E7 1.8143501855016467E8
2018-12-18_15:16:27 1.0853751008080092E8 4.4897866512981E7 1.799905845451631E8
2018-12-20_00:12:07 1.1092347285967456E8 4.603208369335973E7 1.7851233699890468E8
2018-12-21_09:07:48 1.1328866363951814E8 4.715768069292561E7 1.7700065876264173E8
2018-12-22_18:03:29 1.1563270653552988E8 4.827447463087739E7 1.754559376836789E8
2018-12-24_02:59:10 1.1795523270109224E8 4.938228572356512E7 1.7387856642947486E8
2018-12-25_11:54:51 1.2025588035582899E8 5.0480937302088E7 1.7226894231312063E8
2018-12-26_20:50:31 1.2253429480986953E8 5.157025582812197E7 1.70627467119567E8
2018-12-28_05:46:12 1.247901284839294E8 5.2650070907804854E7 1.6895454693312848E8
2018-12-29_14:41:53 1.2702304092589901E8 5.372021530398004E7 1.6725059196589276E8
2018-12-30_23:37:34 1.2923269882357341E8 5.478052494663622E7 1.655160163875814E8
2019-01-01_08:33:15 1.3141877601379555E8 5.583083894166234E7 1.6375123815685835E8
2019-01-02_17:28:55 1.335809534881365E8 5.687099957796787E7 1.6195667885421005E8
2019-01-04_02:24:36 1.3571891939532062E8 5.790085233306335E7 1.6013276351640925E8
2019-01-05_11:20:17 1.3783236904024684E8 5.892024587703158E7 1.5827992047287795E8
2019-01-06_20:15:58 1.3992100487992066E8 5.9929032075031176E7 1.5639858118382445E8
2019-01-08_05:11:39 1.4198453651631078E8 6.092706598833508E7 1.544891800802312E8
2019-01-09_14:07:19 1.440226806861446E8 6.191420587391606E7 1.5255215440583253E8
2019-01-10_23:03:00 1.460351612483392E8 6.289031318291168E7 1.5058794406041506E8
2019-01-12_07:58:41 1.4802170916527456E8 6.385525255611822E7 1.4859699144829464E8
2019-01-13_16:54:22 1.499820624878673E8 6.4808891821357965E7 1.465797413222837E8
2019-01-15_01:50:03 1.5191596633093506E8 6.5751101986158185E7 1.4453664063644493E8
2019-01-16_10:45:43 1.5382317284942937E8 6.668175723085931E7 1.4246813839742738E8
2019-01-17_19:41:24 1.55703441211158E8 6.760073490003896E7 1.4037468551883116E8
2019-01-19_04:37:05 1.5755653756700465E8 6.850791549273051E7 1.3825673467777035E8
2019-01-20_13:32:46 1.5938223501854596E8 6.940318265138727E7 1.361147401739929E8
2019-01-21_22:28:27 1.611803135837484E8 7.028642314989485E7 1.3394915779091708E8
2019-01-23_07:24:07 1.629505601599571E8 7.115752688028917E7 1.3176044465988776E8
2019-01-24_16:19:48 1.646927684852519E8 7.201638683864768E7 1.2954905912647599E8
2019-01-26_01:15:29 1.6640673909774572E8 7.28628991099743E7 1.2731546061960861E8
2019-01-27_10:11:10 1.6809227929311836E8 7.369696285220338E7 1.2506010952331203E8
2019-01-28_19:06:51 1.6974920308050236E8 7.451848027938096E7 1.2278346705108723E8
2019-01-30_04:02:31 1.7137733113671815E8 7.532735664401802E7 1.2048599512294677E8
2019-01-31_12:58:12 1.7297649075892237E8 7.612350021865188E7 1.1816815624518062E8
2019-02-01_21:53:53 1.7454651581597432E8 7.690682227674323E7 1.1583041339226942E8
2019-02-03_06:49:34 1.7608724669808042E8 7.767723707272667E7 1.1347322989174591E8
2019-02-04_15:45:15 1.7759853026552564E8 7.843466182159412E7 1.1109706931063716E8
2019-02-06_00:40:55 1.7908021979365274E8 7.917901667657866E7 1.0870239534798603E8
2019-02-07_09:36:36 1.8053217492116848E8 7.991022470852713E7 1.0628967172243008E8
2019-02-08_18:32:17 1.8195426159234405E8 8.062821188217795E7 1.0385936206952436E8
2019-02-10_03:27:58 1.8334635200028887E8 8.133290703298171E7 1.0141192983790225E8
2019-02-11_12:23:39 1.8470832452863625E8 8.202424184309937E7 9.894783818846053E7
2019-02-12_21:19:19 1.8604006369204035E8 8.270215081679401E7 9.646754989629446E7
2019-02-14_06:15:00 1.8734146007595694E8 8.336657125541678E7 9.397152725465311E7
2019-02-15_15:10:41 1.886124102754877E8 8.401744323189948E7 9.146023198174877E7
2019-02-17_00:06:22 1.8985281683361953E8 8.465470956489822E7 8.893412513000688E7
2019-02-18_09:02:03 1.9106258817896315E8 8.527831579263745E7 8.639366699781522E7
2019-02-19_17:57:43 1.9224163856312436E8 8.588821014651422E7 8.383931704367264E7
2019-02-21_02:53:24 1.9338988799770483E8 8.648434352446635E7 8.127153380291161E7
2019-02-22_11:49:05 1.9450726219105646E8 8.706666946415922E7 7.869077480676584E7
2019-02-23_20:44:46 1.955936924847529E8 8.76351441159785E7 7.6097496503847E7
2019-02-25_05:40:27 1.9664911578984106E8 8.818972621585733E7 7.349215418377542E7
2019-02-26_14:36:07 1.976734745227712E8 8.873037705789408E7 7.08752019030476E7
2019-02-27_23:31:48 1.9866671654089546E8 8.925706046671733E7 6.824709241339988E7
2019-03-01_08:27:29 1.9962879507804328E8 8.976974276984556E7 6.560827709088311E7
2019-03-02_17:23:10 2.0055966867800623E8 9.026839276891258E7 6.295920587170998E7
2019-03-04_02:18:51 2.014593011307197E8 9.075298171231963E7 6.030032718169219E7
2019-03-05_11:14:31 2.023276614050185E8 9.122348326600966E7 5.763208787574964E7
2019-03-06_20:10:12 2.03164723582461E8 9.167987348480433E7 5.495493317588129E7
2019-03-08_05:05:53 2.039704667906288E8 9.212213078341652E7 5.226930661185115E7
2019-03-09_14:01:34 2.04744875136316E8 9.255023590735598E7 4.9575649963755384E7
2019-03-10_22:57:15 2.0548793763860455E8 9.29641719037278E7 4.687440320713217E7
2019-03-12_07:52:55 2.061996481621556E8 9.336392409207219E7 4.416600445968779E7
2019-03-13_16:48:36 2.0688000535063723E8 9.37494800352124E7 4.145088993067947E7
2019-03-15_01:44:17 2.0752901256062683E8 9.41208295102646E7 3.8729493871909775E7
2019-03-16_10:39:58 2.0814667779593882E8 9.447796447978902E7 3.600224853088811E7
2019-03-17_19:35:39 2.08733013642489E8 9.482087906313609E7 3.3269584106066238E7
2019-03-19_04:31:19 2.0928803720372653E8 9.514956950800058E7 3.0531928703888915E7
2019-03-20_13:27:00 2.0981177003668508E8 9.546403416221212E7 2.77897082973762E7
2019-03-21_22:22:41 2.1030423808846676E8 9.576427344567728E7 2.504334668717545E7
2019-03-23_07:18:22 2.1076547163332507E8 9.605028982255028E7 2.2293265463478807E7
2019-03-24_16:14:03 2.1119550521011555E8 9.632208777352777E7 1.953988396999661E7
2019-03-26_01:09:43 2.115943775602438E8 9.657967376835673E7 1.6783619268604133E7
2019-03-27_10:05:24 2.1196213156531012E8 9.682305623803197E7 1.402488610989175E7
2019-03-28_19:01:05 2.122988141863467E8 9.705224554793796E7 1.1264096896160288E7
2019-03-30_03:56:46 2.1260447640202135E8 9.726725397022216E7 8501661.654975018
2019-03-31_12:52:27 2.1287917314781976E8 9.746809565670475E7 5737988.00960945
2019-04-01_21:48:07 2.1312296325546163E8 9.765478661182949E7 2973481.151869831
2019-04-03_06:43:48 2.1333590939274955E8 9.782734466577555E7 208543.8161109199
2019-04-04_15:39:29 2.1351807800392026E8 9.798578944776113E7 -2556423.7450356632
2019-04-06_00:35:10 2.136695392505938E8 9.81301423595849E7 -5321023.784094479
2019-04-07_09:30:51 2.1379036695339516E8 9.826042654943866E7 -8084861.080352506
2019-04-08_18:26:31 2.1388063853429142E8 9.837666688601585E7 -1.0847542960846595E7
2019-04-10_03:22:12 2.1394043495972538E8 9.847888993294993E7 -1.360867931936691E7
2019-04-11_12:17:53 2.139698406845075E8 9.856712392357072E7 -1.6367882635128327E7
2019-04-12_21:13:34 2.139689435965124E8 9.864139873599757E7 -1.912476798974957E7
2019-04-14_06:09:15 2.1393783496212184E8 9.870174586854792E7 -2.187895308346251E7
2019-04-15_15:04:55 2.1387660937240526E8 9.87481984154535E7 -2.463005824991212E7
2019-04-17_00:00:36 2.13785364689926E8 9.87807910428391E7 -2.7377706470563762E7
2019-04-18_08:56:17 2.136642019962342E8 9.879955996498704E7 -3.0121523387424633E7
2019-04-19_17:51:58 2.13513225539849E8 9.880454292082788E7 -3.286113731615106E7
2019-04-21_02:47:39 2.1333254268512827E8 9.879577915068458E7 -3.559617925320425E7
2019-04-22_11:43:19 2.1312226386112234E8 9.877330937323804E7 -3.8326282891756915E7
2019-04-23_20:39:00 2.1288250251158208E8 9.873717576274486E7 -4.1051084626884826E7
2019-04-25_05:34:41 2.1261337504531285E8 9.868742192651556E7 -4.3770223564679876E7
2019-04-26_14:30:22 2.1231500078720045E8 9.862409288265413E7 -4.648334152972784E7
2019-04-27_23:26:03 2.1198750193001515E8 9.854723503813015E7 -4.91900830712335E7
2019-04-29_08:21:43 2.1163100348690987E8 9.845689616714925E7 -5.189009546870413E7
2019-04-30_17:17:24 2.1124563324472696E8 9.83531253898739E7 -5.458302873664785E7
2019-05-02_02:13:05 2.1083152171810254E8 9.823597315149017E7 -5.72685356286375E7
2019-05-03_11:08:46 2.103888021044227E8 9.81054912016466E7 -5.994627164039492E7
2019-05-04_20:04:27 2.099176102395141E8 9.796173257421309E7 -6.261589501259905E7
2019-05-06_05:00:07 2.0941808455420747E8 9.780475156742142E7 -6.5277066732538365E7
2019-05-07_13:55:48 2.088903660315505E8 9.763460372428803E7 -6.79294505355726E7
2019-05-08_22:51:29 2.0833459816477713E8 9.74513458133676E7 -7.057271290572837E7
2019-05-10_07:47:10 2.0775092691589987E8 9.725503580977589E7 -7.320652307584836E7
2019-05-11_16:42:51 2.0713950067497367E8 9.704573287650478E7 -7.58305530270162E7
2019-05-13_01:38:31 2.0650047021994525E8 9.682349734599033E7 -7.844447748756258E7
2019-05-14_10:34:12 2.058339886768804E8 9.658839070186514E7 -8.10479739324414E7
2019-05-15_19:29:53 2.0514021148206213E8 9.634047556143112E7 -8.36407225774347E7
2019-05-17_04:25:34 2.044192963423521E8 9.607981565756665E7 -8.62224063821728E7
2019-05-18_13:21:15 2.0367140319865695E8 9.580647582180317E7 -8.879271104350787E7
